Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.690896,[33  8] ; [38 59],[21.0942029 19.9057971] ; [49.9057971 47.0942029],1
p3,1,1.4e-05,18.804932,[30 11] ; [32 65],[18.42028986 22.57971014] ; [43.57971014 53.42028986],1
p7,1,0.00186,9.683232,[30 10] ; [44 52],[21.76470588 18.23529412] ; [52.23529412 43.76470588],0
d2,1,0.006459,7.417436,[26 15] ; [37 60],[18.7173913 22.2826087] ; [44.2826087 52.7173913],0
d1,1,0.008701,6.883154,[31 10] ; [50 47],[24.06521739 16.93478261] ; [56.93478261 40.06521739],0
p1,1,0.009363,6.752194,[ 7 33] ; [ 4 92],[ 3.23529412 36.76470588] ; [ 7.76470588 88.23529412],0
n4,1,0.032865,4.552807,[21 20] ; [31 66],[15.44927536 25.55072464] ; [36.55072464 60.44927536],0
p10,1,0.033035,4.543948,[35  6] ; [65 31],[29.9270073 11.0729927] ; [70.0729927 25.9270073],0
b1,1,0.034141,4.487632,[20 21] ; [29 68],[14.55797101 26.44202899] ; [34.44202899 62.55797101],0
r4,1,0.064065,3.428891,[39  2] ; [81 16],[35.65217391  5.34782609] ; [84.34782609 12.65217391],0
u2,1,0.065142,3.401378,[10  1] ; [24 15],[7.48 3.52] ; [26.52 12.48],0
s4,1,0.067896,3.333176,[16 25] ; [23 74],[11.58695652 29.41304348] ; [27.41304348 69.58695652],0
a4,1,0.076267,3.142713,[21 20] ; [34 63],[16.34057971 24.65942029] ; [38.65942029 58.34057971],0
s5,1,0.081567,3.033394,[20 18] ; [34 60],[15.54545455 22.45454545] ; [38.45454545 55.54545455],0
a3,1,0.087205,2.925219,[30 11] ; [56 41],[25.55072464 15.44927536] ; [60.44927536 36.55072464],0
a2,1,0.088176,2.907369,[12 29] ; [16 81],[ 8.31884058 32.68115942] ; [19.68115942 77.31884058],0
s7,1,0.088951,2.893249,[23 17] ; [39 55],[18.50746269 21.49253731] ; [43.49253731 50.50746269],0
s8,1,0.101514,2.68159,[24 17] ; [42 55],[19.60869565 21.39130435] ; [46.39130435 50.60869565],0
d4,1,0.119519,2.423615,[38  3] ; [80 17],[35.05797101  5.94202899] ; [82.94202899 14.05797101],0
p8,1,0.128355,2.312294,[22 19] ; [38 58],[17.95620438 23.04379562] ; [42.04379562 53.95620438],0
d3,1,0.18,1.797624,[34  7] ; [70 27],[30.89855072 10.10144928] ; [73.10144928 23.89855072],0
n1,1,0.186136,1.747938,[6 8] ; [ 7 23],[4.13636364 9.86363636] ; [ 8.86363636 21.13636364],0
p12,1,0.195708,1.674118,[ 4 37] ; [ 4 93],[ 2.37681159 38.62318841] ; [ 5.62318841 91.37681159],0
