Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.452582,[ 5 60] ; [19 14],[15.91836735 49.08163265] ; [ 8.08163265 24.91836735],1
s7,1,0.000335,12.865412,[ 9 52] ; [15 15],[16.08791209 44.91208791] ; [ 7.91208791 22.08791209],1
s6,1,0.000729,11.414778,[17 49] ; [20 13],[24.66666667 41.33333333] ; [12.33333333 20.66666667],1
v1,1,0.006367,7.443303,[13 54] ; [15 18],[18.76 48.24] ; [ 9.24 23.76],0
s8,1,0.014297,6.001076,[ 7 59] ; [10 23],[11.33333333 54.66666667] ; [ 5.66666667 27.33333333],0
d2,1,0.03892,4.264352,[29 36] ; [22 11],[33.82653061 31.17346939] ; [17.17346939 15.82653061],0
a5,1,0.046681,3.956833,[37 30] ; [25  8],[41.54 25.46] ; [20.46 12.54],0
b4,1,0.095028,2.787067,[46 21] ; [17 16],[42.21 24.79] ; [20.79 12.21],0
s4,1,0.105751,2.616593,[ 8 58] ; [ 8 24],[10.7755102 55.2244898] ; [ 5.2244898 26.7755102],0
u2,1,0.107093,2.596603,[ 8 18] ; [6 4],[10.11111111 15.88888889] ; [3.88888889 6.11111111],0
p1,1,0.113436,2.505682,[ 5 61] ; [ 6 27],[ 7.33333333 58.66666667] ; [ 3.66666667 29.33333333],0
r2,1,0.131679,2.272597,[52 14] ; [30  3],[54.66666667 11.33333333] ; [27.33333333  5.66666667],0
p3,1,0.149613,2.076192,[11 56] ; [ 9 22],[13.67346939 53.32653061] ; [ 6.32653061 24.67346939],0
n5,1,0.174804,1.841255,[33 34] ; [21 12],[36.18 30.82] ; [17.82 15.18],0
p8,1,0.181854,1.78241,[ 6 61] ; [ 6 27],[ 8.04 58.96] ; [ 3.96 29.04],0
r4,1,0.210795,1.56596,[38 29] ; [23 10],[40.87 26.13] ; [20.13 12.87],0
p11,1,0.224172,1.477461,[24 43] ; [16 17],[26.8 40.2] ; [13.2 19.8],0
r1,1,0.228392,1.450845,[45 22] ; [26  7],[47.57 19.43] ; [23.43  9.57],0
p10,1,0.234346,1.414286,[ 8 58] ; [ 7 26],[10. 56.] ; [ 5. 28.],0
s5,1,0.237713,1.394108,[10 56] ; [ 8 24],[12.12244898 53.87755102] ; [ 5.87755102 26.12244898],0
a7,1,0.239932,1.380994,[44 22] ; [18 15],[41.33333333 24.66666667] ; [20.66666667 12.33333333],0
r3,1,0.252199,1.311081,[47 19] ; [27  6],[49.33333333 16.66666667] ; [24.66666667  8.33333333],0
s1,1,0.264858,1.243183,[ 4 63] ; [ 4 28],[ 5.41414141 61.58585859] ; [ 2.58585859 29.41414141],0
p2,1,0.285506,1.140694,[25 42] ; [16 17],[27.47 39.53] ; [13.53 19.47],0
n4,1,0.318929,0.993332,[42 25] ; [24  9],[44.22 22.78] ; [21.78 11.22],0
d1,1,0.355918,0.852245,[32 35] ; [19 14],[34.17 32.83] ; [16.83 16.17],0
b1,1,0.35785,0.845423,[37 30] ; [15 18],[34.84 32.16] ; [17.16 15.84],0
