Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,35.877783,[ 25 151] ; [24 18],[ 39.55963303 136.44036697] ; [ 9.44036697 32.55963303],1
v3,1,8e-06,20.035059,[ 50 130] ; [27 15],[ 62.43243243 117.56756757] ; [14.56756757 27.43243243],1
v2,1,0.001091,10.667006,[81 98] ; [32 12],[90.70403587 88.29596413] ; [22.29596413 21.70403587],0
v1,1,0.003614,8.468298,[ 70 113] ; [28 17],[ 78.65789474 104.34210526] ; [19.34210526 25.65789474],0
p6,1,0.004281,8.160814,[ 44 140] ; [20 24],[ 51.64912281 132.35087719] ; [12.35087719 31.64912281],0
s2,1,0.00681,7.322472,[ 31 156] ; [15 28],[ 37.4 149.6] ; [ 8.6 34.4],0
s5,1,0.011014,6.463095,[ 16 170] ; [ 9 31],[ 20.57522124 165.42477876] ; [ 4.42477876 35.57522124],0
p12,1,0.011231,6.428403,[  3 181] ; [ 4 41],[  5.62445415 178.37554585] ; [ 1.37554585 43.62445415],0
p9,1,0.016256,5.774935,[130  53] ; [39  5],[136.24229075  46.75770925] ; [32.75770925 11.24229075],0
s3,1,0.016499,5.748941,[ 41 146] ; [17 26],[ 47.15652174 139.84347826] ; [10.84347826 32.15652174],0
p3,1,0.019525,5.453901,[ 71 113] ; [26 19],[ 77.93886463 106.06113537] ; [19.06113537 25.93886463],0
p2,1,0.024778,5.039351,[135  50] ; [40  5],[140.76086957  44.23913043] ; [34.23913043 10.76086957],0
d1,1,0.027305,4.871427,[99 88] ; [32 13],[105.59051724  81.40948276] ; [25.40948276 19.59051724],0
b2,1,0.040977,4.176985,[31 66] ; [18 17],[36.00757576 60.99242424] ; [12.99242424 22.00757576],0
b3,1,0.040977,4.176985,[31 66] ; [18 17],[36.00757576 60.99242424] ; [12.99242424 22.00757576],0
n4,1,0.043628,4.07089,[125  62] ; [37  8],[130.57758621  56.42241379] ; [31.42241379 13.57758621],0
p5,1,0.043666,4.069417,[  7 177] ; [ 5 39],[  9.68421053 174.31578947] ; [ 2.31578947 41.68421053],0
p4,1,0.047169,3.939359,[ 81 105] ; [27 18],[86.96103896 99.03896104] ; [21.03896104 23.96103896],0
v4,1,0.053471,3.729129,[164  22] ; [44  1],[167.48051948  18.51948052] ; [40.51948052  4.48051948],0
a3,1,0.059239,3.558555,[121  64] ; [36  9],[126.2826087  58.7173913] ; [30.7173913 14.2826087],0
u1,1,0.067781,3.335948,[ 22 165] ; [10 35],[ 25.79310345 161.20689655] ; [ 6.20689655 38.79310345],0
p11,1,0.068384,3.321384,[133  54] ; [38  7],[137.83189655  49.16810345] ; [33.16810345 11.83189655],0
p8,1,0.090193,2.87093,[ 80 103] ; [26 19],[85.07894737 97.92105263] ; [20.92105263 24.07894737],0
d3,1,0.113788,2.500801,[136  50] ; [38  7],[140.1038961  45.8961039] ; [33.8961039 11.1038961],0
n2,1,0.114653,2.488889,[28 20] ; [7 1],[30. 18.] ; [5. 3.],0
d2,1,0.122714,2.382333,[ 76 111] ; [24 21],[ 80.60344828 106.39655172] ; [19.39655172 25.60344828],0
