Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,93.534482,[443  21] ; [66 38],[415.8028169  48.1971831] ; [93.1971831 10.8028169],1
v4,1,0.0,34.303501,[446  15] ; [84 19],[433.20921986  27.79078014] ; [96.79078014  6.20921986],1
r2,1,0.0,32.749459,[446  15] ; [81 18],[433.83392857  27.16607143] ; [93.16607143  5.83392857],1
v2,1,5.9e-05,16.140659,[278 164] ; [42 60],[260. 182.] ; [60. 42.],1
d1,1,6.6e-05,15.922034,[303 161] ; [46 58],[285.09859155 178.90140845] ; [63.90140845 40.09859155],1
u1,1,8.1e-05,15.543982,[112 352] ; [ 7 97],[ 97.21126761 366.78873239] ; [21.78873239 82.21126761],1
r3,1,0.00014,14.50711,[446  16] ; [90 13],[438.28672566  23.71327434] ; [97.71327434  5.28672566],1
a5,1,0.000324,12.928953,[360 104] ; [63 41],[345.54929577 118.45070423] ; [77.45070423 26.54929577],1
p2,1,0.000479,12.19461,[394  68] ; [73 30],[381.86548673  80.13451327] ; [85.13451327 17.86548673],1
a2,1,0.000784,11.278996,[148 316] ; [16 88],[133.97183099 330.02816901] ; [30.02816901 73.97183099],1
s7,1,0.000859,11.108809,[212 225] ; [29 68],[197.22284644 239.77715356] ; [43.77715356 53.22284644],1
s8,1,0.001243,10.425213,[198 261] ; [27 77],[183.43694494 275.56305506] ; [41.56305506 62.43694494],0
a4,1,0.001786,9.7578,[220 242] ; [32 72],[205.69611307 256.30388693] ; [46.30388693 57.69611307],0
d2,1,0.002241,9.341,[236 225] ; [36 68],[221.93274336 239.06725664] ; [50.06725664 53.93274336],0
s6,1,0.002615,9.058664,[299 161] ; [50 52],[285.65836299 174.34163701] ; [63.34163701 38.65836299],0
n5,1,0.00272,8.986516,[345 116] ; [62 41],[332.67198582 128.32801418] ; [74.32801418 28.67198582],0
s2,1,0.004249,8.174266,[221 238] ; [34 70],[207.89520426 251.10479574] ; [47.10479574 56.89520426],0
u3,1,0.0053,7.774038,[87 45] ; [13 20],[80. 52.] ; [20. 13.],0
d3,1,0.005744,7.629031,[364  98] ; [68 35],[353.2460177 108.7539823] ; [78.7539823 24.2460177],0
n4,1,0.006373,7.441829,[366  98] ; [69 35],[355.35211268 108.64788732] ; [79.64788732 24.35211268],0
p8,1,0.007333,7.189656,[252 203] ; [42 61],[239.7311828 215.2688172] ; [54.2688172 48.7311828],0
p7,1,0.010325,6.577886,[289 161] ; [51 50],[277.676951 172.323049] ; [62.323049 38.676951],0
d4,1,0.012012,6.309031,[397  65] ; [79 25],[388.53710247  73.46289753] ; [87.46289753 16.53710247],0
s3,1,0.023664,5.119121,[243 210] ; [43 61],[232.59964093 220.40035907] ; [53.40035907 50.59964093],0
p4,1,0.033257,4.53248,[278 182] ; [51 53],[268.33333333 191.66666667] ; [60.66666667 43.33333333],0
v1,1,0.054565,3.695318,[249 203] ; [44 55],[240.35571688 211.64428312] ; [52.64428312 46.35571688],0
d5,1,0.065849,3.383585,[390  72] ; [80 24],[383.63957597  78.36042403] ; [86.36042403 17.63957597],0
v3,1,0.066238,3.373877,[188 253] ; [33 68],[179.81734317 261.18265683] ; [41.18265683 59.81734317],0
a1,1,0.068935,3.308208,[ 20 444] ; [ 9 95],[ 23.69014085 440.30985915] ; [ 5.30985915 98.69014085],0
p10,1,0.07928,3.079592,[375  84] ; [74 26],[368.67799642  90.32200358] ; [80.32200358 19.67799642],0
p9,1,0.196391,1.669011,[382  74] ; [80 22],[377.5483871  78.4516129] ; [84.4516129 17.5483871],0
s5,1,0.208121,1.584447,[131 321] ; [23 78],[125.87341772 326.12658228] ; [28.12658228 72.87341772],0
p11,1,0.236035,1.40412,[364 100] ; [76 28],[359.43661972 104.56338028] ; [80.56338028 23.43661972],0
n6,1,0.237262,1.396787,[381  80] ; [80 23],[376.81028369  84.18971631] ; [84.18971631 18.81028369],0
u2,1,0.244818,1.352636,[82 49] ; [17 16],[79.07926829 51.92073171] ; [19.92073171 13.07926829],0
s1,1,0.272724,1.202996,[ 16 441] ; [ 6 97],[ 17.95357143 439.04642857] ; [ 4.04642857 98.95357143],0
a8,1,0.318049,0.996954,[ 70 339] ; [13 87],[ 66.6935167 342.3064833] ; [16.3064833 83.6935167],0
a6,1,0.320787,0.985734,[362  99] ; [77 27],[358.19292035 102.80707965] ; [80.80707965 23.19292035],0
a3,1,0.368798,0.807711,[330 130] ; [70 34],[326.24113475 133.75886525] ; [73.75886525 30.24113475],0
b5,1,0.391898,0.733043,[287 177] ; [69 35],[290.81690141 173.18309859] ; [65.18309859 38.81690141],0
b2,1,0.404223,0.695728,[100 184] ; [23 33],[102.74117647 181.25882353] ; [20.25882353 35.74117647],0
b3,1,0.404223,0.695728,[100 184] ; [23 33],[102.74117647 181.25882353] ; [20.25882353 35.74117647],0
p12,1,0.490359,0.475739,[ 41 420] ; [ 7 96],[ 39.23404255 421.76595745] ; [ 8.76595745 94.23404255],0
b4,1,0.517024,0.419825,[274 190] ; [65 39],[276.92957746 187.07042254] ; [62.07042254 41.92957746],0
n2,1,0.518481,0.416914,[74 29] ; [17  9],[72.65891473 30.34108527] ; [18.34108527  7.65891473],0
p6,1,0.560741,0.338422,[159 299] ; [32 69],[156.490161 301.509839] ; [34.509839 66.490161],0
p3,1,0.656591,0.197692,[226 235] ; [48 55],[223.96099291 237.03900709] ; [50.03900709 52.96099291],0
b1,1,0.69673,0.151896,[169 295] ; [40 64],[170.73239437 293.26760563] ; [38.26760563 65.73239437],0
n1,1,0.836344,0.042672,[39 63] ; [ 9 16],[38.5511811 63.4488189] ; [ 9.4488189 15.5511811],0
n3,1,0.869557,0.026969,[73 30] ; [18  8],[72.65891473 30.34108527] ; [18.34108527  7.65891473],0
p5,1,0.918596,0.010445,[ 53 407] ; [12 89],[ 53.29768271 406.70231729] ; [11.70231729 89.29768271],0
p1,1,0.964338,0.001999,[ 44 416] ; [10 93],[ 44.12078153 415.87921847] ; [ 9.87921847 93.12078153],0
u4,1,0.991153,0.000123,[  9 455] ; [  2 102],[  8.98591549 455.01408451] ; [  2.01408451 101.98591549],0
