Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,43.432225,[43 48] ; [288  67],[67.53587444 23.46412556] ; [263.46412556  91.53587444],1
d2,1,0.0,42.254737,[24 68] ; [226 128],[51.56950673 40.43049327] ; [198.43049327 155.56950673],1
d1,1,0.0,41.101007,[36 56] ; [264  91],[61.74496644 30.25503356] ; [238.25503356 116.74496644],1
a4,1,0.0,38.543957,[20 72] ; [205 148],[46.51685393 45.48314607] ; [178.48314607 174.51685393],1
u1,1,1e-06,25.15986,[ 3 89] ; [ 99 256],[20.99328859 71.00671141] ; [ 81.00671141 273.99328859],1
d5,1,2.3e-05,17.883771,[67 25] ; [318  36],[79.41704036 12.58295964] ; [305.58295964  48.41704036],1
d4,1,2.4e-05,17.836101,[65 27] ; [313  41],[77.97309417 14.02690583] ; [300.02690583  53.97309417],1
a6,1,6.1e-05,16.080904,[48 44] ; [262  93],[63.80313199 28.19686801] ; [246.19686801 108.80313199],1
a7,1,0.000124,14.735562,[53 38] ; [277  78],[67.33183857 23.66816143] ; [262.66816143  92.33183857],1
r1,1,0.000411,12.481431,[66 26] ; [307  46],[77.11460674 14.88539326] ; [295.88539326  57.11460674],1
r2,1,0.000961,10.900321,[80 11] ; [337  12],[86.24318182  4.75681818] ; [330.75681818  18.24318182],1
v2,1,0.001978,9.569564,[40 49] ; [218 128],[52.7862069 36.2137931] ; [205.2137931 140.7862069],0
p11,1,0.007128,7.240442,[70 22] ; [310  45],[78.21029083 13.78970917] ; [301.78970917  53.21029083],0
b3,1,0.008593,6.90561,[13 42] ; [104 139],[21.59395973 33.40604027] ; [ 95.40604027 147.59395973],0
b2,1,0.008593,6.90561,[13 42] ; [104 139],[21.59395973 33.40604027] ; [ 95.40604027 147.59395973],0
d3,1,0.009935,6.646501,[58 34] ; [271  84],[67.71364653 24.28635347] ; [261.28635347  93.71364653],0
p10,1,0.01469,5.953299,[74 18] ; [316  36],[80.81081081 11.18918919] ; [309.18918919  42.81081081],0
s8,1,0.022067,5.24052,[38 54] ; [192 159],[47.76523702 44.23476298] ; [182.23476298 168.76523702],0
p9,1,0.026982,4.891938,[77 15] ; [323  30],[82.69662921  9.30337079] ; [317.30337079  35.69662921],0
s5,1,0.064213,3.425084,[26 61] ; [138 201],[33.49295775 53.50704225] ; [130.50704225 208.49295775],0
s7,1,0.070694,3.26684,[42 43] ; [203 134],[49.34834123 35.65165877] ; [195.65165877 141.34834123],0
a1,1,0.093923,2.805818,[ 2 90] ; [ 24 331],[ 5.35123043 86.64876957] ; [ 20.64876957 334.35123043],0
p5,1,0.104407,2.636908,[22 68] ; [ 60 293],[16.65914221 73.34085779] ; [ 65.34085779 287.65914221],0
