Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,59.303094,[81 66] ; [ 20 133],[49.49 97.51] ; [ 51.51 101.49],1
v1,1,0.0,29.67489,[86 63] ; [ 42 114],[62.53114754 86.46885246] ; [65.46885246 90.53114754],1
r1,1,0.0,26.460206,[125  27] ; [87 71],[103.9483871  48.0516129] ; [108.0516129  49.9483871],1
p11,1,2e-06,22.919281,[128  24] ; [95 64],[108.9903537  43.0096463] ; [114.0096463  44.9903537],1
r4,1,2e-06,22.491122,[132  20] ; [101  58],[113.8778135  38.1221865] ; [119.1221865  39.8778135],1
p2,1,1.5e-05,18.725323,[125  25] ; [96 61],[107.98045603  42.01954397] ; [113.01954397  43.98045603],1
r3,1,1.9e-05,18.308067,[143   8] ; [123  35],[129.98705502  21.01294498] ; [136.01294498  21.98705502],1
p7,1,4.6e-05,16.595958,[96 54] ; [64 93],[78.17589577 71.82410423] ; [81.82410423 75.17589577],1
v4,1,0.000119,14.812661,[143   9] ; [125  33],[131.40645161  20.59354839] ; [136.59354839  21.40645161],1
p8,1,0.000282,13.187533,[80 69] ; [ 52 105],[64.2745098 84.7254902] ; [67.7254902 89.2745098],1
a5,1,0.000282,13.186485,[114  38] ; [88 71],[98.7266881 53.2733119] ; [103.2733119  55.7266881],1
s8,1,0.000371,12.672873,[ 40 112] ; [ 17 142],[ 27.8585209 124.1414791] ; [ 29.1414791 129.8585209],1
d1,1,0.000509,12.083182,[94 58] ; [67 92],[78.68810289 73.31189711] ; [82.31189711 76.68810289],1
r2,1,0.001678,9.871768,[140   9] ; [130  28],[131.04234528  17.95765472] ; [138.95765472  19.04234528],0
a3,1,0.00182,9.723069,[115  37] ; [92 64],[102.15584416  49.84415584] ; [104.84415584  51.15584416],0
p10,1,0.002429,9.19336,[110  39] ; [90 67],[97.38562092 51.61437908] ; [102.61437908  54.38562092],0
d5,1,0.003301,8.633387,[122  30] ; [104  55],[110.45659164  41.54340836] ; [115.54340836  43.45659164],0
p3,1,0.004077,8.249319,[69 80] ; [ 48 110],[56.78501629 92.21498371] ; [60.21498371 97.78501629],0
n4,1,0.00733,7.190272,[116  36] ; [99 60],[105.08038585  46.91961415] ; [109.91961415  49.08038585],0
n6,1,0.008301,6.967267,[121  31] ; [104  53],[110.67961165  41.32038835] ; [114.32038835  42.67961165],0
d4,1,0.008874,6.848065,[123  28] ; [109  50],[113.00645161  37.99354839] ; [118.99354839  40.00645161],0
p4,1,0.009968,6.640587,[75 73] ; [ 57 101],[63.84313725 84.15686275] ; [68.15686275 89.84313725],0
p9,1,0.012405,6.251998,[113  36] ; [97 58],[102.92763158  46.07236842] ; [107.07236842  47.92763158],0
d3,1,0.012642,6.218499,[101  51] ; [83 75],[90.21935484 61.78064516] ; [93.78064516 64.21935484],0
p6,1,0.017052,5.690968,[ 43 103] ; [ 28 129],[ 34.21122112 111.78877888] ; [ 36.78877888 120.21122112],0
n3,1,0.018974,5.503903,[29  7] ; [30 23],[23.86516854 12.13483146] ; [35.13483146 17.86516854],0
s5,1,0.059359,3.555193,[ 24 125] ; [ 14 142],[ 18.56393443 130.43606557] ; [ 19.43606557 136.56393443],0
a6,1,0.061701,3.49106,[108  44] ; [97 62],[100.19292605  51.80707395] ; [104.80707395  54.19292605],0
p5,1,0.071454,3.249306,[ 12 139] ; [  5 150],[  8.38888889 142.61111111] ; [  8.61111111 146.38888889],0
a4,1,0.07416,3.188452,[70 82] ; [ 57 101],[62.27096774 89.72903226] ; [64.72903226 93.27096774],0
p12,1,0.078148,3.103003,[  7 143] ; [  2 155],[  4.39739414 145.60260586] ; [  4.60260586 152.39739414],0
s1,1,0.089452,2.884211,[  3 148] ; [  9 148],[  5.88311688 145.11688312] ; [  6.11688312 150.88311688],0
s7,1,0.116737,2.460568,[ 35 106] ; [ 26 124],[ 29.55670103 111.44329897] ; [ 31.44329897 118.55670103],0
b5,1,0.135328,2.230296,[79 73] ; [96 63],[85.53054662 66.46945338] ; [89.46945338 69.53054662],0
a7,1,0.140098,2.17688,[106  45] ; [99 60],[99.85483871 51.14516129] ; [105.14516129  53.85483871],0
u1,1,0.15388,2.033358,[ 20 132] ; [ 13 146],[ 16.12861736 135.87138264] ; [ 16.87138264 142.12861736],0
a2,1,0.171635,1.8686,[ 32 120] ; [ 24 135],[ 27.36977492 124.63022508] ; [ 28.63022508 130.36977492],0
a1,1,0.217106,1.523396,[  5 147] ; [ 10 149],[  7.33118971 144.66881029] ; [  7.66881029 151.33118971],0
n2,1,0.22756,1.456048,[25 10] ; [33 23],[22.30769231 12.69230769] ; [35.69230769 20.30769231],0
b2,1,0.227928,1.453746,[44 51] ; [35 58],[39.92021277 55.07978723] ; [39.07978723 53.92021277],0
b3,1,0.227928,1.453746,[44 51] ; [35 58],[39.92021277 55.07978723] ; [39.07978723 53.92021277],0
d2,1,0.316227,1.004489,[74 77] ; [68 89],[69.61688312 81.38311688] ; [72.38311688 84.61688312],0
s2,1,0.362377,0.82964,[ 29 122] ; [ 24 133],[ 25.98376623 125.01623377] ; [ 27.01623377 129.98376623],0
n1,1,0.425399,0.635352,[ 9 25] ; [19 36],[10.69662921 23.30337079] ; [17.30337079 37.69662921],0
a8,1,0.444626,0.584316,[ 13 124] ; [ 18 128],[ 15.00706714 121.99293286] ; [ 15.99293286 130.00706714],0
n5,1,0.512732,0.428487,[100  51] ; [99 59],[97.24595469 53.75404531] ; [101.75404531  56.24595469],0
s3,1,0.557516,0.344024,[ 36 114] ; [ 42 114],[ 38.23529412 111.76470588] ; [ 39.76470588 116.23529412],0
