Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.05778,3.6,[6 2] ; [3 7],[4. 4.] ; [5. 5.],0
s5,1,0.085804,2.951389,[2 6] ; [6 3],[3.76470588 4.23529412] ; [4.23529412 4.76470588],0
s7,1,0.092133,2.836706,[3 5] ; [7 2],[4.70588235 3.29411765] ; [5.29411765 3.70588235],0
s4,1,0.093533,2.8125,[1 7] ; [5 5],[2.66666667 5.33333333] ; [3.33333333 6.66666667],0
p11,1,0.137564,2.205,[6 2] ; [4 6],[4.44444444 3.55555556] ; [5.55555556 4.44444444],0
d3,1,0.137564,2.205,[6 2] ; [4 6],[4.44444444 3.55555556] ; [5.55555556 4.44444444],0
r1,1,0.137564,2.205,[2 6] ; [6 4],[3.55555556 4.44444444] ; [4.44444444 5.55555556],0
d2,1,0.137564,2.205,[2 6] ; [6 4],[3.55555556 4.44444444] ; [4.44444444 5.55555556],0
v2,1,0.179712,1.8,[4 4] ; [2 8],[2.66666667 5.33333333] ; [3.33333333 6.66666667],0
r2,1,0.200441,1.639156,[5 3] ; [8 1],[6.11764706 1.88235294] ; [6.88235294 2.11764706],0
a6,1,0.279642,1.168831,[6 2] ; [5 5],[4.88888889 3.11111111] ; [6.11111111 3.88888889],0
p3,1,0.342782,0.9,[5 3] ; [4 6],[4. 4.] ; [5. 5.],0
b1,1,0.342782,0.9,[3 5] ; [6 4],[4. 4.] ; [5. 5.],0
a5,1,0.374857,0.7875,[7 1] ; [7 3],[6.22222222 1.77777778] ; [7.77777778 2.22222222],0
n5,1,0.396144,0.72,[6 2] ; [9 1],[6.66666667 1.33333333] ; [8.33333333 1.66666667],0
b3,1,0.428537,0.626786,[3 3] ; [2 5],[2.30769231 3.69230769] ; [2.69230769 4.30769231],0
b2,1,0.428537,0.626786,[3 3] ; [2 5],[2.30769231 3.69230769] ; [2.69230769 4.30769231],0
n3,1,0.57075,0.321429,[1 1] ; [5 2],[1.33333333 0.66666667] ; [4.66666667 2.33333333],0
d1,1,0.595883,0.28125,[3 5] ; [5 5],[3.55555556 4.44444444] ; [4.44444444 5.55555556],0
v1,1,0.595883,0.28125,[5 3] ; [5 5],[4.44444444 3.55555556] ; [5.55555556 4.44444444],0
s8,1,0.595883,0.28125,[3 5] ; [5 5],[3.55555556 4.44444444] ; [4.44444444 5.55555556],0
p6,1,0.671373,0.18,[4 4] ; [4 6],[3.55555556 4.44444444] ; [4.44444444 5.55555556],0
d5,1,0.671373,0.18,[4 4] ; [6 4],[4.44444444 3.55555556] ; [5.55555556 4.44444444],0
v3,1,0.737316,0.1125,[3 5] ; [3 7],[2.66666667 5.33333333] ; [3.33333333 6.66666667],0
p9,1,0.737316,0.1125,[5 3] ; [7 3],[5.33333333 2.66666667] ; [6.66666667 3.33333333],0
s6,1,0.737316,0.1125,[5 3] ; [7 3],[5.33333333 2.66666667] ; [6.66666667 3.33333333],0
a3,1,0.799846,0.064286,[6 2] ; [8 2],[6.22222222 1.77777778] ; [7.77777778 2.22222222],0
b5,1,0.799846,0.064286,[6 2] ; [8 2],[6.22222222 1.77777778] ; [7.77777778 2.22222222],0
v4,1,0.799846,0.064286,[6 2] ; [8 2],[6.22222222 1.77777778] ; [7.77777778 2.22222222],0
p2,1,0.813945,0.055385,[6 2] ; [7 3],[5.77777778 2.22222222] ; [7.22222222 2.77777778],0
n4,1,0.866815,0.028125,[7 1] ; [9 1],[7.11111111 0.88888889] ; [8.88888889 1.11111111],0
p10,1,0.913906,0.011688,[5 3] ; [6 4],[4.88888889 3.11111111] ; [6.11111111 3.88888889],0
d4,1,0.913906,0.011688,[5 3] ; [6 4],[4.88888889 3.11111111] ; [6.11111111 3.88888889],0
b4,1,0.913906,0.011688,[5 3] ; [6 4],[4.88888889 3.11111111] ; [6.11111111 3.88888889],0
a4,1,0.913906,0.011688,[3 5] ; [4 6],[3.11111111 4.88888889] ; [3.88888889 6.11111111],0
r4,1,1.0,0.0,[4 4] ; [5 5],[4. 4.] ; [5. 5.],0
a7,1,1.0,0.0,[4 4] ; [5 5],[4. 4.] ; [5. 5.],0
