Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,48.928307,[155 215] ; [95 26],[188.3910387 181.6089613] ; [61.6089613 59.3910387],1
s2,1,0.0,44.921894,[ 94 278] ; [72 52],[124.5 247.5] ; [41.5 82.5],1
p5,1,0.0,31.299307,[ 11 362] ; [ 21 100],[ 24.16194332 348.83805668] ; [  7.83805668 113.16194332],1
s3,1,3.9e-05,16.934624,[135 234] ; [70 51],[154.37755102 214.62244898] ; [50.62244898 70.37755102],1
s7,1,0.000242,13.47351,[ 77 279] ; [46 73],[ 92.18526316 263.81473684] ; [30.81473684 88.18526316],1
s4,1,0.000433,12.385551,[ 41 329] ; [29 92],[ 52.74949084 317.25050916] ; [ 17.25050916 103.74949084],1
p12,1,0.000451,12.307681,[  9 361] ; [ 12 110],[ 15.79268293 354.20731707] ; [  5.20731707 116.79268293],1
p3,1,0.001192,10.503073,[136 235] ; [65 57],[151.25963489 219.74036511] ; [49.74036511 72.25963489],0
a6,1,0.001449,10.141822,[268 105] ; [70 54],[253.67002012 119.32997988] ; [84.32997988 39.67002012],0
n6,1,0.002097,9.463059,[281  91] ; [109  14],[293.09090909  78.90909091] ; [96.90909091 26.09090909],0
p4,1,0.004326,8.141709,[171 199] ; [74 47],[184.62321792 185.37678208] ; [60.37678208 60.62321792],0
p6,1,0.006978,7.278522,[ 88 278] ; [44 76],[ 99.40740741 266.59259259] ; [32.59259259 87.40740741],0
b5,1,0.013518,6.100031,[234 140] ; [62 62],[222.29718876 151.70281124] ; [73.70281124 50.29718876],0
b4,1,0.022443,5.211124,[213 161] ; [85 39],[223.79919679 150.20080321] ; [74.20080321 49.79919679],0
d4,1,0.022589,5.19983,[281  91] ; [105  18],[290.08484848  81.91515152] ; [95.91515152 27.08484848],0
p9,1,0.03396,4.496717,[271  98] ; [98 20],[279.59137577  89.40862423] ; [89.40862423 28.59137577],0
p10,1,0.036347,4.380743,[259 110] ; [96 24],[267.88343558 101.11656442] ; [87.11656442 32.88343558],0
p1,1,0.040289,4.205667,[ 22 350] ; [ 14 108],[ 27.10931174 344.89068826] ; [  8.89068826 113.10931174],0
d2,1,0.047192,3.938533,[145 227] ; [60 62],[154.37246964 217.62753036] ; [50.62753036 71.37246964],0
a4,1,0.060799,3.515451,[144 227] ; [60 64],[152.8969697 218.1030303] ; [51.1030303 72.8969697],0
p7,1,0.090816,2.85985,[197 169] ; [74 44],[204.92975207 161.07024793] ; [66.07024793 51.92975207],0
n2,1,0.094772,2.791385,[68 32] ; [22  4],[71.42857143 28.57142857] ; [18.57142857  7.42857143],0
a7,1,0.099507,2.713423,[280  93] ; [83 40],[272.98185484 100.01814516] ; [90.01814516 32.98185484],0
d1,1,0.146562,2.107669,[183 191] ; [70 54],[190.00401606 183.99598394] ; [62.99598394 61.00401606],0
p2,1,0.166189,1.91699,[287  83] ; [101  20],[292.38289206  77.61710794] ; [95.61710794 25.38289206],0
u1,1,0.208221,1.583753,[ 44 330] ; [ 20 104],[ 48.06425703 325.93574297] ; [ 15.93574297 108.06425703],0
