Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3.8e-05,16.988379,[19 15] ; [ 8 47],[10.31460674 23.68539326] ; [16.68539326 38.31460674],1
s6,1,6.8e-05,15.853671,[26  8] ; [19 38],[16.81318681 17.18681319] ; [28.18681319 28.81318681],1
s3,1,0.00013,14.643345,[28  6] ; [24 34],[19.2173913 14.7826087] ; [32.7826087 25.2173913],1
s8,1,0.0006,11.775685,[15 19] ; [ 7 50],[ 8.21978022 25.78021978] ; [13.78021978 43.21978022],1
a2,1,0.019426,5.46275,[ 9 25] ; [ 5 54],[ 5.11827957 28.88172043] ; [ 8.88172043 50.11827957],0
s5,1,0.023259,5.14906,[12 21] ; [ 9 49],[ 7.61538462 25.38461538] ; [13.38461538 44.61538462],0
a8,1,0.032713,4.560728,[ 8 25] ; [ 4 48],[ 4.65882353 28.34117647] ; [ 7.34117647 44.65882353],0
u1,1,0.047047,3.94371,[ 7 27] ; [ 4 55],[ 4.02150538 29.97849462] ; [ 6.97849462 52.02150538],0
n5,1,0.056584,3.634783,[23 10] ; [29 30],[18.65217391 14.34782609] ; [33.34782609 25.65217391],0
n3,1,0.062577,3.467743,[5 4] ; [19  3],[6.96774194 2.03225806] ; [17.03225806  4.96774194],0
p4,1,0.083998,2.985801,[21 13] ; [25 33],[17. 17.] ; [29. 29.],0
b3,1,0.094207,2.800976,[ 7 13] ; [ 5 28],[ 4.52830189 15.47169811] ; [ 7.47169811 25.52830189],0
b2,1,0.094207,2.800976,[ 7 13] ; [ 5 28],[ 4.52830189 15.47169811] ; [ 7.47169811 25.52830189],0
d4,1,0.136228,2.22006,[26  7] ; [37 21],[22.84615385 10.15384615] ; [40.15384615 17.84615385],0
d3,1,0.142101,2.155063,[22 11] ; [30 29],[18.65217391 14.34782609] ; [33.34782609 25.65217391],0
r1,1,0.154929,2.023041,[26  8] ; [36 22],[22.91304348 11.08695652] ; [39.08695652 18.91304348],0
p6,1,0.157053,2.002374,[16 18] ; [18 38],[12.84444444 21.15555556] ; [21.15555556 34.84444444],0
a6,1,0.236541,1.401092,[21 12] ; [30 29],[18.29347826 14.70652174] ; [32.70652174 26.29347826],0
p5,1,0.249678,1.325106,[ 4 30] ; [ 3 55],[ 2.58695652 31.41304348] ; [ 4.41304348 53.58695652],0
p8,1,0.254079,1.300736,[20 14] ; [26 30],[17.37777778 16.62222222] ; [28.62222222 27.37777778],0
s4,1,0.273753,1.197843,[ 6 27] ; [ 6 53],[ 4.30434783 28.69565217] ; [ 7.69565217 51.30434783],0
d2,1,0.303237,1.059903,[12 21] ; [28 31],[14.34782609 18.65217391] ; [25.65217391 33.34782609],0
