Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9e-06,19.750272,[48 15] ; [71 93],[33.02643172 29.97356828] ; [85.97356828 78.02643172],1
v1,1,0.015431,5.866604,[32 32] ; [ 54 111],[24.0349345 39.9650655] ; [ 61.9650655 103.0349345],0
p12,1,0.017512,5.644344,[ 6 57] ; [  4 164],[ 2.72727273 60.27272727] ; [  7.27272727 160.72727273],0
r4,1,0.027436,4.863192,[60  4] ; [140  30],[54.7008547  9.2991453] ; [145.2991453  24.7008547],0
v4,1,0.029449,4.741198,[63  1] ; [151  17],[59.03448276  4.96551724] ; [154.96551724  13.03448276],0
b4,1,0.03152,4.624436,[46 18] ; [96 74],[38.83760684 25.16239316] ; [103.16239316  66.83760684],0
p5,1,0.035356,4.427912,[ 6 57] ; [  5 165],[ 2.97424893 60.02575107] ; [  8.02575107 161.97424893],0
r2,1,0.04961,3.854595,[62  2] ; [147  19],[58.15652174  5.84347826] ; [150.84347826  15.15652174],0
p8,1,0.081141,3.041904,[31 31] ; [ 63 106],[25.22943723 36.77056277] ; [ 68.77056277 100.22943723],0
u2,1,0.121356,2.399731,[15  6] ; [35 32],[11.93181818  9.06818182] ; [38.06818182 28.93181818],0
a5,1,0.12832,2.312716,[46 18] ; [104  66],[41.02564103 22.97435897] ; [108.97435897  61.02564103],0
n1,1,0.133099,2.255984,[ 2 16] ; [16 40],[ 4.37837838 13.62162162] ; [13.62162162 42.37837838],0
s8,1,0.16697,1.909935,[25 39] ; [ 50 119],[20.60085837 43.39914163] ; [ 54.39914163 114.60085837],0
d3,1,0.175916,1.831792,[49 15] ; [114  55],[44.77253219 19.22746781] ; [118.22746781  50.77253219],0
r1,1,0.180736,1.791565,[51 13] ; [120  49],[46.96995708 17.03004292] ; [124.03004292  44.96995708],0
b1,1,0.19521,1.677855,[19 45] ; [ 66 104],[23.24786325 40.75213675] ; [ 61.75213675 108.24786325],0
d1,1,0.251661,1.314061,[37 27] ; [84 86],[33.09401709 30.90598291] ; [87.90598291 82.09401709],0
a7,1,0.279211,1.170925,[51 13] ; [123  46],[47.79399142 16.20600858] ; [126.20600858  42.79399142],0
a6,1,0.284113,1.147311,[44 20] ; [104  66],[40.47863248 23.52136752] ; [107.52136752  62.47863248],0
d4,1,0.295846,1.092824,[55  9] ; [136  34],[52.23931624 11.76068376] ; [138.76068376  31.23931624],0
a3,1,0.336952,0.921993,[43 21] ; [102  67],[39.82832618 24.17167382] ; [105.17167382  63.82832618],0
n4,1,0.413357,0.669124,[29 35] ; [ 67 103],[26.25641026 37.74358974] ; [ 69.74358974 100.25641026],0
p3,1,0.418596,0.654254,[26 37] ; [ 60 109],[23.35344828 39.64655172] ; [ 62.64655172 106.35344828],0
b5,1,0.443113,0.588208,[43 21] ; [105  65],[40.47863248 23.52136752] ; [107.52136752  62.47863248],0
s6,1,0.475707,0.50869,[38 25] ; [92 75],[35.60869565 27.39130435] ; [94.39130435 72.60869565],0
s1,1,0.484673,0.48833,[ 2 62] ; [  9 161],[ 3.00854701 60.99145299] ; [  7.99145299 162.00854701],0
s4,1,0.496622,0.462148,[15 49] ; [ 33 137],[13.12820513 50.87179487] ; [ 34.87179487 135.12820513],0
s7,1,0.501892,0.450933,[23 38] ; [ 54 110],[20.87555556 40.12444444] ; [ 56.12444444 107.87555556],0
n2,1,0.531605,0.391322,[11  7] ; [38 17],[12.08219178  5.91780822] ; [36.91780822 18.08219178],0
a4,1,0.546109,0.364335,[21 43] ; [ 63 107],[22.97435897 41.02564103] ; [ 61.02564103 108.97435897],0
a1,1,0.633114,0.227862,[ 4 60] ; [  8 162],[ 3.28205128 60.71794872] ; [  8.71794872 161.28205128],0
d5,1,0.635,0.225341,[50 14] ; [127  42],[48.61802575 15.38197425] ; [128.38197425  40.61802575],0
p11,1,0.640249,0.218417,[42 22] ; [117  53],[43.48717949 20.51282051] ; [115.51282051  54.48717949],0
p10,1,0.652019,0.203364,[42 21] ; [106  61],[40.53913043 22.46086957] ; [107.46086957  59.53913043],0
d2,1,0.661655,0.191519,[28 36] ; [ 69 101],[26.52991453 37.47008547] ; [70.47008547 99.52991453],0
a8,1,0.71967,0.128809,[ 5 55] ; [ 11 148],[ 4.38356164 55.61643836] ; [ 11.61643836 147.38356164],0
p6,1,0.740358,0.109812,[16 44] ; [ 48 118],[16.99115044 43.00884956] ; [ 47.00884956 118.99115044],0
p4,1,0.766728,0.088006,[26 36] ; [75 95],[26.99137931 35.00862069] ; [74.00862069 95.99137931],0
u3,1,0.798927,0.06489,[11  9] ; [39 28],[11.49425287  8.50574713] ; [38.50574713 28.49425287],0
s5,1,0.801592,0.063145,[19 43] ; [ 46 113],[18.23529412 43.76470588] ; [ 46.76470588 112.23529412],0
p2,1,0.815932,0.054187,[48 15] ; [127  43],[47.31759657 15.68240343] ; [127.68240343  42.31759657],0
n3,1,0.845406,0.038019,[13  5] ; [41 14],[13.31506849  4.68493151] ; [40.68493151 14.31506849],0
u1,1,0.877232,0.023864,[ 8 56] ; [ 20 150],[ 7.65811966 56.34188034] ; [ 20.34188034 149.65811966],0
n6,1,0.891698,0.018538,[41 22] ; [109  61],[40.55793991 22.44206009] ; [109.44206009  60.55793991],0
p7,1,0.893284,0.017996,[34 28] ; [91 78],[33.54978355 28.45021645] ; [91.45021645 77.54978355],0
p9,1,0.893715,0.01785,[44 18] ; [117  50],[43.58951965 18.41048035] ; [117.41048035  49.58951965],0
s3,1,0.925962,0.008635,[31 32] ; [82 87],[30.68534483 32.31465517] ; [82.31465517 86.68534483],0
b3,1,0.931831,0.007317,[11 25] ; [28 66],[10.8 25.2] ; [28.2 65.8],0
b2,1,0.931831,0.007317,[11 25] ; [28 66],[10.8 25.2] ; [28.2 65.8],0
a2,1,0.961639,0.002313,[10 54] ; [ 27 143],[10.11965812 53.88034188] ; [ 26.88034188 143.11965812],0
p1,1,0.964916,0.001935,[ 4 59] ; [ 11 158],[ 4.07327586 58.92672414] ; [ 10.92672414 158.07327586],0
s2,1,0.980657,0.000588,[27 37] ; [71 98],[26.91845494 37.08154506] ; [71.08154506 97.91845494],0
