Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.9e-05,18.334097,[29 63] ; [48 26],[42.6746988 49.3253012] ; [34.3253012 39.6746988],1
a3,1,0.004531,8.057801,[39 57] ; [48 29],[48.27745665 47.72254335] ; [38.72254335 38.27745665],0
r1,1,0.006127,7.512663,[61 36] ; [63 14],[69.12643678 27.87356322] ; [54.87356322 22.12643678],0
n5,1,0.008273,6.973439,[56 39] ; [60 17],[64.06976744 30.93023256] ; [51.93023256 25.06976744],0
s7,1,0.033863,4.501624,[30 61] ; [36 37],[36.62195122 54.37804878] ; [29.37804878 43.62195122],0
d2,1,0.035187,4.436083,[17 80] ; [24 53],[22.85632184 74.14367816] ; [18.14367816 58.85632184],0
s8,1,0.036168,4.389167,[25 72] ; [31 45],[31.39884393 65.60115607] ; [24.60115607 51.39884393],0
n4,1,0.04892,3.878105,[56 40] ; [56 21],[62.15028902 33.84971098] ; [49.84971098 27.15028902],0
d1,1,0.049473,3.85922,[ 3 94] ; [ 8 69],[ 6.13218391 90.86781609] ; [ 4.86781609 72.13218391],0
n3,1,0.066746,3.361287,[22  5] ; [7 6],[19.575  7.425] ; [9.425 3.575],0
p1,1,0.080979,3.04514,[ 8 88] ; [13 63],[11.72093023 84.27906977] ; [ 9.27906977 66.72093023],0
s4,1,0.085073,2.965215,[21 75] ; [ 9 67],[16.74418605 79.25581395] ; [13.25581395 62.74418605],0
p10,1,0.093218,2.817904,[63 31] ; [59 16],[67.85798817 26.14201183] ; [54.14201183 20.85798817],0
a5,1,0.106366,2.607402,[43 53] ; [44 33],[48.27745665 47.72254335] ; [38.72254335 38.27745665],0
v3,1,0.112889,2.513298,[27 67] ; [31 46],[31.88304094 62.11695906] ; [26.11695906 50.88304094],0
a2,1,0.115542,2.476729,[ 5 92] ; [ 9 68],[ 7.8045977 89.1954023] ; [ 6.1954023 70.8045977],0
b2,1,0.127095,2.327635,[13 33] ; [24 32],[16.68627451 29.31372549] ; [20.31372549 35.68627451],0
b3,1,0.127095,2.327635,[13 33] ; [24 32],[16.68627451 29.31372549] ; [20.31372549 35.68627451],0
u3,1,0.14896,2.082867,[26 31] ; [18 11],[29.1627907 27.8372093] ; [14.8372093 14.1627907],0
a4,1,0.172469,1.861347,[17 79] ; [20 56],[20.65116279 75.34883721] ; [16.34883721 59.65116279],0
r2,1,0.181941,1.781695,[83 14] ; [70  6],[85.78612717 11.21387283] ; [67.21387283  8.78612717],0
p4,1,0.212716,1.552845,[40 53] ; [40 36],[44.02366864 48.97633136] ; [35.97633136 40.02366864],0
s3,1,0.217293,1.522157,[48 46] ; [46 30],[51.97647059 42.02352941] ; [42.02352941 33.97647059],0
p9,1,0.22148,1.494755,[70 25] ; [62 14],[73.33333333 21.66666667] ; [58.66666667 17.33333333],0
d3,1,0.263973,1.247801,[38 58] ; [37 40],[41.61849711 54.38150289] ; [33.38150289 43.61849711],0
