Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,38.797583,[18 34] ; [86 16],[35.11688312 16.88311688] ; [68.88311688 33.11688312],1
n6,1,0.00099,10.845761,[32 20] ; [86 15],[40.10457516 11.89542484] ; [77.89542484 23.10457516],1
p9,1,0.00103,10.77309,[30 19] ; [86 15],[37.89333333 11.10666667] ; [78.10666667 22.89333333],0
p10,1,0.007429,7.166221,[28 21] ; [79 22],[34.95333333 14.04666667] ; [72.04666667 28.95333333],0
p11,1,0.013837,6.058803,[31 21] ; [80 22],[37.48051948 14.51948052] ; [73.51948052 28.48051948],0
u3,1,0.016487,5.750161,[13  6] ; [10 20],[ 8.91836735 10.08163265] ; [14.08163265 15.91836735],0
p4,1,0.018926,5.508336,[18 33] ; [56 45],[24.82894737 26.17105263] ; [49.17105263 51.82894737],0
a5,1,0.049919,3.844162,[29 23] ; [73 29],[34.44155844 17.55844156] ; [67.55844156 34.44155844],0
s5,1,0.066609,3.36466,[18 31] ; [21 73],[13.36363636 35.63636364] ; [25.63636364 68.36363636],0
a6,1,0.075104,3.167781,[27 25] ; [68 34],[32.07792208 19.92207792] ; [62.92207792 39.07792208],0
s1,1,0.084684,2.972629,[ 4 48] ; [ 2 99],[ 2.03921569 49.96078431] ; [ 3.96078431 97.03921569],0
a8,1,0.108199,2.580332,[ 2 47] ; [12 85],[ 4.69863014 44.30136986] ; [ 9.30136986 87.69863014],0
p2,1,0.117034,2.456577,[32 19] ; [75 25],[36.13907285 14.86092715] ; [70.86092715 29.13907285],0
n1,1,0.155549,2.01697,[ 6 16] ; [14 16],[ 8.46153846 13.53846154] ; [11.53846154 18.46153846],0
s3,1,0.163153,1.944753,[19 31] ; [51 51],[23.02631579 26.97368421] ; [46.97368421 55.02631579],0
p3,1,0.187408,1.73788,[19 32] ; [49 52],[22.81578947 28.18421053] ; [45.18421053 55.81578947],0
p6,1,0.21684,1.525165,[13 35] ; [37 62],[16.32653061 31.67346939] ; [33.67346939 65.32653061],0
d4,1,0.223623,1.480969,[45  7] ; [80 22],[42.20779221  9.79220779] ; [82.79220779 19.20779221],0
b1,1,0.245824,1.346883,[26 26] ; [41 61],[22.62337662 29.37662338] ; [44.37662338 57.62337662],0
a7,1,0.248189,1.333467,[37 15] ; [63 39],[33.76623377 18.23376623] ; [66.23376623 35.76623377],0
v3,1,0.248626,1.331007,[13 37] ; [35 64],[16.10738255 33.89261745] ; [31.89261745 67.10738255],0
