Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,24.95409,[16 26] ; [75 17],[28.52238806 13.47761194] ; [62.47761194 29.52238806],1
a4,1,2e-06,23.071732,[ 4 38] ; [49 43],[16.6119403 25.3880597] ; [36.3880597 55.6119403],1
d2,1,0.000276,13.223765,[10 32] ; [53 39],[19.74626866 22.25373134] ; [43.25373134 48.74626866],1
s4,1,0.004236,8.179755,[13 29] ; [10 82],[ 7.20895522 34.79104478] ; [15.79104478 76.20895522],0
p6,1,0.013867,6.055051,[15 25] ; [15 71],[ 9.52380952 30.47619048] ; [20.47619048 65.52380952],0
n4,1,0.026783,4.904738,[16 26] ; [54 38],[21.94029851 20.05970149] ; [48.05970149 43.94029851],0
d1,1,0.054024,3.711947,[20 22] ; [60 32],[25.07462687 16.92537313] ; [54.92537313 37.07462687],0
p3,1,0.06258,3.467656,[10 32] ; [36 53],[14.7480916 27.2519084] ; [31.2519084 57.7480916],0
d4,1,0.079971,3.065497,[32 10] ; [81 11],[35.41791045  6.58208955] ; [77.58208955 14.41791045],0
u1,1,0.096799,2.757513,[ 1 41] ; [10 82],[ 3.44776119 38.55223881] ; [ 7.55223881 84.44776119],0
v3,1,0.129861,2.294161,[ 7 32] ; [26 58],[10.46341463 28.53658537] ; [22.53658537 61.46341463],0
a8,1,0.154479,2.027458,[ 1 40] ; [ 8 77],[ 2.92857143 38.07142857] ; [ 6.07142857 78.92857143],0
a7,1,0.156347,2.009203,[27 15] ; [70 22],[30.40298507 11.59701493] ; [66.59701493 25.40298507],0
r2,1,0.189708,1.719886,[35  7] ; [82  8],[37.22727273  4.77272727] ; [79.77272727 10.22727273],0
s7,1,0.213282,1.54901,[16 22] ; [26 59],[12.97560976 25.02439024] ; [29.02439024 55.97560976],0
p2,1,0.250941,1.318057,[32 10] ; [59 30],[29.17557252 12.82442748] ; [61.82442748 27.17557252],0
d3,1,0.27442,1.194521,[26 15] ; [67 25],[28.66917293 12.33082707] ; [64.33082707 27.66917293],0
v2,1,0.285035,1.142927,[18 21] ; [48 37],[20.75806452 18.24193548] ; [45.24193548 39.75806452],0
p11,1,0.289035,1.124112,[21 21] ; [55 37],[23.82089552 18.17910448] ; [52.17910448 39.82089552],0
p4,1,0.297337,1.086099,[16 26] ; [43 47],[18.77272727 23.22727273] ; [40.22727273 49.77272727],0
p5,1,0.300331,1.072723,[ 1 41] ; [ 6 83],[ 2.24427481 39.75572519] ; [ 4.75572519 84.24427481],0
b2,1,0.301109,1.069278,[ 4 17] ; [17 38],[ 5.80263158 15.19736842] ; [15.19736842 39.80263158],0
b3,1,0.301109,1.069278,[ 4 17] ; [17 38],[ 5.80263158 15.19736842] ; [15.19736842 39.80263158],0
a6,1,0.316861,1.001858,[28 14] ; [69 23],[30.40298507 11.59701493] ; [66.59701493 25.40298507],0
p8,1,0.329424,0.951162,[18 22] ; [32 57],[15.50387597 24.49612403] ; [34.49612403 54.50387597],0
v4,1,0.358397,0.843503,[38  4] ; [77 14],[36.31578947  5.68421053] ; [78.68421053 12.31578947],0
r4,1,0.389513,0.740461,[29 13] ; [70 22],[31.02985075 10.97014925] ; [67.97014925 24.02985075],0
s5,1,0.395728,0.721269,[11 29] ; [18 69],[ 9.13385827 30.86614173] ; [19.86614173 67.13385827],0
b4,1,0.396694,0.718324,[27 15] ; [52 40],[24.76119403 17.23880597] ; [54.23880597 37.76119403],0
s2,1,0.467273,0.528418,[18 24] ; [33 58],[16.10526316 25.89473684] ; [34.89473684 56.10526316],0
s3,1,0.470998,0.519633,[21 20] ; [40 50],[19.09160305 21.90839695] ; [41.90839695 48.09160305],0
u3,1,0.512734,0.428484,[17  9] ; [12  4],[17.95238095  8.04761905] ; [11.04761905  4.95238095],0
b5,1,0.539273,0.37689,[27 15] ; [54 38],[25.3880597 16.6119403] ; [55.6119403 36.3880597],0
p1,1,0.551359,0.354888,[ 4 38] ; [ 6 85],[ 3.15789474 38.84210526] ; [ 6.84210526 84.15789474],0
b1,1,0.558335,0.342596,[21 21] ; [51 41],[22.56716418 19.43283582] ; [49.43283582 42.56716418],0
v1,1,0.62364,0.240784,[17 24] ; [41 48],[18.29230769 22.70769231] ; [39.70769231 49.29230769],0
n5,1,0.689266,0.159881,[16 26] ; [38 53],[17.05263158 24.94736842] ; [36.94736842 54.05263158],0
u2,1,0.695395,0.153307,[19  6] ; [12  5],[18.45238095  6.54761905] ; [12.54761905  4.45238095],0
r3,1,0.804419,0.061321,[35  6] ; [80 12],[35.45112782  5.54887218] ; [79.54887218 12.45112782],0
n2,1,0.831013,0.045541,[10  6] ; [21 11],[10.33333333  5.66666667] ; [20.66666667 11.33333333],0
s8,1,0.834924,0.043426,[14 28] ; [29 63],[13.47761194 28.52238806] ; [29.52238806 62.47761194],0
s1,1,0.889184,0.019415,[ 2 38] ; [ 4 86],[ 1.84615385 38.15384615] ; [ 4.15384615 85.84615385],0
s6,1,0.89665,0.016872,[21 20] ; [46 46],[20.65413534 20.34586466] ; [46.34586466 45.65413534],0
