Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.003813,8.370928,[33 16] ; [ 8 17],[27.14864865 21.85135135] ; [13.85135135 11.14864865],0
p11,1,0.014044,6.032579,[39 10] ; [13 12],[34.43243243 14.56756757] ; [17.56756757  7.43243243],0
b1,1,0.026965,4.893061,[20 29] ; [17  8],[24.5 24.5] ; [12.5 12.5],0
p3,1,0.064141,3.426944,[20 28] ; [ 5 20],[16.43835616 31.56164384] ; [ 8.56164384 16.43835616],0
n4,1,0.078917,3.08707,[32 17] ; [11 14],[28.47297297 20.52702703] ; [14.52702703 10.47297297],0
n1,1,0.081823,3.028309,[10 10] ; [2 9],[ 7.74193548 12.25806452] ; [4.25806452 6.74193548],0
n5,1,0.086322,2.941666,[37 12] ; [14 11],[33.77027027 15.22972973] ; [17.22972973  7.77027027],0
s3,1,0.097683,2.742963,[16 29] ; [14 11],[19.28571429 25.71428571] ; [10.71428571 14.28571429],0
v3,1,0.099616,2.711684,[14 34] ; [ 3 22],[11.17808219 36.82191781] ; [ 5.82191781 19.17808219],0
p4,1,0.101826,2.676713,[25 23] ; [ 8 17],[21.69863014 26.30136986] ; [11.30136986 13.69863014],0
n2,1,0.114709,2.488118,[13  7] ; [10  1],[14.83870968  5.16129032] ; [8.16129032 2.83870968],0
p2,1,0.130379,2.287984,[38 10] ; [15  9],[35.33333333 12.66666667] ; [17.66666667  6.33333333],0
s2,1,0.179527,1.801532,[15 32] ; [12 13],[17.625 29.375] ; [ 9.375 15.625],0
d5,1,0.184437,1.761502,[35 14] ; [14 11],[32.44594595 16.55405405] ; [16.55405405  8.44594595],0
r1,1,0.243958,1.357577,[18 30] ; [ 6 19],[15.78082192 32.21917808] ; [ 8.21917808 16.78082192],0
u2,1,0.246671,1.342059,[8 9] ; [7 3],[9.44444444 7.55555556] ; [5.55555556 4.44444444],0
a8,1,0.252774,1.307905,[ 1 44] ; [ 2 23],[ 1.92857143 43.07142857] ; [ 1.07142857 23.92857143],0
p7,1,0.26891,1.222301,[22 25] ; [14  9],[24.17142857 22.82857143] ; [11.82857143 11.17142857],0
b5,1,0.28768,1.130445,[23 26] ; [15 10],[25.16216216 23.83783784] ; [12.83783784 12.16216216],0
s5,1,0.297605,1.084895,[ 7 40] ; [ 6 18],[ 8.6056338 38.3943662] ; [ 4.3943662 19.6056338],0
v1,1,0.332997,0.937208,[16 31] ; [11 13],[17.87323944 29.12676056] ; [ 9.12676056 14.87323944],0
p8,1,0.434697,0.61024,[21 28] ; [ 8 16],[19.46575342 29.53424658] ; [ 9.53424658 14.46575342],0
a4,1,0.45242,0.564582,[18 31] ; [ 7 18],[16.55405405 32.44594595] ; [ 8.44594595 16.55405405],0
b3,1,0.462941,0.538776,[10 18] ; [ 4 12],[ 8.90909091 19.09090909] ; [ 5.09090909 10.90909091],0
b2,1,0.462941,0.538776,[10 18] ; [ 4 12],[ 8.90909091 19.09090909] ; [ 5.09090909 10.90909091],0
r3,1,0.533414,0.387883,[31 15] ; [15 10],[29.8028169 16.1971831] ; [16.1971831  8.8028169],0
d3,1,0.548027,0.360864,[27 22] ; [15  9],[28.19178082 20.80821918] ; [13.80821918 10.19178082],0
p9,1,0.553479,0.351121,[41  7] ; [20  5],[40.10958904  7.89041096] ; [20.89041096  4.10958904],0
a6,1,0.567672,0.326593,[25 24] ; [11 14],[23.83783784 25.16216216] ; [12.16216216 12.83783784],0
p1,1,0.578071,0.309363,[ 6 43] ; [ 2 23],[ 5.2972973 43.7027027] ; [ 2.7027027 22.2972973],0
r2,1,0.591827,0.2875,[29 17] ; [16  7],[30. 16.] ; [15.  8.],0
p5,1,0.596881,0.279726,[ 8 40] ; [ 3 22],[ 7.23287671 40.76712329] ; [ 3.76712329 21.23287671],0
s4,1,0.598327,0.277526,[ 9 39] ; [ 6 19],[ 9.8630137 38.1369863] ; [ 5.1369863 19.8630137],0
s1,1,0.623029,0.241633,[ 1 48] ; [ 1 24],[ 1.32432432 47.67567568] ; [ 0.67567568 24.32432432],0
a3,1,0.653816,0.201123,[32 17] ; [15 10],[31.12162162 17.87837838] ; [15.87837838  9.12162162],0
u3,1,0.65591,0.198529,[ 7 10] ; [5 5],[7.55555556 9.44444444] ; [4.44444444 5.55555556],0
d2,1,0.688114,0.161135,[20 29] ; [ 9 16],[19.2027027 29.7972973] ; [ 9.7972973 15.2027027],0
s7,1,0.690115,0.158961,[18 28] ; [11 14],[18.78873239 27.21126761] ; [10.21126761 14.78873239],0
a1,1,0.70254,0.145843,[ 3 46] ; [ 1 24],[ 2.64864865 46.35135135] ; [ 1.35135135 23.64864865],0
d4,1,0.760214,0.093147,[35 14] ; [17  8],[34.43243243 14.56756757] ; [17.56756757  7.43243243],0
v2,1,0.795232,0.067352,[18 28] ; [ 9 16],[17.49295775 28.50704225] ; [ 9.50704225 15.49295775],0
s8,1,0.802314,0.062677,[14 34] ; [ 8 17],[14.46575342 33.53424658] ; [ 7.53424658 17.46575342],0
n3,1,0.858411,0.031826,[11  8] ; [6 5],[10.76666667  8.23333333] ; [6.23333333 4.76666667],0
p6,1,0.888653,0.019603,[13 36] ; [ 6 18],[12.75342466 36.24657534] ; [ 6.24657534 17.75342466],0
s6,1,0.906037,0.013933,[20 27] ; [11 14],[20.23611111 26.76388889] ; [10.76388889 14.23611111],0
b4,1,0.911365,0.012391,[32 17] ; [16  9],[31.78378378 17.21621622] ; [16.21621622  8.78378378],0
v4,1,0.936533,0.006341,[33 13] ; [17  7],[32.85714286 13.14285714] ; [17.14285714  6.85714286],0
a7,1,0.941408,0.005402,[27 22] ; [14 11],[27.14864865 21.85135135] ; [13.85135135 11.14864865],0
d1,1,0.946065,0.004576,[20 29] ; [10 15],[19.86486486 29.13513514] ; [10.13513514 14.86486486],0
a2,1,0.97568,0.000929,[ 6 43] ; [ 3 22],[ 5.95945946 43.04054054] ; [ 3.04054054 21.95945946],0
