Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,160.365201,[ 33 224] ; [171  81],[103.00196464 153.99803536] ; [100.99803536 151.00196464],1
d5,1,0.0,138.185262,[139 118] ; [250   4],[195.64187867  61.35812133] ; [193.35812133  60.64187867],1
d3,1,0.0,130.740272,[109 146] ; [230  24],[169.83300589  85.16699411] ; [169.16699411  84.83300589],1
d4,1,0.0,126.438537,[148 109] ; [250   3],[200.56078431  56.43921569] ; [197.43921569  55.56078431],1
a2,1,0.0,79.49183,[ 11 247] ; [ 91 164],[ 51.29824561 206.70175439] ; [ 50.70175439 204.29824561],1
a4,1,0.0,62.873153,[ 60 195] ; [148 107],[104. 151.] ; [104. 151.],1
u1,1,0.0,62.118784,[  3 255] ; [ 62 193],[ 32.69005848 225.30994152] ; [ 32.30994152 222.69005848],1
a5,1,0.0,54.463798,[129 128] ; [207  48],[168.65625  88.34375] ; [167.34375  87.65625],1
a3,1,0.0,41.27786,[128 127] ; [197  57],[162.81925344  92.18074656] ; [162.18074656  91.81925344],1
a6,1,1e-06,24.573297,[150 107] ; [200  54],[176.02739726  80.97260274] ; [173.97260274  80.02739726],1
r1,1,2e-06,23.041594,[171  87] ; [214  39],[194.38356164  63.61643836] ; [190.61643836  62.38356164],1
v2,1,8.5e-05,15.440736,[104 143] ; [146  98],[125.76374745 121.23625255] ; [124.23625255 119.76374745],1
a7,1,0.000122,14.764815,[168  88] ; [205  49],[187.23137255  68.76862745] ; [185.76862745  68.23137255],1
p4,1,0.002424,9.196842,[113 140] ; [146 105],[130.01388889 122.98611111] ; [128.98611111 122.01388889],0
v1,1,0.008189,6.991669,[100 151] ; [130 122],[114.77137177 136.22862823] ; [115.22862823 136.77137177],0
n6,1,0.011309,6.416179,[194  62] ; [216  39],[205.40117417  50.59882583] ; [204.59882583  50.40117417],0
p10,1,0.018921,5.508758,[173  76] ; [199  54],[184.51792829  64.48207171] ; [187.48207171  65.51792829],0
n2,1,0.030054,4.706182,[57 12] ; [41 21],[51.61832061 17.38167939] ; [46.38167939 15.61832061],0
r2,1,0.037257,4.338642,[234  23] ; [242  11],[239.86666667  17.13333333] ; [236.13333333  16.86666667],0
r4,1,0.039495,4.239465,[217  41] ; [230  25],[224.80701754  33.19298246] ; [222.19298246  32.80701754],0
s4,1,0.044418,4.040586,[ 47 208] ; [ 30 220],[ 38.88118812 216.11881188] ; [ 38.11881188 211.88118812],0
n4,1,0.060493,3.52382,[171  86] ; [189  66],[180.703125  76.296875] ; [179.296875  75.703125],0
p9,1,0.063764,3.436665,[185  64] ; [203  47],[193.61122244  55.38877756] ; [194.38877756  55.61122244],0
v3,1,0.085737,2.952648,[ 74 178] ; [ 89 154],[ 82.98181818 169.01818182] ; [ 80.01818182 162.98181818],0
p2,1,0.09378,2.808261,[198  58] ; [209  42],[205.50690335  50.49309665] ; [201.49309665  49.50690335],0
r3,1,0.115615,2.475736,[236  21] ; [241  12],[240.37058824  16.62941176] ; [236.62941176  16.37058824],0
s7,1,0.117847,2.445707,[ 54 190] ; [ 69 175],[ 61.5 182.5] ; [ 61.5 182.5],0
b1,1,0.121471,2.39825,[103 155] ; [ 85 170],[ 94.5497076 163.4502924] ; [ 93.4502924 161.5497076],0
s2,1,0.1501,2.071229,[ 78 177] ; [ 93 161],[ 85.66797642 169.33202358] ; [ 85.33202358 168.66797642],0
p7,1,0.177265,1.820403,[135 112] ; [151  98],[142.4233871 104.5766129] ; [143.5766129 105.4233871],0
p6,1,0.200691,1.637335,[ 64 187] ; [ 76 172],[ 70.42084168 180.57915832] ; [ 69.57915832 178.42084168],0
b2,1,0.227104,1.458908,[36 96] ; [47 91],[40.57777778 91.42222222] ; [42.42222222 95.57777778],0
b3,1,0.227104,1.458908,[36 96] ; [47 91],[40.57777778 91.42222222] ; [42.42222222 95.57777778],0
n1,1,0.241736,1.370441,[24 44] ; [16 46],[20.92307692 47.07692308] ; [19.07692308 42.92307692],0
s5,1,0.250421,1.320955,[ 55 194] ; [ 66 183],[ 60.5 188.5] ; [ 60.5 188.5],0
