Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,125.092362,[ 19 131] ; [179  76],[73.33333333 76.66666667] ; [124.66666667 130.33333333],1
d4,1,0.0,106.05862,[91 59] ; [252   3],[127.03703704  22.96296296] ; [215.96296296  39.03703704],1
d3,1,0.0,103.68789,[60 90] ; [225  31],[105.2955665  44.7044335] ; [179.7044335  76.2955665],1
d5,1,0.0,95.859953,[91 59] ; [249   6],[125.92592593  24.07407407] ; [214.07407407  40.92592593],1
a5,1,0.0,30.684849,[94 56] ; [222  35],[116.46191646  33.53808354] ; [199.53808354  57.46191646],1
a4,1,0.0,27.34705,[ 47 103] ; [149 107],[72.4137931 77.5862069] ; [123.5862069 132.4137931],1
u1,1,0.0,26.833201,[ 10 140] ; [ 72 185],[ 30.22113022 119.77886978] ; [ 51.77886978 205.22113022],1
a2,1,0.0,26.20898,[ 16 134] ; [ 86 171],[ 37.59213759 112.40786241] ; [ 64.40786241 192.59213759],1
p4,1,7e-06,20.085224,[84 66] ; [197  58],[104.07407407  45.92592593] ; [176.92592593  78.07407407],1
a3,1,0.000161,14.235521,[98 52] ; [209  46],[113.7037037  36.2962963] ; [193.2962963  61.7037037],1
s5,1,0.0002,13.835651,[ 43 103] ; [120 127],[60.55470738 85.44529262] ; [102.44529262 144.55470738],1
r4,1,0.0002,13.834347,[130  20] ; [248   9],[139.31203931  10.68796069] ; [238.68796069  18.31203931],1
v4,1,0.000247,13.434761,[136  11] ; [254   2],[142.25806452   4.74193548] ; [247.74193548   8.25806452],1
a7,1,0.000421,12.434394,[93 56] ; [202  55],[108.2635468  40.7364532] ; [186.7364532  70.2635468],1
a6,1,0.000776,11.298693,[85 65] ; [186  69],[100.37037037  49.62962963] ; [170.62962963  84.37037037],1
p3,1,0.000983,10.858446,[72 78] ; [165  90],[87.77777778 62.22222222] ; [149.22222222 105.77777778],1
v3,1,0.001478,10.10579,[61 89] ; [140 105],[76.32911392 73.67088608] ; [124.67088608 120.32911392],0
n4,1,0.001783,9.76061,[111  39] ; [222  35],[122.72727273  27.27272727] ; [210.27272727  46.72727273],0
r1,1,0.001838,9.704924,[114  36] ; [225  31],[125.24630542  24.75369458] ; [213.75369458  42.24630542],0
p6,1,0.00297,8.825823,[52 94] ; [129 124],[66.23057644 79.76942356] ; [114.76942356 138.23057644],0
r2,1,0.003081,8.758765,[136  12] ; [250   5],[141.75682382   6.24317618] ; [244.24317618  10.75682382],0
p8,1,0.004277,8.162439,[77 70] ; [169  84],[90.405 56.595] ; [155.595  97.405],0
n5,1,0.006636,7.368853,[118  31] ; [228  28],[127.29382716  21.70617284] ; [218.70617284  37.29382716],0
s2,1,0.007945,7.045864,[71 77] ; [157  98],[83.73200993 64.26799007] ; [144.26799007 110.73200993],0
p7,1,0.010931,6.476438,[95 52] ; [189  58],[105.95939086  41.04060914] ; [178.04060914  68.95939086],0
s8,1,0.012688,6.212108,[67 83] ; [146 108],[79.08415842 70.91584158] ; [133.91584158 120.08415842],0
