Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000689,11.519627,[18  9] ; [40 86],[10.23529412 16.76470588] ; [47.76470588 78.23529412],1
s5,1,0.00097,10.883812,[11 16] ; [ 17 108],[ 4.97368421 22.02631579] ; [ 23.02631579 101.97368421],1
s4,1,0.001162,10.549222,[11 17] ; [ 17 111],[ 5.02564103 22.97435897] ; [ 22.97435897 105.02564103],0
n1,1,0.029568,4.734219,[8 6] ; [11 32],[4.66666667 9.33333333] ; [14.33333333 28.66666667],0
n2,1,0.032695,4.561699,[13  1] ; [27 16],[9.8245614 4.1754386] ; [30.1754386 12.8245614],0
p4,1,0.044837,4.024778,[15 13] ; [42 84],[10.36363636 17.63636364] ; [46.63636364 79.36363636],0
r2,1,0.066081,3.377778,[24  3] ; [90 35],[20.25  6.75] ; [93.75 31.25],0
u3,1,0.070396,3.273752,[6 4] ; [19 43],[3.47222222 6.52777778] ; [21.52777778 40.47222222],0
s3,1,0.086158,2.944739,[13 15] ; [37 88],[ 9.1503268 18.8496732] ; [40.8496732 84.1503268],0
p3,1,0.117032,2.456596,[12 16] ; [35 91],[ 8.54545455 19.45454545] ; [38.45454545 87.54545455],0
v1,1,0.135011,2.233916,[12 14] ; [39 87],[ 8.72368421 17.27631579] ; [42.27631579 83.72368421],0
r3,1,0.164462,1.932709,[24  4] ; [93 34],[21.13548387  6.86451613] ; [95.86451613 31.13548387],0
p6,1,0.200917,1.635697,[ 8 20] ; [ 22 101],[ 5.56291391 22.43708609] ; [24.43708609 98.56291391],0
p11,1,0.207419,1.589347,[20  8] ; [75 53],[17.05128205 10.94871795] ; [77.94871795 50.05128205],0
n4,1,0.207419,1.589347,[20  8] ; [75 53],[17.05128205 10.94871795] ; [77.94871795 50.05128205],0
a3,1,0.208198,1.583913,[18 10] ; [65 62],[14.99354839 13.00645161] ; [68.00645161 58.99354839],0
a2,1,0.208359,1.582792,[ 4 24] ; [  9 119],[ 2.33333333 25.66666667] ; [ 10.66666667 117.33333333],0
s2,1,0.210643,1.567001,[10 18] ; [31 97],[ 7.35897436 20.64102564] ; [33.64102564 94.35897436],0
n3,1,0.21759,1.520196,[11  3] ; [26 17],[9.0877193 4.9122807] ; [27.9122807 15.0877193],0
p5,1,0.218792,1.512275,[ 4 24] ; [  9 117],[ 2.36363636 25.63636364] ; [ 10.63636364 115.36363636],0
v2,1,0.226005,1.465829,[12 16] ; [39 87],[ 9.27272727 18.72727273] ; [41.72727273 84.27272727],0
p1,1,0.309828,1.031409,[ 1 27] ; [ 12 115],[ 2.3483871 25.6516129] ; [ 10.6516129 116.3483871],0
a1,1,0.314188,1.012987,[ 1 27] ; [ 12 116],[ 2.33333333 25.66666667] ; [ 10.66666667 117.33333333],0
a8,1,0.325087,0.96837,[ 4 24] ; [ 10 111],[ 2.63087248 25.36912752] ; [ 11.36912752 109.63087248],0
d5,1,0.357728,0.845852,[20  8] ; [79 48],[17.88387097 10.11612903] ; [81.11612903 45.88387097],0
r4,1,0.363091,0.827174,[16 12] ; [61 67],[13.82051282 14.17948718] ; [63.17948718 64.82051282],0
p2,1,0.368162,0.809858,[20  8] ; [78 47],[17.93464052 10.06535948] ; [80.06535948 44.93464052],0
v3,1,0.452966,0.563219,[ 8 19] ; [29 98],[ 6.48701299 20.51298701] ; [30.51298701 96.48701299],0
d4,1,0.458003,0.55077,[20  8] ; [82 46],[18.30769231  9.69230769] ; [83.69230769 44.30769231],0
a5,1,0.472894,0.515206,[15 13] ; [59 69],[13.28205128 14.71794872] ; [60.71794872 67.28205128],0
