Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.466242,[16 81] ; [43 33],[33.08092486 63.91907514] ; [25.91907514 50.08092486],1
v1,1,0.000119,14.811522,[30 66] ; [45 29],[42.35294118 53.64705882] ; [32.64705882 41.35294118],1
r1,1,0.00075,11.361345,[58 40] ; [63 13],[68.14942529 29.85057471] ; [52.85057471 23.14942529],1
a7,1,0.002988,8.814884,[53 45] ; [57 18],[62.31213873 35.68786127] ; [47.68786127 27.31213873],0
r3,1,0.008323,6.962608,[84 14] ; [74  2],[88.98850575  9.01149425] ; [69.01149425  6.98850575],0
n6,1,0.024116,5.086256,[73 25] ; [67  9],[78.85057471 19.14942529] ; [61.14942529 14.85057471],0
a5,1,0.032009,4.598032,[44 54] ; [46 29],[50.98265896 47.01734104] ; [39.01734104 35.98265896],0
p3,1,0.03647,4.374995,[31 67] ; [35 39],[37.60465116 60.39534884] ; [28.39534884 45.60465116],0
a6,1,0.038925,4.264141,[50 48] ; [50 25],[56.64739884 41.35260116] ; [43.35260116 31.64739884],0
a3,1,0.043974,4.057556,[44 52] ; [46 29],[50.52631579 45.47368421] ; [39.47368421 35.52631579],0
p8,1,0.046466,3.964632,[41 55] ; [43 31],[47.43529412 48.56470588] ; [36.56470588 37.43529412],0
p11,1,0.046866,3.950196,[70 28] ; [64 12],[75.47126437 22.52873563] ; [58.52873563 17.47126437],0
n5,1,0.048567,3.890251,[60 37] ; [57 18],[65.98255814 31.01744186] ; [51.01744186 23.98255814],0
p6,1,0.067918,3.332637,[25 71] ; [29 45],[30.49411765 65.50588235] ; [23.50588235 50.49411765],0
p12,1,0.085019,2.966243,[ 4 93] ; [ 8 65],[ 6.84705882 90.15294118] ; [ 5.15294118 67.84705882],0
r4,1,0.087645,2.917105,[80 18] ; [69  7],[83.91954023 14.08045977] ; [65.08045977 10.91954023],0
d3,1,0.08946,2.884057,[37 61] ; [38 37],[42.48554913 55.51445087] ; [32.51445087 42.48554913],0
p7,1,0.112027,2.525388,[49 45] ; [47 26],[54.03592814 39.96407186] ; [41.96407186 31.03592814],0
b5,1,0.120803,2.406875,[63 35] ; [40 36],[58.01149425 39.98850575] ; [44.98850575 31.01149425],0
n4,1,0.138451,2.19509,[60 38] ; [54 21],[64.57803468 33.42196532] ; [49.42196532 25.57803468],0
s4,1,0.152685,2.045215,[20 78] ; [ 9 65],[16.52325581 81.47674419] ; [12.47674419 61.52325581],0
p10,1,0.220942,1.498245,[64 32] ; [55 18],[67.59763314 28.40236686] ; [51.40236686 21.59763314],0
s8,1,0.252547,1.30916,[27 70] ; [27 48],[30.45348837 66.54651163] ; [23.54651163 51.45348837],0
r2,1,0.292881,1.10633,[87 11] ; [71  5],[88.98850575  9.01149425] ; [69.01149425  6.98850575],0
u2,1,0.321291,0.983685,[25 28] ; [17 12],[27.14634146 25.85365854] ; [14.85365854 14.14634146],0
p1,1,0.355285,0.854492,[10 88] ; [11 63],[11.96511628 86.03488372] ; [ 9.03488372 64.96511628],0
s7,1,0.36238,0.829629,[35 59] ; [31 39],[37.82926829 56.17073171] ; [28.17073171 41.82926829],0
