Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,38.486842,[85 65] ; [10 65],[63.33333333 86.66666667] ; [31.66666667 43.33333333],1
d1,1,0.0,30.40736,[104  46] ; [23 52],[84.66666667 65.33333333] ; [42.33333333 32.66666667],1
d2,1,0.0,29.173022,[86 62] ; [15 60],[67.03139013 80.96860987] ; [33.96860987 41.03139013],1
a3,1,1e-06,24.703905,[119  31] ; [35 40],[102.66666667  47.33333333] ; [51.33333333 23.66666667],1
d5,1,3e-05,17.448484,[129  20] ; [46 28],[116.92825112  32.07174888] ; [58.07174888 15.92825112],1
a6,1,0.000108,14.996614,[107  42] ; [34 41],[93.79017857 55.20982143] ; [47.20982143 27.79017857],1
u1,1,0.000115,14.880952,[ 34 116] ; [ 2 73],[ 24. 126.] ; [12. 63.],1
n4,1,0.003959,8.30254,[115  34] ; [44 31],[105.76339286  43.23660714] ; [53.23660714 21.76339286],0
r1,1,0.008354,6.955882,[125  23] ; [52 23],[117.47085202  30.52914798] ; [59.52914798 15.47085202],0
d4,1,0.011854,6.332597,[128  21] ; [54 21],[121.0625  27.9375] ; [60.9375 14.0625],0
r2,1,0.012276,6.270582,[144   3] ; [67  7],[140.34841629   6.65158371] ; [70.65158371  3.34841629],0
p9,1,0.017184,5.677442,[131  17] ; [54 17],[125.02283105  22.97716895] ; [59.97716895 11.02283105],0
r4,1,0.018309,5.566293,[138  12] ; [61 14],[132.66666667  17.33333333] ; [66.33333333  8.66666667],0
a7,1,0.021292,5.302761,[117  33] ; [47 27],[109.82142857  40.17857143] ; [54.17857143 19.82142857],0
s7,1,0.021456,5.289378,[101  46] ; [38 34],[93.30136986 53.69863014] ; [45.69863014 26.30136986],0
n6,1,0.02147,5.288266,[126  21] ; [54 20],[119.72850679  27.27149321] ; [60.27149321 13.72850679],0
s5,1,0.025383,4.997565,[67 76] ; [23 51],[59.30875576 83.69124424] ; [30.69124424 43.30875576],0
p4,1,0.032035,4.596637,[70 79] ; [24 51],[62.52678571 86.47321429] ; [31.47321429 43.52678571],0
s6,1,0.034981,4.446102,[129  18] ; [56 17],[123.61363636  23.38636364] ; [61.38636364 11.61363636],0
v2,1,0.035054,4.442531,[86 55] ; [33 39],[78.77464789 62.22535211] ; [40.22535211 31.77464789],0
v3,1,0.041523,4.154526,[59 83] ; [20 53],[52.17674419 89.82325581] ; [26.82325581 46.17674419],0
n3,1,0.057613,3.60479,[33 10] ; [10  9],[29.82258065 13.17741935] ; [13.17741935  5.82258065],0
v1,1,0.062227,3.477016,[82 63] ; [32 42],[75.47945205 69.52054795] ; [38.52054795 35.47945205],0
v4,1,0.071055,3.258469,[145   3] ; [68  5],[142.64253394   5.35746606] ; [70.35746606  2.64253394],0
s8,1,0.080119,3.062494,[84 65] ; [33 42],[77.82589286 71.17410714] ; [39.17410714 35.82589286],0
s4,1,0.085422,2.958607,[ 32 115] ; [24 50],[ 37.24886878 109.75113122] ; [18.75113122 55.24886878],0
b2,1,0.103558,2.64987,[32 55] ; [10 34],[27.89312977 59.10687023] ; [14.10687023 29.89312977],0
b3,1,0.103558,2.64987,[32 55] ; [10 34],[27.89312977 59.10687023] ; [14.10687023 29.89312977],0
d3,1,0.143702,2.137867,[107  42] ; [46 28],[102.22869955  46.77130045] ; [50.77130045 23.22869955],0
n5,1,0.153917,2.032998,[112  36] ; [50 25],[107.51569507  40.48430493] ; [54.48430493 20.51569507],0
b1,1,0.200462,1.639009,[ 49 101] ; [31 44],[53.33333333 96.66666667] ; [26.66666667 48.33333333],0
p12,1,0.215255,1.535724,[ 10 140] ; [ 2 72],[  8.03571429 141.96428571] ; [ 3.96428571 70.03571429],0
p7,1,0.226678,1.461587,[76 66] ; [43 26],[80.08530806 61.91469194] ; [38.91469194 30.08530806],0
p2,1,0.234854,1.411221,[120  30] ; [54 20],[116.51785714  33.48214286] ; [57.48214286 16.51785714],0
a8,1,0.298152,1.082444,[ 28 107] ; [10 58],[ 25.27093596 109.72906404] ; [12.72906404 55.27093596],0
a1,1,0.360196,0.837209,[  8 142] ; [ 2 73],[  6.66666667 143.33333333] ; [ 3.33333333 71.66666667],0
s1,1,0.426887,0.631277,[  8 139] ; [ 6 67],[  9.35454545 137.64545455] ; [ 4.64545455 68.35454545],0
