Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,37.425239,[109  16] ; [11 20],[96.15384615 28.84615385] ; [23.84615385  7.15384615],1
s4,1,0.371567,0.798418,[29 94] ; [ 5 26],[27.15584416 95.84415584] ; [ 6.84415584 24.15584416],0
n2,1,0.372994,0.793666,[20  3] ; [9 3],[19.05714286  3.94285714] ; [9.94285714 2.05714286],0
s7,1,0.379259,0.773101,[55 62] ; [11 18],[52.89041096 64.10958904] ; [13.10958904 15.89041096],0
n3,1,0.391249,0.735058,[16  6] ; [7 5],[14.88235294  7.11764706] ; [8.11764706 3.88235294],0
u2,1,0.403743,0.697149,[20 19] ; [6 3],[21.125 17.875] ; [4.875 4.125],0
s8,1,0.467051,0.528943,[57 67] ; [12 19],[55.2 68.8] ; [13.8 17.2],0
p3,1,0.469289,0.523649,[61 63] ; [13 18],[59.2 64.8] ; [14.8 16.2],0
a8,1,0.478881,0.501411,[17 96] ; [ 3 27],[15.8041958 97.1958042] ; [ 4.1958042 25.8041958],0
b4,1,0.547338,0.362107,[72 53] ; [16 15],[70.51282051 54.48717949] ; [17.48717949 13.51282051],0
p1,1,0.587377,0.294459,[ 12 113] ; [ 4 27],[ 12.82051282 112.17948718] ; [ 3.17948718 27.82051282],0
s3,1,0.663325,0.18951,[71 52] ; [16 14],[69.94117647 53.05882353] ; [17.05882353 12.94117647],0
s5,1,0.688656,0.160544,[48 70] ; [11 19],[47.04054054 70.95945946] ; [11.95945946 18.04054054],0
n1,1,0.713146,0.135154,[13 10] ; [6 6],[12.48571429 10.51428571] ; [6.51428571 5.48571429],0
a3,1,0.909198,0.013007,[86 37] ; [22  9],[86.25974026 36.74025974] ; [21.74025974  9.25974026],0
b2,1,0.954973,0.003188,[33 49] ; [ 9 13],[33.11538462 48.88461538] ; [ 8.88461538 13.11538462],0
b3,1,0.954973,0.003188,[33 49] ; [ 9 13],[33.11538462 48.88461538] ; [ 8.88461538 13.11538462],0
