Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,37.425239,[109  16] ; [11 20],[96.15384615 28.84615385] ; [23.84615385  7.15384615],1
r4,1,1e-06,23.200249,[117   8] ; [19 12],[108.97435897  16.02564103] ; [27.02564103  3.97435897],1
r3,1,6e-05,16.090835,[116   8] ; [21 10],[109.6  14.4] ; [27.4  3.6],1
n4,1,0.000208,13.757878,[103  21] ; [16 15],[95.2 28.8] ; [23.8  7.2],1
r2,1,0.000469,12.234476,[123   2] ; [26  5],[119.39102564   5.60897436] ; [29.60897436  1.39102564],1
p10,1,0.000704,11.478591,[105  18] ; [18 13],[98.24025974 24.75974026] ; [24.75974026  6.24025974],1
v4,1,0.000769,11.313931,[121   4] ; [24  6],[116.93548387   8.06451613] ; [28.06451613  1.93548387],1
p4,1,0.003515,8.518606,[84 41] ; [12 19],[76.92307692 48.07692308] ; [19.07692308 11.92307692],0
d5,1,0.003957,8.303571,[102  22] ; [18 13],[96. 28.] ; [24.  7.],0
s6,1,0.005208,7.805821,[90 31] ; [15 16],[83.58552632 37.41447368] ; [21.41447368  9.58552632],0
a5,1,0.007301,7.197489,[95 30] ; [16 15],[88.94230769 36.05769231] ; [22.05769231  8.94230769],0
p9,1,0.009889,6.654741,[108  16] ; [21 10],[103.2  20.8] ; [25.8  5.2],0
r1,1,0.017051,5.691085,[103  20] ; [20 11],[98.24025974 24.75974026] ; [24.75974026  6.24025974],0
p8,1,0.024152,5.083668,[72 52] ; [11 20],[66.4 57.6] ; [16.6 14.4],0
p11,1,0.026968,4.892862,[97 28] ; [18 13],[92.1474359 32.8525641] ; [22.8525641  8.1474359],0
d1,1,0.027308,4.871226,[68 57] ; [10 21],[62.5 62.5] ; [15.5 15.5],0
a7,1,0.029459,4.740577,[90 35] ; [16 15],[84.93589744 40.06410256] ; [21.06410256  9.93589744],0
u1,1,0.036074,4.393619,[ 23 102] ; [ 1 30],[ 19.23076923 105.76923077] ; [ 4.76923077 26.23076923],0
p6,1,0.053969,3.713663,[48 76] ; [ 6 24],[43.48051948 80.51948052] ; [10.51948052 19.48051948],0
a6,1,0.055032,3.681112,[80 45] ; [14 17],[75.32051282 49.67948718] ; [18.67948718 12.32051282],0
u3,1,0.090757,2.860896,[23 16] ; [8 1],[25.1875 13.8125] ; [5.8125 3.1875],0
b1,1,0.099979,2.705879,[56 69] ; [19 12],[60.09615385 64.90384615] ; [14.90384615 16.09615385],0
s1,1,0.115589,2.476091,[  4 118] ; [ 3 27],[  5.61842105 116.38157895] ; [ 1.38157895 28.61842105],0
p7,1,0.127891,2.317925,[80 43] ; [15 15],[76.37254902 46.62745098] ; [18.62745098 11.37254902],0
d2,1,0.155205,2.020331,[58 67] ; [10 21],[54.48717949 70.51282051] ; [13.51282051 17.48717949],0
p5,1,0.158917,1.984502,[ 20 102] ; [ 2 29],[ 17.54248366 104.45751634] ; [ 4.45751634 26.54248366],0
p2,1,0.159833,1.975806,[102  22] ; [22  9],[99.2 24.8] ; [24.8  6.2],0
s2,1,0.167649,1.90384,[67 57] ; [12 18],[63.61038961 60.38961039] ; [15.38961039 14.61038961],0
d3,1,0.175322,1.836838,[81 44] ; [16 15],[77.72435897 47.27564103] ; [19.27564103 11.72435897],0
a2,1,0.180375,1.794531,[30 95] ; [ 4 27],[27.24358974 97.75641026] ; [ 6.75641026 24.24358974],0
a1,1,0.199547,1.645684,[  5 120] ; [ 3 28],[  6.41025641 118.58974359] ; [ 1.58974359 29.41025641],0
b5,1,0.204446,1.610323,[80 45] ; [16 15],[76.92307692 48.07692308] ; [19.07692308 11.92307692],0
d4,1,0.22068,1.499943,[97 27] ; [21 10],[94.4 29.6] ; [23.6  7.4],0
a4,1,0.242904,1.363659,[58 65] ; [11 20],[55.11038961 67.88961039] ; [13.88961039 17.11038961],0
v3,1,0.246807,1.34129,[38 86] ; [ 6 24],[35.42857143 88.57142857] ; [ 8.57142857 21.42857143],0
