Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,27.735054,[219  12] ; [44 17],[208.05821918  22.94178082] ; [54.94178082  6.05821918],1
p7,1,0.0,27.193447,[151  79] ; [17 43],[133.24137931  96.75862069] ; [34.75862069 25.24137931],1
p4,1,0.0,26.854411,[134  99] ; [12 48],[116.10238908 116.89761092] ; [29.89761092 30.10238908],1
p9,1,0.0,25.500815,[192  38] ; [31 28],[177.47404844  52.52595156] ; [45.52595156 13.47404844],1
p10,1,1e-06,24.588302,[185  44] ; [29 30],[170.15972222  58.84027778] ; [43.84027778 15.15972222],1
v4,1,2e-06,22.752525,[217  13] ; [45 16],[207.0790378  22.9209622] ; [54.9209622  6.0790378],1
d5,1,6e-06,20.646472,[148  85] ; [19 42],[132.35034014 100.64965986] ; [34.64965986 26.35034014],1
p8,1,1.1e-05,19.261846,[121 108] ; [13 48],[105.8137931 123.1862069] ; [28.1862069 32.8137931],1
p11,1,5.5e-05,16.272473,[188  45] ; [34 27],[175.93877551  57.06122449] ; [46.06122449 14.93877551],1
r4,1,0.003508,8.522617,[201  32] ; [43 18],[193.37414966  39.62585034] ; [50.62585034 10.37414966],0
r2,1,0.003941,8.310952,[210  19] ; [48 13],[203.73103448  25.26896552] ; [54.26896552  6.73103448],0
p6,1,0.004101,8.238333,[ 83 147] ; [10 50],[ 73.75862069 156.24137931] ; [19.24137931 40.75862069],0
s7,1,0.00542,7.733781,[106 112] ; [16 41],[ 96.71272727 121.28727273] ; [25.28727273 31.71272727],0
s1,1,0.005517,7.701507,[  7 223] ; [ 7 53],[ 11.10344828 218.89655172] ; [ 2.89655172 57.10344828],0
n6,1,0.009668,6.69513,[196  35] ; [43 18],[189.07191781  41.92808219] ; [49.92808219 11.07191781],0
s3,1,0.011983,6.313386,[128 103] ; [21 36],[119.51041667 111.48958333] ; [29.48958333 27.51041667],0
d4,1,0.017003,5.696099,[139  94] ; [26 35],[130.76530612 102.23469388] ; [34.23469388 26.76530612],0
s6,1,0.021981,5.24731,[150  77] ; [30 30],[142.36933798  84.63066202] ; [37.63066202 22.36933798],0
p3,1,0.024243,5.077192,[114 119] ; [20 41],[106.19727891 126.80272109] ; [27.80272109 33.19727891],0
a3,1,0.034887,4.450697,[142  91] ; [27 32],[134.85273973  98.14726027] ; [34.14726027 24.85273973],0
a1,1,0.036582,4.369767,[  8 225] ; [ 6 55],[ 11.0952381 221.9047619] ; [ 2.9047619 58.0952381],0
d3,1,0.042566,4.112566,[ 94 139] ; [16 45],[ 87.17687075 145.82312925] ; [22.82312925 38.17687075],0
v1,1,0.055938,3.653915,[118 108] ; [23 37],[111.41958042 114.58041958] ; [29.58041958 30.41958042],0
r1,1,0.05742,3.610382,[173  59] ; [38 23],[167.07167235  64.92832765] ; [43.92832765 17.07167235],0
a5,1,0.064491,3.41794,[145  88] ; [30 31],[138.69047619  94.30952381] ; [36.30952381 24.69047619],0
b1,1,0.067752,3.336667,[ 92 141] ; [32 29],[ 98.27210884 134.72789116] ; [25.72789116 35.27210884],0
a7,1,0.069941,3.284393,[151  81] ; [32 29],[144.90102389  87.09897611] ; [38.09897611 22.90102389],0
v2,1,0.101232,2.686025,[111 111] ; [22 36],[105.45 116.55] ; [27.55 30.45],0
s2,1,0.108838,2.571006,[101 130] ; [19 40],[ 95.5862069 135.4137931] ; [24.4137931 34.5862069],0
p1,1,0.123468,2.372765,[ 19 212] ; [ 9 52],[ 22.15068493 208.84931507] ; [ 5.84931507 55.15068493],0
d2,1,0.128567,2.30972,[ 32 201] ; [13 47],[ 35.78498294 197.21501706] ; [ 9.21501706 50.78498294],0
n1,1,0.161429,1.960784,[23 28] ; [11  6],[25.5 25.5] ; [8.5 8.5],0
s4,1,0.185717,1.751272,[ 30 201] ; [12 49],[ 33.2260274 197.7739726] ; [ 8.7739726 52.2260274],0
a2,1,0.255907,1.290766,[ 17 216] ; [ 2 59],[ 15.05782313 217.94217687] ; [ 3.94217687 57.05782313],0
a4,1,0.291883,1.110915,[ 66 166] ; [13 47],[ 62.76712329 169.23287671] ; [16.23287671 43.76712329],0
s5,1,0.297028,1.08749,[ 67 158] ; [13 44],[ 63.82978723 161.17021277] ; [16.17021277 40.82978723],0
b4,1,0.318032,0.997022,[135  98] ; [31 30],[131.55782313 101.44217687] ; [34.44217687 26.55782313],0
p5,1,0.328395,0.955218,[ 30 202] ; [ 5 55],[ 27.80821918 204.19178082] ; [ 7.19178082 52.80821918],0
s8,1,0.392268,0.731901,[ 82 150] ; [18 43],[ 79.18088737 152.81911263] ; [20.81911263 40.18088737],0
u1,1,0.393758,0.727306,[  9 224] ; [ 1 60],[  7.92517007 225.07482993] ; [ 2.07482993 58.92517007],0
b5,1,0.397581,0.715631,[140  93] ; [33 28],[137.10544218  95.89455782] ; [35.89455782 25.10544218],0
a6,1,0.432831,0.615216,[139  94] ; [33 28],[136.31292517  96.68707483] ; [35.68707483 25.31292517],0
n2,1,0.445709,0.581541,[38 13] ; [15  3],[39.17391304 11.82608696] ; [13.82608696  4.17391304],0
u2,1,0.452806,0.563619,[46 43] ; [15 19],[44.13821138 44.86178862] ; [16.86178862 17.13821138],0
v3,1,0.506279,0.441751,[ 79 151] ; [23 36],[ 81.17647059 148.82352941] ; [20.82352941 38.17647059],0
b3,1,0.543339,0.369386,[50 88] ; [17 24],[51.65363128 86.34636872] ; [15.34636872 25.65363128],0
b2,1,0.543339,0.369386,[50 88] ; [17 24],[51.65363128 86.34636872] ; [15.34636872 25.65363128],0
p12,1,0.553187,0.351638,[ 14 216] ; [ 5 56],[ 15.01718213 214.98281787] ; [ 3.98281787 57.01718213],0
u3,1,0.558728,0.341912,[45 45] ; [15 19],[43.5483871 46.4516129] ; [16.4516129 17.5483871],0
a8,1,0.573423,0.316988,[ 34 184] ; [11 48],[ 35.41516245 182.58483755] ; [ 9.58483755 49.41516245],0
n3,1,0.650205,0.205642,[38 13] ; [11  5],[37.29850746 13.70149254] ; [11.70149254  4.29850746],0
n5,1,0.668789,0.183022,[191  40] ; [49 12],[189.8630137  41.1369863] ; [50.1369863 10.8630137],0
