Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,58.200434,[225   6] ; [78 35],[203.46802326  27.53197674] ; [99.53197674 13.46802326],1
p10,1,0.0,50.252673,[178  53] ; [42 69],[148.59649123  82.40350877] ; [71.40350877 39.59649123],1
p9,1,0.0,45.199631,[187  44] ; [49 60],[160.34117647  70.65882353] ; [75.65882353 33.34117647],1
r4,1,0.0,36.32344,[200  32] ; [65 49],[177.68786127  54.31213873] ; [87.31213873 26.68786127],1
p2,1,3e-06,21.884254,[173  58] ; [56 57],[153.77616279  77.22383721] ; [75.22383721 37.77616279],1
v4,1,1.2e-05,19.233581,[213  18] ; [84 28],[200.02040816  30.97959184] ; [96.97959184 15.02040816],1
b1,1,1.7e-05,18.537,[ 78 154] ; [66 48],[ 96.55491329 135.44508671] ; [47.44508671 66.55491329],1
n6,1,1.9e-05,18.239621,[187  45] ; [66 46],[170.62790698  61.37209302] ; [82.37209302 29.62790698],1
s1,1,0.000217,13.678022,[  3 226] ; [ 11 102],[  9.37426901 219.62573099] ; [  4.62573099 108.37426901],1
r2,1,0.000568,11.87703,[213  18] ; [88 23],[203.30701754  27.69298246] ; [97.69298246 13.30701754],1
a1,1,0.001679,9.870945,[  7 225] ; [ 13 101],[ 13.41040462 218.58959538] ; [  6.58959538 107.41040462],0
s8,1,0.004161,8.212398,[ 77 155] ; [21 93],[ 65.71098266 166.28901734] ; [32.28901734 81.71098266],0
n4,1,0.004749,7.972705,[174  58] ; [68 45],[162.73623188  69.26376812] ; [79.26376812 33.73623188],0
n2,1,0.00554,7.694162,[50 17] ; [26 26],[42.78991597 24.21008403] ; [33.21008403 18.78991597],0
v2,1,0.005857,7.593636,[114 104] ; [39 69],[102.31288344 115.68711656] ; [50.68711656 57.31288344],0
s6,1,0.006744,7.339838,[127 104] ; [45 69],[115.16521739 115.83478261] ; [56.83478261 57.16521739],0
p4,1,0.007442,7.162974,[ 97 134] ; [31 83],[ 85.70434783 145.29565217] ; [42.29565217 71.70434783],0
v1,1,0.007727,7.095751,[104 117] ; [36 77],[ 92.63473054 128.36526946] ; [47.36526946 65.63473054],0
r1,1,0.008346,6.957719,[173  58] ; [69 44],[162.50581395  68.49418605] ; [79.49418605 33.50581395],0
s7,1,0.013204,6.141618,[ 86 139] ; [25 78],[ 76.14329268 148.85670732] ; [34.85670732 68.14329268],0
d3,1,0.018325,5.564779,[152  80] ; [58 53],[142.04081633  89.95918367] ; [67.95918367 43.04081633],0
s3,1,0.025331,5.001106,[117 113] ; [43 70],[107.28862974 122.71137026] ; [52.71137026 60.28862974],0
a5,1,0.030381,4.687621,[154  78] ; [62 52],[144.83236994  87.16763006] ; [71.16763006 42.83236994],0
a6,1,0.035475,4.422171,[162  70] ; [66 47],[153.32173913  78.67826087] ; [74.67826087 38.32173913],0
a3,1,0.043449,4.077851,[161  71] ; [66 47],[152.64927536  79.35072464] ; [74.35072464 38.64927536],0
u2,1,0.044246,4.047163,[42 29] ; [18 27],[36.72413793 34.27586207] ; [23.27586207 21.72413793],0
n3,1,0.04563,3.995198,[52 16] ; [29 20],[47.07692308 20.92307692] ; [33.92307692 15.07692308],0
d4,1,0.06699,3.355284,[177  55] ; [75 37],[169.95348837  62.04651163] ; [82.04651163 29.95348837],0
n5,1,0.072235,3.231492,[162  68] ; [68 44],[154.67836257  75.32163743] ; [75.32163743 36.67836257],0
s2,1,0.073855,3.195201,[ 93 136] ; [35 79],[ 85.45772595 143.54227405] ; [42.54227405 71.45772595],0
v3,1,0.074167,3.188294,[ 80 142] ; [28 79],[ 72.87537994 149.12462006] ; [35.12462006 71.87537994],0
p1,1,0.0876,2.917935,[  7 224] ; [  8 106],[ 10.04347826 220.95652174] ; [  4.95652174 109.04347826],0
d1,1,0.091719,2.843935,[118 114] ; [47 67],[110.63583815 121.36416185] ; [54.36416185 59.63583815],0
p12,1,0.115914,2.471677,[  9 222] ; [  1 113],[  6.69565217 224.30434783] ; [  3.30434783 110.69565217],0
u1,1,0.130989,2.28074,[ 41 191] ; [ 13 101],[ 36.20809249 195.79190751] ; [17.79190751 96.20809249],0
d5,1,0.135811,2.224787,[177  55] ; [77 35],[171.30232558  60.69767442] ; [82.69767442 29.30232558],0
p6,1,0.15408,2.03139,[ 45 184] ; [15 97],[ 40.29325513 188.70674487] ; [19.70674487 92.29325513],0
p7,1,0.16002,1.97404,[ 95 132] ; [38 74],[ 89.05899705 137.94100295] ; [43.94100295 68.05899705],0
a8,1,0.179003,1.805886,[ 29 185] ; [ 9 98],[ 25.33333333 188.66666667] ; [12.66666667 94.33333333],0
b4,1,0.256576,1.287136,[141  91] ; [62 52],[136.11560694  95.88439306] ; [66.88439306 47.11560694],0
p3,1,0.326482,0.962804,[ 72 160] ; [29 83],[ 68.11627907 163.88372093] ; [32.88372093 79.11627907],0
a7,1,0.385408,0.753379,[160  72] ; [72 40],[156.46511628  75.53488372] ; [75.53488372 36.46511628],0
s4,1,0.385752,0.75229,[ 25 206] ; [16 98],[ 27.45217391 203.54782609] ; [ 13.54782609 100.45217391],0
