Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.7e-05,18.489499,[42 29] ; [52  4],[52.5511811 18.4488189] ; [41.4488189 14.5511811],1
s2,1,2.7e-05,17.619226,[29 42] ; [45 13],[40.72868217 30.27131783] ; [33.27131783 24.72868217],1
p10,1,0.000152,14.348829,[49 20] ; [56  2],[57.04724409 11.95275591] ; [47.95275591 10.04724409],1
v1,1,0.000167,14.17083,[17 53] ; [33 25],[27.34375 42.65625] ; [22.65625 35.34375],1
s3,1,0.001554,10.013032,[34 37] ; [43 14],[42.7109375 28.2890625] ; [34.2890625 22.7109375],0
s4,1,0.01091,6.479926,[11 58] ; [20 36],[17.112 51.888] ; [13.888 42.112],0
b4,1,0.012696,6.21097,[26 45] ; [34 24],[33.02325581 37.97674419] ; [26.97674419 31.02325581],0
s7,1,0.021593,5.278325,[34 35] ; [39 17],[40.296 28.704] ; [32.704 23.296],0
p9,1,0.023287,5.146978,[56 15] ; [54  4],[60.54263566 10.45736434] ; [49.45736434  8.54263566],0
a5,1,0.032923,4.549804,[44 27] ; [46 12],[49.53488372 21.46511628] ; [40.46511628 17.53488372],0
a4,1,0.033113,4.539901,[29 41] ; [35 23],[35. 35.] ; [29. 29.],0
r1,1,0.048803,3.882106,[51 20] ; [50  8],[55.58914729 15.41085271] ; [45.41085271 12.58914729],0
d5,1,0.058265,3.586082,[52 18] ; [50  7],[56.22047244 13.77952756] ; [45.77952756 11.22047244],0
r4,1,0.061929,3.484945,[62  9] ; [56  2],[64.94573643  6.05426357] ; [53.05426357  4.94573643],0
d1,1,0.066557,3.365943,[39 32] ; [41 17],[44.03100775 26.96899225] ; [35.96899225 22.03100775],0
a2,1,0.09304,2.820968,[11 60] ; [16 42],[14.86046512 56.13953488] ; [12.13953488 45.86046512],0
b5,1,0.112037,2.525253,[43 28] ; [27 31],[38.52713178 32.47286822] ; [31.47286822 26.52713178],0
p11,1,0.12236,2.386845,[55 16] ; [51  7],[58.34108527 12.65891473] ; [47.65891473 10.34108527],0
p4,1,0.123325,2.374575,[52 19] ; [49  9],[55.58914729 15.41085271] ; [45.41085271 12.58914729],0
d3,1,0.126492,2.335032,[45 24] ; [45 13],[48.8976378 20.1023622] ; [41.1023622 16.8976378],0
d4,1,0.133135,2.255567,[55 16] ; [50  7],[58.2421875 12.7578125] ; [46.7578125 10.2421875],0
p5,1,0.143515,2.139861,[ 9 62] ; [13 45],[12.10852713 58.89147287] ; [ 9.89147287 48.10852713],0
s8,1,0.181421,1.785945,[32 39] ; [33 25],[35.7751938 35.2248062] ; [29.2248062 28.7751938],0
a7,1,0.18629,1.746713,[50 20] ; [35 23],[46.484375 23.515625] ; [38.515625 19.484375],0
n1,1,0.226942,1.459926,[ 6 11] ; [9 7],[7.72727273 9.27272727] ; [7.27272727 8.72727273],0
p3,1,0.308731,1.036095,[39 32] ; [37 21],[41.82945736 29.17054264] ; [34.17054264 23.82945736],0
n3,1,0.314355,1.012288,[12  5] ; [8 7],[10.625  6.375] ; [9.375 5.625],0
a3,1,0.326553,0.962518,[45 25] ; [42 16],[47.578125 22.421875] ; [39.421875 18.578125],0
n4,1,0.351932,0.866478,[54 17] ; [48 10],[56.13953488 14.86046512] ; [45.86046512 12.13953488],0
n5,1,0.363889,0.824426,[52 18] ; [47 11],[54.140625 15.859375] ; [44.859375 13.140625],0
n6,1,0.389837,0.739449,[60 11] ; [52  6],[61.64341085  9.35658915] ; [50.35658915  7.64341085],0
u3,1,0.414272,0.666506,[14 11] ; [11  5],[15.24390244  9.75609756] ; [9.75609756 6.24390244],0
v4,1,0.414915,0.664673,[68  3] ; [57  1],[68.79844961  2.20155039] ; [56.20155039  1.79844961],0
v3,1,0.455912,0.555912,[16 55] ; [10 48],[14.31007752 56.68992248] ; [11.68992248 46.31007752],0
