Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.7e-05,18.489499,[42 29] ; [52  4],[52.5511811 18.4488189] ; [41.4488189 14.5511811],1
u1,1,0.466711,0.529752,[ 9 62] ; [10 48],[10.45736434 60.54263566] ; [ 8.54263566 49.45736434],0
p1,1,0.466711,0.529752,[ 9 62] ; [10 48],[10.45736434 60.54263566] ; [ 8.54263566 49.45736434],0
n2,1,0.475067,0.510165,[12  5] ; [13  3],[12.87878788  4.12121212] ; [12.12121212  3.87878788],0
p12,1,0.490096,0.476316,[ 4 67] ; [ 5 52],[ 4.9921875 66.0078125] ; [ 4.0078125 52.9921875],0
a1,1,0.505273,0.443845,[ 3 68] ; [ 4 54],[ 3.85271318 67.14728682] ; [ 3.14728682 54.85271318],0
s1,1,0.534288,0.38623,[ 4 65] ; [ 2 56],[ 3.25984252 65.74015748] ; [ 2.74015748 55.25984252],0
p2,1,0.742635,0.107824,[65  6] ; [54  4],[65.49612403  5.50387597] ; [53.50387597  4.49612403],0
p7,1,0.765913,0.08864,[58 11] ; [49  8],[58.5952381 10.4047619] ; [48.4047619  8.5952381],0
a8,1,0.790241,0.070755,[ 7 57] ; [ 7 49],[ 7.46666667 56.53333333] ; [ 6.53333333 49.46666667],0
r2,1,0.795128,0.067422,[66  3] ; [56  2],[66.28346457  2.71653543] ; [55.71653543  2.28346457],0
a6,1,0.795908,0.066898,[42 29] ; [33 25],[41.27906977 29.72093023] ; [33.72093023 24.27906977],0
r3,1,0.835253,0.043251,[68  3] ; [55  2],[68.2265625  2.7734375] ; [54.7734375  2.2265625],0
d2,1,0.838854,0.041355,[33 38] ; [28 30],[33.57364341 37.42635659] ; [27.42635659 30.57364341],0
b1,1,0.866584,0.028224,[32 39] ; [27 31],[32.47286822 38.52713178] ; [26.52713178 31.47286822],0
b2,1,0.886017,0.020548,[21 23] ; [18 21],[20.6746988 23.3253012] ; [18.3253012 20.6746988],0
b3,1,0.886017,0.020548,[21 23] ; [18 21],[20.6746988 23.3253012] ; [18.3253012 20.6746988],0
p8,1,0.916444,0.011007,[52 19] ; [42 16],[51.73643411 19.26356589] ; [42.26356589 15.73643411],0
u2,1,0.926917,0.008413,[15 11] ; [9 7],[14.85714286 11.14285714] ; [9.14285714 6.85714286],0
