Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.662903,[79 23] ; [ 1 27],[62.76923077 39.23076923] ; [17.23076923 10.76923077],1
s8,1,0.015391,5.871152,[30 72] ; [ 2 26],[25.10769231 76.89230769] ; [ 6.89230769 21.10769231],0
p10,1,0.015768,5.828582,[60 41] ; [ 9 18],[54.4453125 46.5546875] ; [14.5546875 12.4453125],0
a7,1,0.016501,5.748712,[69 33] ; [12 16],[63.55384615 38.44615385] ; [17.44615385 10.55384615],0
b5,1,0.016501,5.748712,[69 33] ; [12 16],[63.55384615 38.44615385] ; [17.44615385 10.55384615],0
p8,1,0.024947,5.027567,[38 63] ; [ 4 23],[33.140625 67.859375] ; [ 8.859375 18.140625],0
s7,1,0.033806,4.504485,[32 63] ; [ 3 22],[27.70833333 67.29166667] ; [ 7.29166667 17.70833333],0
n5,1,0.040634,4.191202,[39 61] ; [17 11],[43.75 56.25] ; [12.25 15.75],0
b3,1,0.046082,3.978582,[14 48] ; [8 9],[17.26582278 44.73417722] ; [ 4.73417722 12.26582278],0
b2,1,0.046082,3.978582,[14 48] ; [8 9],[17.26582278 44.73417722] ; [ 4.73417722 12.26582278],0
s3,1,0.057092,3.619917,[55 47] ; [ 9 18],[50.60465116 51.39534884] ; [13.39534884 13.60465116],0
p7,1,0.063229,3.450586,[54 44] ; [ 9 17],[49.79032258 48.20967742] ; [13.20967742 12.79032258],0
p6,1,0.075602,3.156995,[26 71] ; [ 3 25],[22.504 74.496] ; [ 6.496 21.504],0
n3,1,0.078787,3.089757,[25 11] ; [7 9],[22.15384615 13.84615385] ; [9.84615385 6.15384615],0
p3,1,0.089076,2.890996,[35 66] ; [ 5 23],[31.31782946 69.68217054] ; [ 8.68217054 19.31782946],0
d1,1,0.096728,2.758679,[47 55] ; [ 8 20],[43.15384615 58.84615385] ; [11.84615385 16.15384615],0
a5,1,0.09877,2.725296,[58 44] ; [11 17],[54.13846154 47.86153846] ; [14.86153846 13.13846154],0
s5,1,0.129831,2.294526,[23 73] ; [ 3 25],[20.12903226 75.87096774] ; [ 5.87096774 22.12903226],0
v1,1,0.151529,2.056793,[39 59] ; [ 7 21],[35.77777778 62.22222222] ; [10.22222222 17.77777778],0
n2,1,0.157751,1.995649,[26 11] ; [8 8],[23.73584906 13.26415094] ; [10.26415094  5.73584906],0
u2,1,0.171208,1.872337,[25 12] ; [6 7],[22.94 14.06] ; [8.06 4.94],0
b1,1,0.245916,1.346357,[53 49] ; [18 10],[55.70769231 46.29230769] ; [15.29230769 12.70769231],0
p5,1,0.28502,1.142995,[ 3 99] ; [ 2 25],[ 3.95348837 98.04651163] ; [ 1.04651163 25.95348837],0
a2,1,0.322572,0.978488,[19 83] ; [ 3 25],[17.26153846 84.73846154] ; [ 4.73846154 23.26153846],0
n1,1,0.346149,0.887523,[13 23] ; [8 8],[14.53846154 21.46153846] ; [6.46153846 9.53846154],0
a3,1,0.436703,0.604929,[65 37] ; [15 12],[63.25581395 38.74418605] ; [16.74418605 10.25581395],0
n4,1,0.481954,0.494438,[47 55] ; [15 13],[48.64615385 53.35384615] ; [13.35384615 14.64615385],0
d2,1,0.53888,0.377619,[43 59] ; [10 18],[41.58461538 60.41538462] ; [11.41538462 16.58461538],0
a8,1,0.545271,0.365858,[11 85] ; [ 2 25],[10.14634146 85.85365854] ; [ 2.85365854 24.14634146],0
b4,1,0.56306,0.334434,[52 50] ; [16 12],[53.35384615 48.64615385] ; [14.64615385 13.35384615],0
s4,1,0.593837,0.284392,[19 83] ; [ 4 24],[18.04615385 83.95384615] ; [ 4.95384615 23.04615385],0
a4,1,0.625993,0.237533,[35 67] ; [11 17],[36.09230769 65.90769231] ; [ 9.90769231 18.09230769],0
p1,1,0.815453,0.054474,[ 6 95] ; [ 2 26],[ 6.26356589 94.73643411] ; [ 1.73643411 26.26356589],0
s1,1,0.924829,0.008902,[ 4 97] ; [ 1 27],[ 3.91472868 97.08527132] ; [ 1.08527132 26.91472868],0
