Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,28.183039,[40  1] ; [14 19],[29.91891892 11.08108108] ; [24.08108108  8.91891892],1
r1,1,0.0,26.378336,[35  7] ; [ 8 25],[24.08 17.92] ; [18.92 14.08],1
v4,1,6.8e-05,15.868451,[39  2] ; [18 14],[32.01369863  8.98630137] ; [24.98630137  7.01369863],1
r2,1,0.000528,12.014605,[39  3] ; [19 13],[32.91891892  9.08108108] ; [25.08108108  6.91891892],1
u3,1,0.000857,11.113047,[20  5] ; [ 7 15],[14.36170213 10.63829787] ; [12.63829787  9.36170213],1
d5,1,0.010226,6.595055,[29 13] ; [13 20],[23.52 18.48] ; [18.48 14.52],0
d4,1,0.016449,5.754224,[32  9] ; [17 16],[27.14864865 13.85135135] ; [21.85135135 11.14864865],0
n3,1,0.017087,5.68737,[10  1] ; [ 9 10],[6.96666667 4.03333333] ; [12.03333333  6.96666667],0
b5,1,0.022654,5.194805,[30 12] ; [15 18],[25.2 16.8] ; [19.8 13.2],0
d3,1,0.037445,4.330061,[26 16] ; [12 20],[21.56756757 20.43243243] ; [16.43243243 15.56756757],0
n1,1,0.044353,4.043062,[7 4] ; [ 5 14],[4.4 6.6] ; [ 7.6 11.4],0
p11,1,0.046435,3.965727,[25 17] ; [12 21],[20.72 21.28] ; [16.28 16.72],0
a6,1,0.052751,3.751804,[26 16] ; [13 20],[21.84 20.16] ; [17.16 15.84],0
b2,1,0.079301,3.079179,[ 3 18] ; [ 8 13],[ 5.5 15.5] ; [ 5.5 15.5],0
b3,1,0.079301,3.079179,[ 3 18] ; [ 8 13],[ 5.5 15.5] ; [ 5.5 15.5],0
p3,1,0.084307,2.979859,[12 30] ; [ 4 29],[ 8.96 33.04] ; [ 7.04 25.96],0
a7,1,0.141198,2.164849,[25 17] ; [14 19],[21.84 20.16] ; [17.16 15.84],0
s3,1,0.159165,1.982143,[24 18] ; [13 19],[21. 21.] ; [16. 16.],0
s8,1,0.168228,1.898659,[12 30] ; [ 5 28],[ 9.52 32.48] ; [ 7.48 25.52],0
d1,1,0.170908,1.874958,[15 27] ; [ 7 26],[12.32 29.68] ; [ 9.68 23.32],0
n2,1,0.180408,1.794258,[9 2] ; [11  8],[7.33333333 3.66666667] ; [12.66666667  6.33333333],0
s6,1,0.180653,1.792241,[20 21] ; [11 22],[17.17567568 23.82432432] ; [13.82432432 19.17567568],0
a1,1,0.199237,1.647956,[ 1 41] ; [ 3 30],[ 2.24 39.76] ; [ 1.76 31.24],0
p9,1,0.21376,1.545779,[27 13] ; [17 15],[24.44444444 15.55555556] ; [19.55555556 12.44444444],0
p4,1,0.219915,1.504925,[14 27] ; [ 7 26],[11.63513514 29.36486486] ; [ 9.36486486 23.63513514],0
b4,1,0.245155,1.350706,[26 16] ; [16 17],[23.52 18.48] ; [18.48 14.52],0
p8,1,0.330189,0.948156,[16 25] ; [ 9 23],[14.04109589 26.95890411] ; [10.95890411 21.04109589],0
n5,1,0.388437,0.743829,[17 24] ; [17 16],[18.83783784 22.16216216] ; [15.16216216 17.83783784],0
p6,1,0.397773,0.71505,[13 26] ; [ 8 25],[11.375 27.625] ; [ 9.625 23.375],0
u2,1,0.403559,0.697696,[17  7] ; [13  9],[15.65217391  8.34782609] ; [14.34782609  7.65217391],0
p2,1,0.445751,0.581434,[29 13] ; [20 13],[27.44 14.56] ; [21.56 11.44],0
a4,1,0.491952,0.472255,[ 6 36] ; [ 3 30],[ 5.04 36.96] ; [ 3.96 29.04],0
a3,1,0.52554,0.403007,[17 25] ; [11 22],[15.68 26.32] ; [12.32 20.68],0
v2,1,0.533211,0.388269,[13 24] ; [ 9 23],[11.79710145 25.20289855] ; [10.20289855 21.79710145],0
b1,1,0.551467,0.354695,[20 22] ; [18 15],[21.28 20.72] ; [16.72 16.28],0
n4,1,0.553638,0.350839,[15 27] ; [14 19],[16.24 25.76] ; [12.76 20.24],0
p1,1,0.583164,0.301148,[ 4 38] ; [ 2 31],[ 3.36 38.64] ; [ 2.64 30.36],0
s7,1,0.648942,0.207237,[10 28] ; [10 22],[10.85714286 27.14285714] ; [ 9.14285714 22.85714286],0
s2,1,0.669764,0.181878,[16 26] ; [11 22],[15.12 26.88] ; [11.88 21.12],0
v3,1,0.775665,0.081209,[ 5 34] ; [ 5 28],[ 5.41666667 33.58333333] ; [ 4.58333333 28.41666667],0
s5,1,0.803352,0.062007,[ 8 31] ; [ 6 27],[ 7.58333333 31.41666667] ; [ 6.41666667 26.58333333],0
v1,1,0.814526,0.055033,[16 25] ; [12 21],[15.51351351 25.48648649] ; [12.48648649 20.51351351],0
p7,1,0.826297,0.04816,[18 20] ; [16 16],[18.45714286 19.54285714] ; [15.54285714 16.45714286],0
s1,1,0.842908,0.039273,[ 2 38] ; [ 2 31],[ 2.19178082 37.80821918] ; [ 1.80821918 31.19178082],0
s4,1,0.847312,0.037075,[11 31] ; [ 8 25],[10.64 31.36] ; [ 8.36 24.64],0
p5,1,0.862442,0.030021,[ 1 41] ; [ 1 32],[ 1.12 40.88] ; [ 0.88 32.12],0
p10,1,0.873932,0.025175,[22 18] ; [17 15],[21.66666667 18.33333333] ; [17.33333333 14.66666667],0
d2,1,0.981879,0.000516,[ 9 33] ; [ 7 26],[ 8.96 33.04] ; [ 7.04 25.96],0
