Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,24.391728,[19 41] ; [24  3],[29.65517241 30.34482759] ; [13.34482759 13.65517241],1
p8,1,3e-06,21.885057,[14 44] ; [21  6],[23.88235294 34.11764706] ; [11.11764706 15.88235294],1
p7,1,8e-06,19.824785,[22 37] ; [24  3],[31.55813953 27.44186047] ; [14.44186047 12.55813953],1
p3,1,6.5e-05,15.939973,[19 41] ; [21  6],[27.5862069 32.4137931] ; [12.4137931 14.5862069],1
s5,1,0.003449,8.553267,[17 40] ; [15  8],[22.8 34.2] ; [ 9.2 13.8],0
a4,1,0.003538,8.506667,[16 44] ; [16 11],[22.06896552 37.93103448] ; [ 9.93103448 17.06896552],0
p9,1,0.037475,4.328711,[40 19] ; [24  3],[43.90697674 15.09302326] ; [20.09302326  6.90697674],0
d1,1,0.050518,3.824176,[20 40] ; [15 12],[24.13793103 35.86206897] ; [10.86206897 16.13793103],0
s7,1,0.06733,3.346941,[19 39] ; [14 12],[22.78571429 35.21428571] ; [10.21428571 15.78571429],0
b1,1,0.069731,3.289352,[15 45] ; [12 15],[18.62068966 41.37931034] ; [ 8.37931034 18.62068966],0
p10,1,0.073789,3.196649,[40 20] ; [23  4],[43.44827586 16.55172414] ; [19.55172414  7.44827586],0
n6,1,0.091709,2.844108,[51  9] ; [18  8],[48.13953488 11.86046512] ; [20.86046512  5.13953488],0
a2,1,0.093089,2.820133,[ 4 56] ; [ 5 22],[ 6.20689655 53.79310345] ; [ 2.79310345 24.20689655],0
p2,1,0.131672,2.272681,[42 18] ; [23  4],[44.82758621 15.17241379] ; [20.17241379  6.82758621],0
r1,1,0.14027,2.175,[37 23] ; [21  6],[40. 20.] ; [18.  9.],0
d2,1,0.14027,2.175,[17 43] ; [12 15],[20. 40.] ; [ 9. 18.],0
n1,1,0.173016,1.856614,[ 5 16] ; [4 4],[ 6.51724138 14.48275862] ; [2.48275862 5.51724138],0
p12,1,0.174578,1.843188,[ 1 59] ; [ 2 25],[ 2.06896552 57.93103448] ; [ 0.93103448 26.06896552],0
p1,1,0.174578,1.843188,[ 1 59] ; [ 2 25],[ 2.06896552 57.93103448] ; [ 0.93103448 26.06896552],0
d4,1,0.204291,1.611431,[41 19] ; [22  5],[43.44827586 16.55172414] ; [19.55172414  7.44827586],0
s2,1,0.264165,1.2468,[29 29] ; [17 10],[31.38823529 26.61176471] ; [14.61176471 12.38823529],0
d3,1,0.300088,1.073802,[42 18] ; [21  5],[43.95348837 16.04651163] ; [19.04651163  6.95348837],0
a6,1,0.306695,1.044853,[33 27] ; [18  9],[35.17241379 24.82758621] ; [15.82758621 11.17241379],0
b5,1,0.389828,0.739479,[37 23] ; [14 13],[35.17241379 24.82758621] ; [15.82758621 11.17241379],0
v4,1,0.408825,0.682215,[51  8] ; [25  2],[52.13953488  6.86046512] ; [23.86046512  3.13953488],0
v1,1,0.42599,0.633732,[20 40] ; [11 15],[21.62790698 38.37209302] ; [ 9.37209302 16.62790698],0
v2,1,0.460659,0.544292,[23 35] ; [13 14],[24.56470588 33.43529412] ; [11.43529412 15.56470588],0
n4,1,0.487034,0.483072,[33 27] ; [17 10],[34.48275862 25.51724138] ; [15.51724138 11.48275862],0
b4,1,0.491546,0.473141,[38 22] ; [15 12],[36.55172414 23.44827586] ; [16.44827586 10.55172414],0
r4,1,0.506229,0.441853,[45 15] ; [22  5],[46.20689655 13.79310345] ; [20.79310345  6.20689655],0
n3,1,0.507256,0.439724,[13  8] ; [6 2],[13.75862069  7.24137931] ; [5.24137931 2.75862069],0
p11,1,0.522911,0.408148,[38 22] ; [19  8],[39.31034483 20.68965517] ; [17.68965517  9.31034483],0
s6,1,0.52409,0.405836,[40 17] ; [20  6],[41.20481928 15.79518072] ; [18.79518072  7.20481928],0
s3,1,0.539631,0.376224,[33 26] ; [17 10],[34.30232558 24.69767442] ; [15.69767442 11.30232558],0
n5,1,0.553257,0.351515,[36 24] ; [18  9],[37.24137931 22.75862069] ; [16.75862069 10.24137931],0
u2,1,0.589154,0.291667,[10 15] ; [5 5],[10.71428571 14.28571429] ; [4.28571429 5.71428571],0
a7,1,0.646758,0.210012,[40 20] ; [16 10],[39.06976744 20.93023256] ; [16.93023256  9.06976744],0
a5,1,0.65456,0.200199,[37 23] ; [18  9],[37.93103448 22.06896552] ; [17.06896552  9.93103448],0
r3,1,0.67049,0.181029,[51  9] ; [23  3],[51.62790698  8.37209302] ; [22.37209302  3.62790698],0
v3,1,0.680588,0.169465,[14 44] ; [ 5 20],[13.27710843 44.72289157] ; [ 5.72289157 19.27710843],0
a3,1,0.68371,0.16598,[35 25] ; [17 10],[35.86206897 24.13793103] ; [16.13793103 10.86206897],0
u3,1,0.74753,0.103618,[14 11] ; [5 5],[13.57142857 11.42857143] ; [5.42857143 4.57142857],0
d5,1,0.772889,0.083289,[42 18] ; [19  7],[42.55813953 17.44186047] ; [18.44186047  7.55813953],0
b2,1,0.782774,0.076014,[ 5 25] ; [ 3 12],[ 5.33333333 24.66666667] ; [ 2.66666667 12.33333333],0
b3,1,0.782774,0.076014,[ 5 25] ; [ 3 12],[ 5.33333333 24.66666667] ; [ 2.66666667 12.33333333],0
u1,1,0.899618,0.015912,[ 4 56] ; [ 2 25],[ 4.13793103 55.86206897] ; [ 1.86206897 25.13793103],0
r2,1,0.919441,0.010229,[52  7] ; [24  3],[52.13953488  6.86046512] ; [23.86046512  3.13953488],0
a8,1,0.962772,0.002179,[ 2 53] ; [ 1 25],[ 2.03703704 52.96296296] ; [ 0.96296296 25.03703704],0
