Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,66.363168,[176 137] ; [ 53 189],[129.14774775 183.85225225] ; [ 99.85225225 142.14774775],1
v1,1,0.0,36.57073,[214  98] ; [103 137],[179.17391304 132.82608696] ; [137.82608696 102.17391304],1
a7,1,0.002599,9.069731,[250  68] ; [165  80],[234.40497336  83.59502664] ; [180.59502664  64.40497336],0
d1,1,0.003848,8.354035,[212 108] ; [133 112],[195.39823009 124.60176991] ; [149.60176991  95.39823009],0
b1,1,0.00432,8.144353,[106 214] ; [110 135],[122.33628319 197.66371681] ; [ 93.66371681 151.33628319],0
d5,1,0.006751,7.338007,[277  42] ; [190  53],[265.07651246  53.92348754] ; [201.92348754  41.07651246],0
a5,1,0.007262,7.206994,[254  65] ; [171  74],[240.38120567  78.61879433] ; [184.61879433  60.38120567],0
r1,1,0.010227,6.594862,[277  42] ; [192  52],[265.73889876  53.26110124] ; [203.26110124  40.73889876],0
d4,1,0.010783,6.500653,[279  39] ; [194  49],[268.11764706  49.88235294] ; [204.88235294  38.11764706],0
s4,1,0.013103,6.155185,[ 57 261] ; [ 64 176],[ 68.95698925 249.04301075] ; [ 52.04301075 187.95698925],0
r3,1,0.014287,6.002324,[313   6] ; [230  14],[307.6678508  11.3321492] ; [235.3321492   8.6678508],0
a6,1,0.014877,5.93092,[227  90] ; [151  93],[213.59358289 103.40641711] ; [164.40641711  79.59358289],0
u1,1,0.01968,5.440033,[ 78 242] ; [ 40 205],[ 66.83185841 253.16814159] ; [ 51.16814159 193.83185841],0
p9,1,0.020246,5.390517,[285  30] ; [204  39],[276.0483871  38.9516129] ; [212.9516129  30.0483871],0
a3,1,0.020546,5.364904,[243  75] ; [165  79],[230.86120996  87.13879004] ; [177.13879004  66.86120996],0
p3,1,0.028834,4.777478,[182 136] ; [117 127],[169.18505338 148.81494662] ; [129.81494662 114.18505338],0
s1,1,0.032105,4.592907,[  8 306] ; [ 15 227],[ 12.98920863 301.01079137] ; [ 10.01079137 231.98920863],0
s7,1,0.034453,4.472097,[203 105] ; [134 101],[191.15285451 116.84714549] ; [145.84714549  89.15285451],0
d3,1,0.035167,4.437035,[237  81] ; [162  82],[225.76868327  92.23131673] ; [173.23131673  70.76868327],0
p12,1,0.036335,4.381331,[ 39 279] ; [ 17 228],[ 31.63055062 286.36944938] ; [ 24.36944938 220.63055062],0
d2,1,0.036836,4.35798,[169 149] ; [108 136],[156.7366548 161.2633452] ; [120.2633452 123.7366548],0
p10,1,0.061123,3.506638,[273  43] ; [194  47],[264.94075404  51.05924596] ; [202.05924596  38.94075404],0
a2,1,0.084499,2.976165,[ 91 229] ; [ 54 191],[ 82.12389381 237.87610619] ; [ 62.87610619 182.12389381],0
b4,1,0.147274,2.100258,[197 123] ; [136 109],[188.60176991 131.39823009] ; [144.39823009 100.60176991],0
s8,1,0.147881,2.093976,[185 132] ; [128 117],[176.54982206 140.45017794] ; [136.45017794 108.54982206],0
n1,1,0.194138,1.685934,[22 40] ; [30 34],[25.58730159 36.41269841] ; [26.41269841 37.58730159],0
n6,1,0.195219,1.677783,[280  36] ; [208  37],[274.88057041  41.11942959] ; [213.11942959  31.88057041],0
p7,1,0.207118,1.591456,[214  95] ; [152  85],[207.13186813 101.86813187] ; [158.86813187  78.13186813],0
a8,1,0.217117,1.523328,[ 45 236] ; [ 28 202],[ 40.14285714 240.85714286] ; [ 32.85714286 197.14285714],0
n5,1,0.257719,1.280967,[255  63] ; [186  58],[249.53380783  68.46619217] ; [191.46619217  52.53380783],0
s2,1,0.258554,1.276482,[215 102] ; [155  90],[208.70106762 108.29893238] ; [161.29893238  83.70106762],0
a1,1,0.263219,1.251749,[ 23 297] ; [ 12 233],[ 19.82300885 300.17699115] ; [ 15.17699115 229.82300885],0
r2,1,0.281558,1.159554,[307  10] ; [231  12],[304.54642857  12.45357143] ; [233.45357143   9.54642857],0
p6,1,0.290514,1.117236,[135 178] ; [ 94 149],[128.91546763 184.08453237] ; [100.08453237 142.91546763],0
n3,1,0.294768,1.097717,[46 16] ; [42 22],[43.3015873 18.6984127] ; [44.6984127 19.3015873],0
p1,1,0.33591,0.925979,[ 24 294] ; [ 24 220],[ 27.16014235 290.83985765] ; [ 20.83985765 223.16014235],0
