Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001076,10.692451,[74 19] ; [67 48],[63.04326923 29.95673077] ; [77.95673077 37.04326923],0
p5,1,0.001121,10.616403,[18 73] ; [  6 110],[10.55072464 80.44927536] ; [ 13.44927536 102.55072464],0
s4,1,0.00365,8.450339,[ 3 87] ; [18 96],[ 9.26470588 80.73529412] ; [ 11.73529412 102.26470588],0
s7,1,0.007399,7.173492,[36 49] ; [27 84],[27.32142857 57.67857143] ; [35.67857143 75.32142857],0
a1,1,0.012572,6.228408,[ 7 86] ; [  1 115],[ 3.55980861 89.44019139] ; [  4.44019139 111.55980861],0
p1,1,0.042219,4.126385,[11 82] ; [  5 111],[ 7.11961722 85.88038278] ; [  8.88038278 107.11961722],0
n2,1,0.0602,3.53187,[9 7] ; [20  4],[11.6  4.4] ; [17.4  6.6],0
s8,1,0.062844,3.460693,[33 58] ; [28 87],[26.94660194 64.05339806] ; [34.05339806 80.94660194],0
d2,1,0.084177,2.982353,[48 45] ; [46 70],[41.8277512 51.1722488] ; [52.1722488 63.8277512],0
p7,1,0.098145,2.735427,[64 26] ; [69 46],[58.3902439 31.6097561] ; [74.6097561 40.3902439],0
d4,1,0.119812,2.419773,[80 13] ; [90 26],[75.64593301 17.35406699] ; [94.35406699 21.64593301],0
v4,1,0.149206,2.080348,[89  4] ; [105  11],[86.32535885  6.67464115] ; [107.67464115   8.32535885],0
n3,1,0.157179,2.001162,[10  6] ; [19  4],[11.8974359  4.1025641] ; [17.1025641  5.8974359],0
b1,1,0.207481,1.588917,[40 53] ; [40 76],[35.59808612 57.40191388] ; [44.40191388 71.59808612],0
a5,1,0.221001,1.497857,[67 26] ; [92 24],[70.75119617 22.24880383] ; [88.24880383 27.75119617],0
p3,1,0.221121,1.497084,[55 35] ; [61 55],[50.67961165 39.32038835] ; [65.32038835 50.67961165],0
p10,1,0.246779,1.341447,[77 13] ; [92 24],[73.83495146 16.16504854] ; [95.16504854 20.83495146],0
u3,1,0.255626,1.292293,[15 15] ; [23 13],[17.27272727 12.72727273] ; [20.72727273 15.27272727],0
n4,1,0.266357,1.235414,[75 18] ; [86 30],[71.64114833 21.35885167] ; [89.35885167 26.64114833],0
