Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.736951,[75 14] ; [ 1 11],[66.97029703 22.02970297] ; [9.02970297 2.97029703],1
v4,1,7e-06,20.083185,[80  8] ; [5 7],[74.8 13.2] ; [10.2  1.8],1
p2,1,0.000124,14.729782,[59 30] ; [ 1 11],[52.87128713 36.12871287] ; [7.12871287 4.87128713],1
r1,1,0.000618,11.721162,[70 18] ; [4 8],[65.12 22.88] ; [8.88 3.12],1
s6,1,0.005673,7.651393,[52 36] ; [ 2 10],[47.52 40.48] ; [6.48 5.52],0
r2,1,0.00778,7.083346,[83  5] ; [7 3],[80.81632653  7.18367347] ; [9.18367347 0.81632653],0
s4,1,0.009599,6.707816,[ 7 79] ; [4 8],[ 9.65306122 76.34693878] ; [ 1.34693878 10.65306122],0
v2,1,0.011045,6.457997,[48 38] ; [ 2 10],[43.87755102 42.12244898] ; [6.12244898 5.87755102],0
p11,1,0.018693,5.530002,[47 42] ; [ 2 10],[43.17821782 45.82178218] ; [5.82178218 6.17821782],0
n2,1,0.026344,4.933273,[24 14] ; [2 7],[21.0212766 16.9787234] ; [4.9787234 4.0212766],0
p9,1,0.029943,4.71254,[37 49] ; [ 1 10],[33.69072165 52.30927835] ; [4.30927835 6.69072165],0
p7,1,0.031301,4.636392,[35 52] ; [ 1 11],[31.63636364 55.36363636] ; [4.36363636 7.63636364],0
p8,1,0.036747,4.362111,[34 53] ; [ 1 11],[30.75757576 56.24242424] ; [4.24242424 7.75757576],0
b1,1,0.042326,4.122128,[39 50] ; [9 3],[42.2970297 46.7029703] ; [5.7029703 6.2970297],0
n6,1,0.050946,3.810037,[65 23] ; [5 6],[62.22222222 25.77777778] ; [7.77777778 3.22222222],0
s8,1,0.070326,3.275391,[30 58] ; [ 1 11],[27.28 60.72] ; [3.72 8.28],0
v1,1,0.085652,2.954244,[37 50] ; [ 2 10],[34.27272727 52.72727273] ; [4.72727273 7.27272727],0
d4,1,0.097284,2.749511,[86  1] ; [11  1],[85.24242424  1.75757576] ; [11.75757576  0.24242424],0
s2,1,0.098907,2.723082,[36 51] ; [ 2 10],[33.39393939 53.60606061] ; [4.60606061 7.39393939],0
n3,1,0.103696,2.647758,[24 14] ; [3 6],[21.82978723 16.17021277] ; [5.17021277 3.82978723],0
p4,1,0.119722,2.420949,[43 45] ; [3 9],[40.48 47.52] ; [5.52 6.48],0
d2,1,0.125052,2.352878,[73 15] ; [7 4],[71.11111111 16.88888889] ; [8.88888889 2.11111111],0
p6,1,0.135099,2.232918,[24 60] ; [ 1 11],[21.875 62.125] ; [3.125 8.875],0
a1,1,0.157176,2.00119,[ 5 84] ; [ 2 10],[ 6.16831683 82.83168317] ; [ 0.83168317 11.16831683],0
b4,1,0.157595,1.997156,[56 33] ; [5 7],[53.75247525 35.24752475] ; [7.24752475 4.75247525],0
s7,1,0.163825,1.938561,[36 48] ; [2 8],[33.95744681 50.04255319] ; [4.04255319 5.95744681],0
s1,1,0.16656,1.913632,[ 5 82] ; [ 2 10],[ 6.15151515 80.84848485] ; [ 0.84848485 11.15151515],0
s3,1,0.169347,1.888715,[40 47] ; [3 9],[37.78787879 49.21212121] ; [5.21212121 6.78787879],0
p3,1,0.28263,1.154401,[28 60] ; [ 2 10],[26.4 61.6] ; [3.6 8.4],0
b5,1,0.305947,1.04809,[58 31] ; [6 6],[56.3960396 32.6039604] ; [7.6039604 4.3960396],0
u1,1,0.32582,0.96544,[27 62] ; [ 2 10],[25.55445545 63.44554455] ; [3.44554455 8.55445545],0
u2,1,0.328864,0.953366,[12  7] ; [1 2],[11.22727273  7.77272727] ; [1.77272727 1.22727273],0
a2,1,0.372901,0.793975,[34 55] ; [3 9],[32.6039604 56.3960396] ; [4.3960396 7.6039604],0
v3,1,0.373696,0.791337,[24 59] ; [ 2 10],[22.71578947 60.28421053] ; [3.28421053 8.71578947],0
s5,1,0.399067,0.711134,[17 70] ; [ 1 10],[15.97959184 71.02040816] ; [2.02040816 8.97959184],0
d3,1,0.546466,0.363687,[75 13] ; [11  1],[75.68 12.32] ; [10.32  1.68],0
p5,1,0.564959,0.33119,[ 4 85] ; [ 1 11],[ 4.40594059 84.59405941] ; [ 0.59405941 11.40594059],0
b2,1,0.607965,0.263149,[21 38] ; [4 5],[21.69117647 37.30882353] ; [3.30882353 5.69117647],0
b3,1,0.607965,0.263149,[21 38] ; [4 5],[21.69117647 37.30882353] ; [3.30882353 5.69117647],0
a6,1,0.724351,0.124362,[63 25] ; [8 4],[62.48 25.52] ; [8.52 3.48],0
a7,1,0.769383,0.085956,[63 26] ; [8 4],[62.56435644 26.43564356] ; [8.43564356 3.56435644],0
n1,1,0.801747,0.063045,[14 23] ; [3 6],[13.67391304 23.32608696] ; [3.32608696 5.67391304],0
a5,1,0.839475,0.041033,[72 17] ; [10  2],[72.25742574 16.74257426] ; [9.74257426 2.25742574],0
a3,1,0.844585,0.038429,[69 20] ; [9 3],[68.73267327 20.26732673] ; [9.26732673 2.73267327],0
u3,1,0.906855,0.01369,[14  6] ; [2 1],[13.91304348  6.08695652] ; [2.08695652 0.91304348],0
p1,1,0.940366,0.005596,[ 8 81] ; [ 1 11],[ 7.93069307 81.06930693] ; [ 1.06930693 10.93069307],0
n4,1,0.958553,0.002701,[58 30] ; [8 4],[58.08 29.92] ; [7.92 4.08],0
a4,1,0.963041,0.002147,[56 33] ; [7 4],[56.07 32.93] ; [6.93 4.07],0
n5,1,0.980103,0.000622,[51 37] ; [7 5],[51.04 36.96] ; [6.96 5.04],0
