Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,132.298076,[ 88 218] ; [213  66],[157.44615385 148.55384615] ; [143.55384615 135.44615385],1
s2,1,0.0,88.260847,[110 209] ; [211  80],[167.86721311 151.13278689] ; [153.13278689 137.86721311],1
s6,1,0.0,75.173322,[172 142] ; [254  38],[220.73267327  93.26732673] ; [205.26732673  86.73267327],1
s3,1,0.0,65.700262,[130 186] ; [214  76],[179.37953795 136.62046205] ; [164.62046205 125.37953795],1
s5,1,1e-06,23.55789,[ 84 229] ; [130 153],[112.38590604 200.61409396] ; [101.61409396 181.38590604],1
p6,1,8e-06,20.015254,[ 87 225] ; [133 160],[113.45454545 198.54545455] ; [106.54545455 186.45454545],1
p9,1,1e-05,19.554181,[244  69] ; [265  26],[263.76986755  49.23013245] ; [245.23013245  45.76986755],1
v3,1,3.3e-05,17.241195,[101 204] ; [141 141],[125.74105622 179.25894378] ; [116.25894378 165.74105622],1
n4,1,0.000155,14.30768,[236  84] ; [253  41],[254.8534202  65.1465798] ; [234.1465798  59.8534202],1
n5,1,0.000308,13.022779,[221  96] ; [241  52],[240.08852459  76.91147541] ; [221.91147541  71.08852459],1
p10,1,0.000365,12.700938,[243  73] ; [256  35],[259.77594728  56.22405272] ; [239.22405272  51.77594728],1
p5,1,0.000389,12.584757,[ 22 294] ; [ 47 245],[ 35.86184211 280.13815789] ; [ 33.13815789 258.86184211],1
p3,1,0.000395,12.557535,[140 176] ; [173 122],[161.87888707 154.12111293] ; [151.12111293 143.87888707],1
d2,1,0.000507,12.090488,[155 163] ; [185 110],[176.37846656 141.62153344] ; [163.62153344 131.37846656],1
v1,1,0.0006,11.776339,[155 159] ; [181 105],[175.84 138.16] ; [160.16 125.84],1
a3,1,0.000625,11.700921,[225  94] ; [242  52],[243.0228385  75.9771615] ; [223.9771615  70.0228385],1
p12,1,0.001723,9.823891,[ 15 301] ; [ 34 257],[ 25.50906096 290.49093904] ; [ 23.49093904 267.50906096],0
n6,1,0.001899,9.644647,[252  65] ; [260  33],[266.07213115  50.92786885] ; [245.92786885  47.07213115],0
u1,1,0.003173,8.70501,[ 58 262] ; [ 83 212],[ 73.36585366 246.63414634] ; [ 67.63414634 227.36585366],0
p4,1,0.004037,8.267277,[181 136] ; [201  93],[198.1898527 118.8101473] ; [183.8101473 110.1898527],0
b3,1,0.00443,8.098565,[ 49 124] ; [ 85 115],[ 62.15013405 110.84986595] ; [ 71.84986595 128.15013405],0
b2,1,0.00443,8.098565,[ 49 124] ; [ 85 115],[ 62.15013405 110.84986595] ; [ 71.84986595 128.15013405],0
r4,1,0.00562,7.668206,[297  23] ; [288   7],[304.3902439  15.6097561] ; [280.6097561  14.3902439],0
d1,1,0.010989,6.467162,[218 102] ; [228  67],[232.06504065  87.93495935] ; [213.93495935  81.06504065],0
u4,1,0.011933,6.320851,[  3 317] ; [ 12 283],[  7.80487805 312.19512195] ; [  7.19512195 287.80487805],0
p8,1,0.013366,6.120041,[152 161] ; [170 120],[167.14096186 145.85903814] ; [154.85903814 135.14096186],0
p7,1,0.016946,5.702008,[188 121] ; [200  85],[201.83838384 107.16161616] ; [186.16161616  98.83838384],0
a5,1,0.018531,5.545205,[241  79] ; [245  50],[252.87804878  67.12195122] ; [233.12195122  61.87804878],0
a8,1,0.02024,5.391074,[ 32 255] ; [ 48 217],[ 41.5942029 245.4057971] ; [ 38.4057971 226.5942029],0
s4,1,0.07371,3.198417,[ 43 270] ; [ 56 237],[ 51.13366337 261.86633663] ; [ 47.86633663 245.13366337],0
u3,1,0.08803,2.91003,[56 38] ; [39 14],[60.74829932 33.25170068] ; [34.25170068 18.74829932],0
a7,1,0.088467,2.902054,[250  69] ; [213  81],[240.94127243  78.05872757] ; [222.05872757  71.94127243],0
n1,1,0.09117,2.853589,[23 51] ; [28 34],[27.75 46.25] ; [23.25 38.75],0
r3,1,0.096199,2.767458,[302  14] ; [289   6],[305.65630115  10.34369885] ; [285.34369885   9.65630115],0
a1,1,0.110696,2.544256,[ 10 310] ; [ 17 278],[ 14.04878049 305.95121951] ; [ 12.95121951 282.04878049],0
u2,1,0.112248,2.522285,[50 43] ; [35 17],[54.51724138 38.48275862] ; [30.48275862 21.51724138],0
v2,1,0.123411,2.373494,[174 129] ; [182 104],[183.13752122 119.86247878] ; [172.86247878 113.13752122],0
b1,1,0.173362,1.853626,[111 209] ; [118 177],[119.15447154 200.84552846] ; [109.84552846 185.15447154],0
a6,1,0.225372,1.469831,[232  88] ; [200  94],[225.1465798  94.8534202] ; [206.8534202  87.1465798],0
a2,1,0.238851,1.387364,[ 86 234] ; [ 92 203],[ 92.61788618 227.38211382] ; [ 85.38211382 209.61788618],0
v4,1,0.257701,1.281068,[303  14] ; [287   8],[305.60457516  11.39542484] ; [284.39542484  10.60457516],0
a4,1,0.299635,1.075819,[158 162] ; [158 137],[164.42276423 155.57723577] ; [151.57723577 143.42276423],0
n2,1,0.312647,1.01946,[49 25] ; [46 16],[51.69117647 22.30882353] ; [43.30882353 18.69117647],0
p11,1,0.314833,1.010293,[243  77] ; [234  61],[248.19512195  71.80487805] ; [228.80487805  66.19512195],0
d4,1,0.345952,0.888249,[286  33] ; [271  24],[289.38599349  29.61400651] ; [267.61400651  27.38599349],0
n3,1,0.437007,0.604129,[55 18] ; [43 19],[52.99259259 20.00740741] ; [45.00740741 16.99259259],0
p1,1,0.457661,0.551608,[ 20 297] ; [ 23 270],[ 22.34590164 294.65409836] ; [ 20.65409836 272.34590164],0
s1,1,0.67752,0.172931,[  9 307] ; [ 10 281],[  9.89126853 306.10873147] ; [  9.10873147 281.89126853],0
d3,1,0.704565,0.143767,[245  75] ; [222  73],[242.99186992  77.00813008] ; [224.00813008  70.99186992],0
r2,1,0.751925,0.099921,[306  10] ; [285   8],[306.66009852   9.33990148] ; [284.33990148   8.66009852],0
p2,1,0.795242,0.067345,[270  46] ; [249  45],[268.85901639  47.14098361] ; [250.14098361  43.85901639],0
b5,1,0.869135,0.027145,[193 127] ; [176 119],[192. 128.] ; [177. 118.],0
b4,1,0.916098,0.011099,[189 131] ; [173 122],[188.35772358 131.64227642] ; [173.64227642 121.35772358],0
