Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.8e-05,18.438513,[29 17] ; [ 6 31],[19.39759036 26.60240964] ; [15.60240964 21.39759036],1
p7,1,0.000475,12.211487,[37  9] ; [15 20],[29.5308642 16.4691358] ; [22.4691358 12.5308642],1
p8,1,0.00195,9.595548,[33 13] ; [14 23],[26.04819277 19.95180723] ; [20.95180723 16.04819277],0
s8,1,0.00847,6.931325,[27 19] ; [11 26],[21.06024096 24.93975904] ; [16.93975904 20.06024096],0
p2,1,0.008656,6.892438,[40  6] ; [23 14],[34.91566265 11.08433735] ; [28.08433735  8.91566265],0
p5,1,0.009857,6.66063,[10 35] ; [ 1 36],[ 6.03658537 38.96341463] ; [ 4.96341463 32.03658537],0
s1,1,0.019763,5.432712,[ 1 45] ; [ 6 30],[ 3.92682927 42.07317073] ; [ 3.07317073 32.92682927],0
d3,1,0.036972,4.351686,[28 18] ; [14 23],[23.27710843 22.72289157] ; [18.72289157 18.27710843],0
d4,1,0.059272,3.557625,[34 12] ; [20 17],[29.92771084 16.07228916] ; [24.07228916 12.92771084],0
p9,1,0.061162,3.5056,[40  6] ; [26 11],[36.57831325  9.42168675] ; [29.42168675  7.57831325],0
s4,1,0.063525,3.442867,[ 7 39] ; [12 25],[10.53012048 35.46987952] ; [ 8.46987952 28.53012048],0
s6,1,0.064566,3.416028,[38  8] ; [24 13],[34.36144578 11.63855422] ; [27.63855422  9.36144578],0
s7,1,0.083996,2.985842,[31 14] ; [18 18],[27.22222222 17.77777778] ; [21.77777778 14.22222222],0
p12,1,0.091976,2.839437,[ 6 40] ; [ 1 36],[ 3.87951807 42.12048193] ; [ 3.12048193 33.87951807],0
n6,1,0.095859,2.773119,[39  7] ; [25 11],[35.90243902 10.09756098] ; [28.09756098  7.90243902],0
r1,1,0.130123,2.291034,[29 17] ; [29  8],[32.14457831 13.85542169] ; [25.85542169 11.14457831],0
a5,1,0.188409,1.730017,[29 17] ; [18 19],[26.04819277 19.95180723] ; [20.95180723 16.04819277],0
r2,1,0.201074,1.634558,[37  8] ; [34  3],[38.96341463  6.03658537] ; [32.03658537  4.96341463],0
a3,1,0.201662,1.6303,[30 16] ; [19 18],[27.15662651 18.84337349] ; [21.84337349 15.15662651],0
b5,1,0.227314,1.457587,[32 14] ; [21 16],[29.37349398 16.62650602] ; [23.62650602 13.37349398],0
d2,1,0.230323,1.438864,[14 32] ; [ 7 30],[11.63855422 34.36144578] ; [ 9.36144578 27.63855422],0
u3,1,0.24706,1.33985,[7 8] ; [12  6],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
n3,1,0.252136,1.311429,[4 1] ; [6 6],[2.94117647 2.05882353] ; [7.05882353 4.94117647],0
p10,1,0.289695,1.121038,[38  8] ; [27 10],[36.02409639  9.97590361] ; [28.97590361  8.02409639],0
n2,1,0.301409,1.067949,[3 2] ; [10  2],[3.82352941 1.17647059] ; [9.17647059 2.82352941],0
p6,1,0.304101,1.056122,[20 26] ; [12 25],[17.73493976 28.26506024] ; [14.26506024 22.73493976],0
u2,1,0.334746,0.930451,[10  5] ; [9 9],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
a6,1,0.384459,0.756394,[28 18] ; [19 18],[26.04819277 19.95180723] ; [20.95180723 16.04819277],0
p1,1,0.396806,0.717984,[ 8 38] ; [ 4 33],[ 6.65060241 39.34939759] ; [ 5.34939759 31.65060241],0
a1,1,0.419393,0.652016,[ 3 43] ; [ 1 36],[ 2.21686747 43.78313253] ; [ 1.78313253 35.21686747],0
v3,1,0.454675,0.558971,[15 31] ; [15 22],[16.62650602 29.37349398] ; [13.37349398 23.62650602],0
a4,1,0.464275,0.53557,[ 9 37] ; [ 5 32],[ 7.75903614 38.24096386] ; [ 6.24096386 30.75903614],0
b4,1,0.475017,0.510283,[26 20] ; [18 19],[24.38554217 21.61445783] ; [19.61445783 17.38554217],0
a7,1,0.478301,0.502735,[32 14] ; [23 14],[30.48192771 15.51807229] ; [24.51807229 12.48192771],0
r3,1,0.482882,0.492348,[42  4] ; [32  5],[41.01204819  4.98795181] ; [32.98795181  4.01204819],0
v1,1,0.487108,0.482908,[24 22] ; [16 20],[22.43902439 23.56097561] ; [17.56097561 18.43902439],0
v2,1,0.514391,0.425124,[18 27] ; [17 19],[19.44444444 25.55555556] ; [15.55555556 20.44444444],0
n1,1,0.536268,0.3825,[2 3] ; [3 9],[1.47058824 3.52941176] ; [3.52941176 8.47058824],0
p11,1,0.550651,0.356153,[35 11] ; [26 11],[33.80722892 12.19277108] ; [27.19277108  9.80722892],0
v4,1,0.648357,0.207978,[40  5] ; [34  3],[40.6097561  4.3902439] ; [33.3902439  3.6097561],0
n4,1,0.64959,0.206418,[32 14] ; [24 13],[31.03614458 14.96385542] ; [24.96385542 12.03614458],0
r4,1,0.654426,0.200365,[39  7] ; [30  7],[38.24096386  7.75903614] ; [30.75903614  6.24096386],0
a8,1,0.670177,0.181395,[ 7 36] ; [ 7 28],[ 7.71794872 35.28205128] ; [ 6.28205128 28.71794872],0
u1,1,0.689799,0.159303,[ 2 44] ; [ 1 36],[ 1.6626506 44.3373494] ; [ 1.3373494 35.6626506],0
b2,1,0.69281,0.15606,[12 19] ; [ 7 14],[11.32692308 19.67307692] ; [ 7.67307692 13.32692308],0
b3,1,0.69281,0.15606,[12 19] ; [ 7 14],[11.32692308 19.67307692] ; [ 7.67307692 13.32692308],0
s5,1,0.722023,0.126563,[17 28] ; [15 21],[17.77777778 27.22222222] ; [14.22222222 21.77777778],0
s3,1,0.79072,0.070424,[40  6] ; [32  4],[40.3902439  5.6097561] ; [31.6097561  4.3902439],0
