Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000252,13.400201,[ 9 29] ; [8 1],[13.74468085 24.25531915] ; [3.25531915 5.74468085],1
p5,1,0.002998,8.808905,[ 1 37] ; [3 6],[ 3.23404255 34.76595745] ; [0.76595745 8.23404255],0
d5,1,0.02427,5.075231,[18 20] ; [8 1],[21.0212766 16.9787234] ; [4.9787234 4.0212766],0
a8,1,0.053529,3.727318,[ 3 32] ; [3 6],[ 4.77272727 30.22727273] ; [1.22727273 7.77272727],0
n6,1,0.054803,3.688069,[20 17] ; [8 1],[22.52173913 14.47826087] ; [5.47826087 3.52173913],0
n4,1,0.062049,3.481745,[21 17] ; [8 1],[23.44680851 14.55319149] ; [5.55319149 3.44680851],0
a6,1,0.074418,3.182776,[13 25] ; [6 3],[15.36170213 22.63829787] ; [3.63829787 5.36170213],0
s3,1,0.107382,2.592333,[ 7 30] ; [4 5],[ 8.84782609 28.15217391] ; [2.15217391 6.84782609],0
p2,1,0.131766,2.271571,[19 19] ; [7 2],[21.0212766 16.9787234] ; [4.9787234 4.0212766],0
r4,1,0.147581,2.097082,[ 5 33] ; [3 6],[ 6.46808511 31.53191489] ; [1.53191489 7.46808511],0
v2,1,0.160087,1.973402,[13 24] ; [1 8],[11.26086957 25.73913043] ; [2.73913043 6.26086957],0
v1,1,0.217089,1.523511,[12 26] ; [1 8],[10.5106383 27.4893617] ; [2.4893617 6.5106383],0
v4,1,0.297698,1.084477,[18 20] ; [6 3],[19.40425532 18.59574468] ; [4.59574468 4.40425532],0
n1,1,0.360585,0.835855,[ 4 15] ; [1 1],[ 4.52380952 14.47619048] ; [0.47619048 1.52380952],0
p7,1,0.369831,0.804234,[11 27] ; [4 5],[12.12765957 25.87234043] ; [2.87234043 6.12765957],0
p10,1,0.408084,0.684376,[18 19] ; [3 6],[16.89130435 20.10869565] ; [4.10869565 4.89130435],0
b5,1,0.446347,0.579911,[20 18] ; [6 3],[21.0212766 16.9787234] ; [4.9787234 4.0212766],0
b4,1,0.463925,0.536408,[26 12] ; [5 4],[25.06382979 12.93617021] ; [5.93617021 3.06382979],0
s5,1,0.49222,0.471669,[ 5 33] ; [2 7],[ 5.65957447 32.34042553] ; [1.34042553 7.65957447],0
r3,1,0.588151,0.293241,[21 16] ; [6 3],[21.7173913 15.2826087] ; [5.2826087 3.7173913],0
s8,1,0.599802,0.275294,[ 7 31] ; [1 8],[ 6.46808511 31.53191489] ; [1.53191489 7.46808511],0
a5,1,0.629684,0.232489,[16 22] ; [3 6],[15.36170213 22.63829787] ; [3.63829787 5.36170213],0
v3,1,0.64428,0.213188,[ 6 32] ; [2 7],[ 6.46808511 31.53191489] ; [1.53191489 7.46808511],0
p11,1,0.658635,0.195186,[20 18] ; [4 5],[19.40425532 18.59574468] ; [4.59574468 4.40425532],0
d1,1,0.672156,0.17909,[10 28] ; [3 6],[10.5106383 27.4893617] ; [2.4893617 6.5106383],0
s6,1,0.673123,0.17797,[14 24] ; [4 5],[14.55319149 23.44680851] ; [3.44680851 5.55319149],0
d2,1,0.685068,0.164477,[11 27] ; [2 7],[10.5106383 27.4893617] ; [2.4893617 6.5106383],0
a3,1,0.710139,0.138138,[18 19] ; [5 4],[18.5 18.5] ; [4.5 4.5],0
n5,1,0.733301,0.116102,[23 15] ; [6 3],[23.44680851 14.55319149] ; [5.55319149 3.44680851],0
p1,1,0.755853,0.096678,[ 3 35] ; [1 8],[ 3.23404255 34.76595745] ; [0.76595745 8.23404255],0
p6,1,0.774304,0.082225,[ 3 34] ; [1 8],[ 3.2173913 33.7826087] ; [0.7826087 8.2173913],0
s7,1,0.784379,0.074866,[ 7 27] ; [2 6],[ 7.28571429 26.71428571] ; [1.71428571 6.28571429],0
b1,1,0.8744,0.024987,[20 18] ; [5 4],[20.21276596 17.78723404] ; [4.78723404 4.21276596],0
a7,1,0.8744,0.024987,[18 20] ; [4 5],[17.78723404 20.21276596] ; [4.21276596 4.78723404],0
p9,1,0.881235,0.022321,[19 17] ; [5 4],[19.2 16.8] ; [4.8 4.2],0
r1,1,0.919135,0.010307,[12 26] ; [3 6],[12.12765957 25.87234043] ; [2.87234043 6.12765957],0
s2,1,0.925789,0.008676,[ 9 29] ; [2 7],[ 8.89361702 29.10638298] ; [2.10638298 6.89361702],0
a4,1,0.925789,0.008676,[ 9 29] ; [2 7],[ 8.89361702 29.10638298] ; [2.10638298 6.89361702],0
d4,1,0.960173,0.002494,[25 13] ; [6 3],[25.06382979 12.93617021] ; [5.93617021 3.06382979],0
b2,1,0.975646,0.000932,[ 7 17] ; [2 5],[ 6.96774194 17.03225806] ; [2.03225806 4.96774194],0
b3,1,0.975646,0.000932,[ 7 17] ; [2 5],[ 6.96774194 17.03225806] ; [2.03225806 4.96774194],0
d3,1,0.987342,0.000252,[17 21] ; [4 5],[16.9787234 21.0212766] ; [4.0212766 4.9787234],0
u3,1,1.0,0.0,[ 5 15] ; [1 3],[ 5. 15.] ; [1. 3.],0
