Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004269,8.165899,[86  5] ; [41 11],[80.81818182 10.18181818] ; [46.18181818  5.81818182],0
d4,1,0.816907,0.053604,[68 23] ; [39 12],[68.57042254 22.42957746] ; [38.42957746 12.57042254],0
u3,1,0.820174,0.051675,[21 12] ; [14  7],[21.38888889 11.61111111] ; [13.61111111  7.38888889],0
d1,1,0.848261,0.03661,[40 51] ; [22 30],[39.45454545 51.54545455] ; [22.54545455 29.45454545],0
b4,1,0.872482,0.025762,[53 38] ; [31 21],[53.45454545 37.54545455] ; [30.54545455 21.45454545],0
a5,1,0.874402,0.024986,[45 46] ; [25 27],[44.54545455 46.45454545] ; [25.45454545 26.54545455],0
s7,1,0.878881,0.023222,[23 64] ; [13 34],[23.37313433 63.62686567] ; [12.62686567 34.37313433],0
v2,1,0.891795,0.018505,[37 50] ; [19 27],[36.63157895 50.36842105] ; [19.36842105 26.63157895],0
p3,1,0.951162,0.003751,[21 70] ; [12 39],[21.14788732 69.85211268] ; [11.85211268 39.14788732],0
u1,1,0.95759,0.002828,[ 9 82] ; [ 5 47],[ 8.90909091 82.09090909] ; [ 5.09090909 46.90909091],0
d2,1,1.0,0.0,[35 56] ; [20 32],[35. 56.] ; [20. 32.],0
