Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004269,8.165899,[86  5] ; [41 11],[80.81818182 10.18181818] ; [46.18181818  5.81818182],0
b1,1,0.00461,8.026524,[32 59] ; [31 21],[40.09090909 50.90909091] ; [22.90909091 29.09090909],0
r4,1,0.02772,4.845405,[73 18] ; [33 19],[67.45454545 23.54545455] ; [38.54545455 13.45454545],0
r2,1,0.038616,4.277673,[82  8] ; [41 11],[77.95774648 12.04225352] ; [45.04225352  6.95774648],0
u2,1,0.051254,3.799939,[14 19] ; [14  6],[17.43396226 15.56603774] ; [10.56603774  9.43396226],0
p11,1,0.061128,3.506502,[55 36] ; [23 29],[49.63636364 41.36363636] ; [28.36363636 23.63636364],0
a4,1,0.07901,3.085154,[27 64] ; [23 29],[31.81818182 59.18181818] ; [18.18181818 33.81818182],0
s6,1,0.082183,3.021198,[49 41] ; [20 31],[44.04255319 45.95744681] ; [24.95744681 26.04255319],0
v4,1,0.085282,2.961252,[84  6] ; [43  8],[81.06382979  8.93617021] ; [45.93617021  5.06382979],0
n5,1,0.105431,2.621401,[34 57] ; [12 38],[29.68794326 61.31205674] ; [16.31205674 33.68794326],0
p1,1,0.113734,2.501554,[ 3 88] ; [ 5 47],[ 5.09090909 85.90909091] ; [ 2.90909091 49.09090909],0
s1,1,0.11492,2.485228,[ 2 89] ; [ 4 48],[ 3.81818182 87.18181818] ; [ 2.18181818 49.81818182],0
s5,1,0.13474,2.237027,[27 63] ; [ 9 40],[23.30935252 66.69064748] ; [12.69064748 36.30935252],0
a8,1,0.165294,1.925112,[ 7 83] ; [ 1 48],[ 5.17985612 84.82014388] ; [ 2.82014388 46.17985612],0
p2,1,0.179735,1.799813,[61 30] ; [29 23],[57.27272727 33.72727273] ; [32.72727273 19.27272727],0
n2,1,0.200081,1.641784,[29 12] ; [15 12],[26.52941176 14.47058824] ; [17.47058824  9.52941176],0
n3,1,0.263967,1.247834,[25 16] ; [20  7],[27.13235294 13.86764706] ; [17.86764706  9.13235294],0
n1,1,0.268135,1.226261,[ 8 34] ; [ 8 18],[ 9.88235294 32.11764706] ; [ 6.11764706 19.88235294],0
s4,1,0.27015,1.215986,[25 66] ; [10 42],[22.27272727 68.72727273] ; [12.72727273 39.27272727],0
s8,1,0.298067,1.082822,[19 71] ; [15 37],[21.54929577 68.45070423] ; [12.45070423 39.54929577],0
s2,1,0.307245,1.042483,[39 51] ; [18 34],[36.12676056 53.87323944] ; [20.87323944 31.12676056],0
v1,1,0.331034,0.944848,[32 57] ; [23 29],[34.71631206 54.28368794] ; [20.28368794 31.71631206],0
p10,1,0.351297,0.868767,[56 33] ; [28 23],[53.4 35.6] ; [30.6 20.4],0
d3,1,0.39473,0.724321,[56 34] ; [28 23],[53.61702128 36.38297872] ; [30.38297872 20.61702128],0
a7,1,0.398792,0.711965,[60 30] ; [31 21],[57.67605634 32.32394366] ; [33.32394366 18.67605634],0
p9,1,0.422,0.644738,[62 25] ; [33 18],[59.89130435 27.10869565] ; [35.10869565 15.89130435],0
s3,1,0.442369,0.59013,[39 51] ; [26 26],[41.1971831 48.8028169] ; [23.8028169 28.1971831],0
d5,1,0.477138,0.505398,[64 26] ; [34 18],[62.11267606 27.88732394] ; [35.88732394 16.11267606],0
a1,1,0.478072,0.503259,[ 3 88] ; [ 3 49],[ 3.81818182 87.18181818] ; [ 2.18181818 49.81818182],0
p4,1,0.489557,0.4775,[27 64] ; [18 33],[28.83802817 62.16197183] ; [16.16197183 34.83802817],0
r1,1,0.539438,0.376583,[60 31] ; [31 20],[58.31690141 32.68309859] ; [32.68309859 18.31690141],0
p5,1,0.551439,0.354746,[ 2 89] ; [ 2 49],[ 2.56338028 88.43661972] ; [ 1.43661972 49.56338028],0
p6,1,0.562711,0.335033,[11 79] ; [ 8 43],[12.12765957 77.87234043] ; [ 6.87234043 44.12765957],0
v3,1,0.588397,0.292854,[20 68] ; [ 9 39],[18.76470588 69.23529412] ; [10.23529412 37.76470588],0
a6,1,0.627213,0.235859,[54 37] ; [33 19],[55.36363636 35.63636364] ; [31.63636364 20.36363636],0
a2,1,0.629939,0.232143,[13 78] ; [ 9 43],[14. 77.] ; [ 8. 44.],0
a3,1,0.660172,0.193315,[57 33] ; [31 21],[55.77464789 34.22535211] ; [32.22535211 19.77464789],0
p7,1,0.735605,0.114027,[35 55] ; [18 32],[34.07142857 55.92857143] ; [18.92857143 31.07142857],0
b5,1,0.74756,0.103593,[55 36] ; [30 22],[54.09090909 36.90909091] ; [30.90909091 21.09090909],0
b2,1,0.786853,0.073116,[12 31] ; [ 7 21],[11.50704225 31.49295775] ; [ 7.49295775 20.50704225],0
b3,1,0.786853,0.073116,[12 31] ; [ 7 21],[11.50704225 31.49295775] ; [ 7.49295775 20.50704225],0
