Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001248,10.417848,[58  5] ; [1 2],[56.31818182  6.68181818] ; [2.68181818 0.31818182],0
v4,1,0.044881,4.023114,[59  3] ; [2 1],[58.18461538  3.81538462] ; [2.81538462 0.18461538],0
s1,1,0.087913,2.912186,[ 4 58] ; [1 2],[ 4.76923077 57.23076923] ; [0.23076923 2.76923077],0
s4,1,0.116854,2.458995,[16 47] ; [2 1],[17.18181818 45.81818182] ; [0.81818182 2.18181818],0
r3,1,0.190699,1.71221,[57  6] ; [2 1],[56.31818182  6.68181818] ; [2.68181818 0.31818182],0
s2,1,0.236487,1.401416,[42 21] ; [1 2],[41.04545455 21.95454545] ; [1.95454545 1.04545455],0
p10,1,0.256369,1.288259,[55  7] ; [2 1],[54.36923077  7.63076923] ; [2.63076923 0.36923077],0
d3,1,0.264095,1.247166,[22 41] ; [2 1],[22.90909091 40.09090909] ; [1.09090909 1.90909091],0
a3,1,0.264095,1.247166,[41 22] ; [1 2],[40.09090909 22.90909091] ; [1.90909091 1.09090909],0
s8,1,0.292757,1.106899,[40 23] ; [1 2],[39.13636364 23.86363636] ; [1.86363636 1.13636364],0
n6,1,0.308902,1.035366,[55  8] ; [2 1],[54.40909091  8.59090909] ; [2.59090909 0.40909091],0
p4,1,0.353021,0.86257,[38 25] ; [1 2],[37.22727273 25.77272727] ; [1.77272727 1.22727273],0
p1,1,0.42788,0.628571,[10 53] ; [1 2],[10.5 52.5] ; [0.5 2.5],0
p2,1,0.42788,0.628571,[53 10] ; [2 1],[52.5 10.5] ; [2.5 0.5],0
p9,1,0.486162,0.485009,[52 11] ; [2 1],[51.54545455 11.45454545] ; [2.45454545 0.54545455],0
n5,1,0.496643,0.462104,[51 11] ; [2 1],[50.55384615 11.44615385] ; [2.44615385 0.55384615],0
d5,1,0.518957,0.415966,[33 30] ; [1 2],[32.45454545 30.54545455] ; [1.54545455 1.45454545],0
v1,1,0.536239,0.382555,[32 30] ; [1 2],[31.47692308 30.52307692] ; [1.52307692 1.47692308],0
p8,1,0.628113,0.234628,[33 30] ; [2 1],[33.40909091 29.59090909] ; [1.59090909 1.40909091],0
p3,1,0.687311,0.162011,[28 34] ; [1 2],[27.66153846 34.33846154] ; [1.33846154 1.66153846],0
b5,1,0.704804,0.143523,[35 28] ; [2 1],[35.31818182 27.68181818] ; [1.68181818 1.31818182],0
n4,1,0.719659,0.12882,[47 15] ; [2 1],[46.73846154 15.26153846] ; [2.26153846 0.73846154],0
r1,1,0.719659,0.12882,[47 15] ; [2 1],[46.73846154 15.26153846] ; [2.26153846 0.73846154],0
a7,1,0.825957,0.048352,[38 25] ; [2 1],[38.18181818 24.81818182] ; [1.81818182 1.18181818],0
p11,1,0.858743,0.031675,[45 18] ; [2 1],[44.86363636 18.13636364] ; [2.13636364 0.86363636],0
a5,1,0.906943,0.013665,[44 19] ; [2 1],[43.90909091 19.09090909] ; [2.09090909 0.90909091],0
a6,1,0.955045,0.003178,[41 22] ; [2 1],[41.04545455 21.95454545] ; [1.95454545 1.04545455],0
s3,1,0.968974,0.001513,[42 20] ; [2 1],[41.96923077 20.03076923] ; [2.03076923 0.96923077],0
p7,1,1.0,0.0,[42 21] ; [2 1],[42. 21.] ; [2. 1.],0
