Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.022452,5.210383,[14 33] ; [23 20],[19.32222222 27.67777778] ; [17.67777778 25.32222222],0
p3,1,0.027509,4.858557,[ 7 40] ; [15 28],[11.48888889 35.51111111] ; [10.51111111 32.48888889],0
n5,1,0.028439,4.801229,[34 12] ; [21 20],[29.08045977 16.91954023] ; [25.91954023 15.08045977],0
s7,1,0.03959,4.235349,[ 8 36] ; [16 26],[12.27906977 31.72093023] ; [11.72093023 30.27906977],0
a7,1,0.04659,3.960136,[15 31] ; [23 20],[19.64044944 26.35955056] ; [18.35955056 24.64044944],0
a3,1,0.057947,3.5952,[17 29] ; [24 18],[21.43181818 24.56818182] ; [19.56818182 22.43181818],0
s6,1,0.063764,3.436666,[13 34] ; [20 23],[17.23333333 29.76666667] ; [15.76666667 27.23333333],0
r3,1,0.066378,3.370401,[19 26] ; [26 16],[23.27586207 21.72413793] ; [21.72413793 20.27586207],0
s3,1,0.080961,3.04551,[12 34] ; [18 23],[15.86206897 30.13793103] ; [14.13793103 26.86206897],0
r1,1,0.097418,2.747317,[ 8 38] ; [14 29],[11.37078652 34.62921348] ; [10.62921348 32.37078652],0
n2,1,0.1234,2.373626,[14 11] ; [12  3],[16.25  8.75] ; [9.75 5.25],0
r2,1,0.183959,1.765348,[25 20] ; [16 23],[21.96428571 23.03571429] ; [19.03571429 19.96428571],0
s8,1,0.193545,1.690426,[ 6 41] ; [10 33],[ 8.35555556 38.64444444] ; [ 7.64444444 35.35555556],0
b5,1,0.194568,1.682689,[22 25] ; [26 17],[25.06666667 21.93333333] ; [22.93333333 20.06666667],0
v3,1,0.208084,1.584708,[ 5 40] ; [ 9 34],[ 7.15909091 37.84090909] ; [ 6.84090909 36.15909091],0
d2,1,0.252559,1.309095,[11 36] ; [ 6 37],[ 8.87777778 38.12222222] ; [ 8.12222222 34.87777778],0
d3,1,0.255402,1.293509,[11 35] ; [15 28],[13.43820225 32.56179775] ; [12.56179775 30.43820225],0
v1,1,0.257883,1.280086,[13 34] ; [16 25],[15.48863636 31.51136364] ; [13.51136364 27.48863636],0
p9,1,0.261105,1.26289,[24 21] ; [28 15],[26.59090909 18.40909091] ; [25.40909091 17.59090909],0
p5,1,0.284469,1.145613,[ 1 44] ; [ 3 40],[ 2.04545455 42.95454545] ; [ 1.95454545 41.04545455],0
n6,1,0.304158,1.055875,[23 23] ; [25 16],[25.37931034 20.62068966] ; [22.62068966 18.37931034],0
a5,1,0.319265,0.991953,[17 30] ; [20 23],[19.32222222 27.67777778] ; [17.67777778 25.32222222],0
n4,1,0.356379,0.850612,[28 18] ; [22 21],[25.84269663 20.15730337] ; [24.15730337 18.84269663],0
p10,1,0.370303,0.802646,[22 23] ; [24 17],[24.06976744 20.93023256] ; [21.93023256 19.06976744],0
u3,1,0.376462,0.782222,[ 8 22] ; [ 7 11],[ 9.375 20.625] ; [ 5.625 12.375],0
s5,1,0.38024,0.769927,[ 5 42] ; [ 7 34],[ 6.40909091 40.59090909] ; [ 5.59090909 35.40909091],0
u2,1,0.391193,0.735229,[12 18] ; [9 8],[13.40425532 16.59574468] ; [7.59574468 9.40425532],0
p7,1,0.393224,0.72895,[20 25] ; [22 19],[21.97674419 23.02325581] ; [20.02325581 20.97674419],0
p6,1,0.399931,0.708535,[11 35] ; [ 7 35],[ 9.40909091 36.59090909] ; [ 8.59090909 33.40909091],0
v4,1,0.406416,0.689262,[24 20] ; [26 15],[25.88235294 18.11764706] ; [24.11764706 16.88235294],0
n3,1,0.411868,0.673401,[15 10] ; [7 8],[13.75 11.25] ; [8.25 6.75],0
b1,1,0.413477,0.668781,[27 20] ; [21 22],[25.06666667 21.93333333] ; [22.93333333 20.06666667],0
p1,1,0.447,0.578248,[ 4 42] ; [ 2 41],[ 3.1011236 42.8988764] ; [ 2.8988764 40.1011236],0
s2,1,0.464345,0.535401,[11 36] ; [13 30],[12.53333333 34.46666667] ; [11.46666667 31.53333333],0
p12,1,0.491825,0.47253,[ 1 46] ; [ 2 40],[ 1.58426966 45.41573034] ; [ 1.41573034 40.58426966],0
b4,1,0.514089,0.425735,[23 24] ; [24 19],[24.54444444 22.45555556] ; [22.45555556 20.54444444],0
p2,1,0.518491,0.416894,[28 18] ; [29 14],[29.46067416 16.53932584] ; [27.53932584 15.46067416],0
a6,1,0.560564,0.338728,[19 28] ; [20 23],[20.36666667 26.63333333] ; [18.63333333 24.36666667],0
a1,1,0.622439,0.242454,[ 4 43] ; [ 5 38],[ 4.7 42.3] ; [ 4.3 38.7],0
a4,1,0.633447,0.227416,[ 9 38] ; [10 33],[ 9.92222222 37.07777778] ; [ 9.07777778 33.92222222],0
v2,1,0.662703,0.190256,[11 34] ; [12 30],[11.89655172 33.10344828] ; [11.10344828 30.89655172],0
p11,1,0.666076,0.186226,[23 24] ; [23 20],[24.02222222 22.97777778] ; [21.97777778 21.02222222],0
b3,1,0.728268,0.120707,[11 18] ; [ 8 16],[10.39622642 18.60377358] ; [ 8.60377358 15.39622642],0
b2,1,0.728268,0.120707,[11 18] ; [ 8 16],[10.39622642 18.60377358] ; [ 8.60377358 15.39622642],0
n1,1,0.804326,0.061381,[11 14] ; [6 9],[10.625 14.375] ; [6.375 8.625],0
a8,1,0.87802,0.023556,[ 3 41] ; [ 3 36],[ 3.18072289 40.81927711] ; [ 2.81927711 36.18072289],0
s1,1,0.920349,0.009999,[ 4 42] ; [ 4 39],[ 4.13483146 41.86516854] ; [ 3.86516854 39.13483146],0
u1,1,0.927475,0.008285,[ 2 45] ; [ 2 41],[ 2.08888889 44.91111111] ; [ 1.91111111 41.08888889],0
a2,1,0.927475,0.008285,[ 2 45] ; [ 2 41],[ 2.08888889 44.91111111] ; [ 1.91111111 41.08888889],0
p4,1,0.933149,0.007037,[16 31] ; [15 28],[16.18888889 30.81111111] ; [14.81111111 28.18888889],0
s4,1,0.947462,0.004342,[ 9 38] ; [ 8 35],[ 8.87777778 38.12222222] ; [ 8.12222222 34.87777778],0
p8,1,0.992017,0.0001,[16 30] ; [15 28],[16.02247191 29.97752809] ; [14.97752809 28.02247191],0
