Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,8e-06,19.954872,[46 19] ; [14 35],[34.21052632 30.78947368] ; [25.78947368 23.21052632],1
s8,1,1.5e-05,18.762675,[35 31] ; [ 7 43],[23.89655172 42.10344828] ; [18.10344828 31.89655172],1
s2,1,0.000165,14.189741,[38 28] ; [11 38],[28.12173913 37.87826087] ; [20.87826087 28.12173913],1
s7,1,0.00084,11.151074,[33 32] ; [ 9 37],[24.59459459 40.40540541] ; [17.40540541 28.59459459],1
s5,1,0.001526,10.046806,[21 41] ; [ 4 44],[14.09090909 47.90909091] ; [10.90909091 37.09090909],0
r3,1,0.004266,8.166967,[63  3] ; [39 11],[58.03448276  7.96551724] ; [43.96551724  6.03448276],0
p2,1,0.011679,6.359026,[55 11] ; [30 18],[49.21052632 16.78947368] ; [35.78947368 12.21052632],0
v4,1,0.019939,5.417196,[62  3] ; [41  9],[58.2173913  6.7826087] ; [44.7826087  5.2173913],0
d1,1,0.021282,5.303527,[38 28] ; [18 32],[31.86206897 34.13793103] ; [24.13793103 25.86206897],0
r4,1,0.051364,3.796364,[54 12] ; [33 17],[49.5 16.5] ; [37.5 12.5],0
u2,1,0.06124,3.503481,[18  3] ; [10  7],[15.47368421  5.52631579] ; [12.52631579  4.47368421],0
p7,1,0.074033,3.191253,[39 23] ; [22 26],[34.38181818 27.61818182] ; [26.61818182 21.38181818],0
r1,1,0.077791,3.110462,[49 16] ; [30 20],[44.65217391 20.34782609] ; [34.34782609 15.65217391],0
v1,1,0.077896,3.108273,[35 28] ; [19 30],[30.375 32.625] ; [23.625 25.375],0
s4,1,0.153155,2.040541,[13 53] ; [ 5 45],[10.24137931 55.75862069] ; [ 7.75862069 42.24137931],0
p4,1,0.155695,2.015551,[35 31] ; [19 29],[31.26315789 34.73684211] ; [22.73684211 25.26315789],0
a5,1,0.240986,1.374815,[44 22] ; [28 22],[40.96551724 25.03448276] ; [31.03448276 18.96551724],0
b1,1,0.260621,1.265455,[30 36] ; [28 22],[33. 33.] ; [25. 25.],0
a2,1,0.267307,1.230513,[13 53] ; [ 6 44],[10.81034483 55.18965517] ; [ 8.18965517 41.81034483],0
d5,1,0.285062,1.142798,[50 15] ; [34 16],[47.47826087 17.52173913] ; [36.52173913 13.47826087],0
p3,1,0.286365,1.136635,[28 38] ; [16 33],[25.25217391 40.74782609] ; [18.74782609 30.25217391],0
d2,1,0.344939,0.891987,[25 40] ; [15 35],[22.60869565 42.39130435] ; [17.39130435 32.60869565],0
p6,1,0.377822,0.777778,[18 46] ; [10 38],[16. 48.] ; [12. 36.],0
u1,1,0.381404,0.76617,[ 7 59] ; [ 3 47],[ 5.68965517 60.31034483] ; [ 4.31034483 45.68965517],0
u3,1,0.415426,0.663219,[15  6] ; [10  7],[13.81578947  7.18421053] ; [11.18421053  5.81578947],0
a6,1,0.416813,0.659283,[45 20] ; [31 19],[42.95652174 22.04347826] ; [33.04347826 16.95652174],0
n1,1,0.420287,0.649513,[10 15] ; [5 4],[11.02941176 13.97058824] ; [3.97058824 5.02941176],0
r2,1,0.440757,0.594311,[58  6] ; [43  7],[56.70175439  7.29824561] ; [44.29824561  5.70175439],0
b2,1,0.463542,0.537328,[13 27] ; [ 6 19],[11.69230769 28.30769231] ; [ 7.30769231 17.69230769],0
b3,1,0.463542,0.537328,[13 27] ; [ 6 19],[11.69230769 28.30769231] ; [ 7.30769231 17.69230769],0
v2,1,0.464733,0.534471,[30 29] ; [21 27],[28.12149533 30.87850467] ; [22.87850467 25.12149533],0
p12,1,0.468519,0.525466,[ 3 63] ; [ 1 48],[ 2.29565217 63.70434783] ; [ 1.70434783 47.29565217],0
a8,1,0.473274,0.514321,[ 8 53] ; [ 4 42],[ 6.8411215 54.1588785] ; [ 5.1588785 40.8411215],0
d3,1,0.473782,0.513143,[44 21] ; [30 19],[42.19298246 22.80701754] ; [31.80701754 17.19298246],0
v3,1,0.504578,0.445294,[15 44] ; [15 33],[16.54205607 42.45794393] ; [13.45794393 34.54205607],0
b5,1,0.538636,0.378074,[44 22] ; [36 14],[45.51724138 20.48275862] ; [34.48275862 15.51724138],0
p11,1,0.547905,0.361084,[47 19] ; [33 17],[45.51724138 20.48275862] ; [34.48275862 15.51724138],0
n4,1,0.591488,0.288027,[35 31] ; [24 26],[33.56896552 32.43103448] ; [25.43103448 24.56896552],0
a4,1,0.60259,0.271107,[22 44] ; [19 31],[23.32758621 42.67241379] ; [17.67241379 32.32758621],0
d4,1,0.606178,0.265778,[52 13] ; [38 12],[50.86956522 14.13043478] ; [39.13043478 10.86956522],0
p1,1,0.645021,0.212236,[ 5 61] ; [ 5 45],[ 5.68965517 60.31034483] ; [ 4.31034483 45.68965517],0
a7,1,0.657277,0.196848,[45 21] ; [36 14],[46.0862069 19.9137931] ; [34.9137931 15.0862069],0
n2,1,0.674576,0.176296,[21  4] ; [7 2],[20.58823529  4.41176471] ; [7.41176471 1.58823529],0
p5,1,0.723626,0.125045,[ 5 60] ; [ 3 47],[ 4.52173913 60.47826087] ; [ 3.47826087 46.52173913],0
n3,1,0.736193,0.113501,[18  7] ; [7 2],[18.38235294  6.61764706] ; [6.61764706 2.38235294],0
n5,1,0.808435,0.05878,[32 33] ; [23 26],[31.35964912 33.64035088] ; [23.64035088 25.35964912],0
p10,1,0.873654,0.025287,[52 14] ; [38 11],[51.65217391 14.34782609] ; [38.34782609 10.65217391],0
s1,1,0.890424,0.01898,[ 3 62] ; [ 2 47],[ 2.85087719 62.14912281] ; [ 2.14912281 46.85087719],0
p8,1,0.938192,0.006013,[27 38] ; [20 29],[26.79824561 38.20175439] ; [20.20175439 28.79824561],0
a3,1,0.940001,0.005665,[44 22] ; [33 17],[43.81034483 22.18965517] ; [33.18965517 16.81034483],0
b4,1,0.953428,0.003411,[36 30] ; [27 23],[35.84482759 30.15517241] ; [27.15517241 22.84482759],0
a1,1,0.989169,0.000184,[ 4 62] ; [ 3 47],[ 3.98275862 62.01724138] ; [ 3.01724138 46.98275862],0
