Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.008481,6.928984,[ 5 38] ; [16 29],[10.26136364 32.73863636] ; [10.73863636 34.26136364],0
a7,1,0.014893,5.929037,[24 19] ; [36  9],[29.31818182 13.68181818] ; [30.68181818 14.31818182],0
p2,1,0.017751,5.620562,[28 15] ; [39  6],[32.73863636 10.26136364] ; [34.26136364 10.73863636],0
v2,1,0.024261,5.075857,[16 27] ; [27 17],[21.25287356 21.74712644] ; [21.74712644 22.25287356],0
v3,1,0.034426,4.473435,[10 31] ; [20 23],[14.64285714 26.35714286] ; [15.35714286 27.64285714],0
s8,1,0.036898,4.355094,[13 30] ; [23 21],[17.79310345 25.20689655] ; [18.20689655 25.79310345],0
r2,1,0.042054,4.133047,[37  6] ; [44  1],[39.57954545  3.42045455] ; [41.42045455  3.57954545],0
n5,1,0.045966,3.982847,[22 21] ; [31 12],[26.5 16.5] ; [26.5 16.5],0
a6,1,0.056385,3.640636,[20 23] ; [30 15],[24.43181818 18.56818182] ; [25.56818182 19.43181818],0
s6,1,0.062921,3.458659,[27 16] ; [34  8],[30.85882353 12.14117647] ; [30.14117647 11.85882353],0
b5,1,0.082312,3.018641,[25 18] ; [34 11],[28.82954545 14.17045455] ; [30.17045455 14.82954545],0
a4,1,0.0846,2.974245,[16 27] ; [25 20],[20.03409091 22.96590909] ; [20.96590909 24.03409091],0
p9,1,0.085466,2.957771,[24 19] ; [33 12],[27.85227273 15.14772727] ; [29.14772727 15.85227273],0
d3,1,0.123478,2.372644,[27 16] ; [35 10],[30.29545455 12.70454545] ; [31.70454545 13.29545455],0
s3,1,0.128897,2.305736,[27 16] ; [21 24],[23.45454545 19.54545455] ; [24.54545455 20.45454545],0
n1,1,0.182803,1.774691,[7 7] ; [7 2],[8.52173913 5.47826087] ; [5.47826087 3.52173913],0
s4,1,0.189094,1.724664,[13 30] ; [ 8 36],[10.37931034 32.62068966] ; [10.62068966 33.37931034],0
u3,1,0.193868,1.687977,[8 7] ; [10  3],[9.64285714 5.35714286] ; [8.35714286 4.64285714],0
