Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.008481,6.928984,[ 5 38] ; [16 29],[10.26136364 32.73863636] ; [10.73863636 34.26136364],0
p1,1,0.198227,1.655391,[ 8 35] ; [ 4 40],[ 5.93103448 37.06896552] ; [ 6.06896552 37.93103448],0
p10,1,0.204818,1.607685,[20 23] ; [27 18],[22.96590909 20.03409091] ; [24.03409091 20.96590909],0
b1,1,0.20673,1.594183,[23 20] ; [30 15],[25.89772727 17.10227273] ; [27.10227273 17.89772727],0
d5,1,0.22768,1.455297,[33 10] ; [39  6],[35.18181818  7.81818182] ; [36.81818182  8.18181818],0
r1,1,0.276477,1.184324,[29 14] ; [35 10],[31.27272727 11.72727273] ; [32.72727273 12.27272727],0
a5,1,0.288511,1.126556,[27 16] ; [33 12],[29.31818182 13.68181818] ; [30.68181818 14.31818182],0
s7,1,0.310648,1.02792,[17 20] ; [23 17],[19.22077922 17.77922078] ; [20.77922078 19.22077922],0
n6,1,0.336236,0.924731,[29 14] ; [33 10],[31. 12.] ; [31. 12.],0
p6,1,0.337333,0.920542,[22 21] ; [18 26],[19.77011494 23.22988506] ; [20.22988506 23.77011494],0
a3,1,0.442967,0.588584,[28 15] ; [32 12],[29.65517241 13.34482759] ; [30.34482759 13.65517241],0
u1,1,0.450841,0.568538,[ 6 37] ; [ 9 36],[ 7.32954545 35.67045455] ; [ 7.67045455 37.32954545],0
n3,1,0.524052,0.405911,[11  3] ; [8 1],[11.56521739  2.43478261] ; [7.43478261 1.56521739],0
d1,1,0.543725,0.368679,[25 18] ; [29 16],[26.38636364 16.61363636] ; [27.61363636 17.38636364],0
p7,1,0.545496,0.365449,[26 17] ; [30 15],[27.36363636 15.63636364] ; [28.63636364 16.36363636],0
s5,1,0.549602,0.358031,[14 26] ; [17 24],[15.30864198 24.69135802] ; [15.69135802 25.30864198],0
p5,1,0.551448,0.354729,[ 4 39] ; [ 6 39],[ 4.88636364 38.11363636] ; [ 5.11363636 39.88636364],0
b2,1,0.560427,0.338965,[ 6 20] ; [ 7 16],[ 6.89795918 19.10204082] ; [ 6.10204082 16.89795918],0
b3,1,0.560427,0.338965,[ 6 20] ; [ 7 16],[ 6.89795918 19.10204082] ; [ 6.10204082 16.89795918],0
b4,1,0.631023,0.230675,[27 16] ; [26 19],[25.89772727 17.10227273] ; [27.10227273 17.89772727],0
r3,1,0.656159,0.198223,[36  6] ; [40  5],[36.68965517  5.31034483] ; [39.31034483  5.68965517],0
p8,1,0.68555,0.163945,[20 23] ; [19 26],[19.05681818 23.94318182] ; [19.94318182 25.05681818],0
v4,1,0.686937,0.162422,[37  6] ; [40  5],[37.625  5.375] ; [39.375  5.625],0
a8,1,0.693221,0.155621,[ 4 36] ; [ 5 34],[ 4.55696203 35.44303797] ; [ 4.44303797 34.55696203],0
d4,1,0.703775,0.144574,[35  8] ; [38  7],[35.67045455  7.32954545] ; [37.32954545  7.67045455],0
p4,1,0.709082,0.139195,[29 14] ; [32 13],[29.80681818 13.19318182] ; [31.19318182 13.80681818],0
n4,1,0.760355,0.093034,[30 13] ; [32 12],[30.64367816 12.35632184] ; [31.35632184 12.64367816],0
u2,1,0.780914,0.077355,[6 9] ; [5 6],[6.34615385 8.65384615] ; [4.65384615 6.34615385],0
d2,1,0.80675,0.05984,[25 18] ; [25 20],[24.43181818 18.56818182] ; [25.56818182 19.43181818],0
s2,1,0.921208,0.009784,[23 20] ; [24 20],[23.22988506 19.77011494] ; [23.77011494 20.22988506],0
r4,1,0.926096,0.008604,[36  7] ; [38  7],[36.15909091  6.84090909] ; [37.84090909  7.15909091],0
a1,1,0.962883,0.002166,[ 2 41] ; [ 2 43],[ 1.95454545 41.04545455] ; [ 2.04545455 42.95454545],0
n2,1,0.964079,0.002028,[11  3] ; [7 2],[10.95652174  3.04347826] ; [7.04347826 1.95652174],0
u4,1,0.974056,0.001058,[ 1 42] ; [ 1 44],[ 0.97727273 42.02272727] ; [ 1.02272727 43.97727273],0
s1,1,0.981222,0.000554,[ 2 41] ; [ 2 42],[ 1.97701149 41.02298851] ; [ 2.02298851 41.97701149],0
