Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001029,10.774279,[ 5 83] ; [10 28],[10.47619048 77.52380952] ; [ 4.52380952 33.47619048],0
p2,1,0.001503,10.075028,[34 56] ; [26 12],[42.1875 47.8125] ; [17.8125 20.1875],0
r4,1,0.004019,8.275396,[52 38] ; [32  6],[59.0625 30.9375] ; [24.9375 13.0625],0
n3,1,0.00674,7.340888,[20 20] ; [12  1],[24.1509434 15.8490566] ; [7.8490566 5.1509434],0
v4,1,0.007628,7.118828,[62 27] ; [34  3],[67.80952381 21.19047619] ; [28.19047619  8.80952381],0
s3,1,0.009116,6.800049,[27 61] ; [21 17],[33.52380952 54.47619048] ; [14.47619048 23.52380952],0
r3,1,0.023189,5.154319,[63 26] ; [34  4],[67.97637795 21.02362205] ; [29.02362205  8.97637795],0
d3,1,0.027319,4.870524,[50 40] ; [13 25],[44.296875 45.703125] ; [18.703125 19.296875],0
p10,1,0.031547,4.622973,[12 77] ; [11 26],[16.24603175 72.75396825] ; [ 6.75396825 30.24603175],0
d1,1,0.032204,4.587599,[42 48] ; [10 28],[36.5625 53.4375] ; [15.4375 22.5625],0
p3,1,0.033062,4.54255,[17 72] ; [14 24],[21.72440945 67.27559055] ; [ 9.27559055 28.72440945],0
n2,1,0.045751,3.990721,[22 21] ; [10  2],[25.01818182 17.98181818] ; [6.98181818 5.01818182],0
v1,1,0.061901,3.485717,[25 65] ; [17 21],[29.53125 60.46875] ; [12.46875 25.53125],0
d5,1,0.063087,3.454316,[67 23] ; [22 16],[62.578125 27.421875] ; [26.421875 11.578125],0
s2,1,0.073938,3.193359,[19 69] ; [14 24],[23.04761905 64.95238095] ; [ 9.95238095 28.04761905],0
a7,1,0.075598,3.157087,[55 34] ; [17 21],[50.45669291 38.54330709] ; [21.54330709 16.45669291],0
a5,1,0.104503,2.635441,[52 38] ; [16 22],[47.8125 42.1875] ; [20.1875 17.8125],0
v2,1,0.10539,2.622023,[28 60] ; [17 19],[31.93548387 56.06451613] ; [13.06451613 22.93548387],0
d4,1,0.133334,2.253253,[65 24] ; [22 15],[61.45238095 27.54761905] ; [25.54761905 11.45238095],0
a3,1,0.139278,2.185917,[57 32] ; [19 19],[53.25984252 35.74015748] ; [22.74015748 15.25984252],0
p11,1,0.141693,2.159477,[37 53] ; [21 17],[40.78125 49.21875] ; [17.21875 20.78125],0
s4,1,0.144634,2.12795,[16 73] ; [ 3 35],[13.31496063 75.68503937] ; [ 5.68503937 32.31496063],0
p1,1,0.151767,2.054401,[ 9 80] ; [ 1 37],[ 7.00787402 81.99212598] ; [ 2.99212598 35.00787402],0
a2,1,0.154132,2.030878,[19 71] ; [ 4 34],[16.171875 73.828125] ; [ 6.828125 31.171875],0
