Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001029,10.774279,[ 5 83] ; [10 28],[10.47619048 77.52380952] ; [ 4.52380952 33.47619048],0
a1,1,0.155833,2.014202,[ 9 81] ; [ 1 37],[ 7.03125 82.96875] ; [ 2.96875 35.03125],0
d2,1,0.228973,1.447232,[45 43] ; [15 23],[41.9047619 46.0952381] ; [18.0952381 19.9047619],0
a6,1,0.230848,1.435632,[53 37] ; [18 20],[49.921875 40.078125] ; [21.078125 16.921875],0
a4,1,0.25875,1.275433,[41 48] ; [13 24],[38.14285714 50.85714286] ; [15.85714286 21.14285714],0
a8,1,0.264747,1.243761,[ 5 81] ; [ 4 30],[ 6.45 79.55] ; [ 2.55 31.45],0
n6,1,0.310739,1.027533,[53 37] ; [26 12],[55.546875 34.453125] ; [23.453125 14.546875],0
r2,1,0.417704,0.656765,[72 17] ; [33  5],[73.58267717 15.41732283] ; [31.41732283  6.58267717],0
n5,1,0.454399,0.559656,[48 42] ; [23 15],[49.921875 40.078125] ; [21.078125 16.921875],0
p4,1,0.507648,0.438912,[23 66] ; [12 26],[24.52755906 64.47244094] ; [10.47244094 27.52755906],0
u3,1,0.513121,0.427697,[17 16] ; [ 8 11],[15.86538462 17.13461538] ; [9.13461538 9.86538462],0
p12,1,0.531938,0.390688,[ 1 88] ; [ 1 37],[ 1.4015748 87.5984252] ; [ 0.5984252 37.4015748],0
b1,1,0.556382,0.346008,[47 43] ; [22 16],[48.515625 41.484375] ; [20.484375 17.515625],0
b4,1,0.563026,0.334493,[57 33] ; [22 16],[55.546875 34.453125] ; [23.453125 14.546875],0
s7,1,0.592502,0.286454,[19 63] ; [10 26],[20.15254237 61.84745763] ; [ 8.84745763 27.15254237],0
u2,1,0.60293,0.270599,[13 20] ; [8 9],[13.86 19.14] ; [7.14 9.86],0
n1,1,0.73214,0.117155,[13 29] ; [4 7],[13.47169811 28.52830189] ; [3.52830189 7.47169811],0
s6,1,0.779274,0.078548,[34 56] ; [13 24],[33.30708661 56.69291339] ; [13.69291339 23.30708661],0
u1,1,0.785205,0.07428,[11 79] ; [ 4 34],[10.546875 79.453125] ; [ 4.453125 33.546875],0
r1,1,0.80801,0.059046,[62 28] ; [27 11],[62.578125 27.421875] ; [26.421875 11.578125],0
b5,1,0.818211,0.052829,[47 43] ; [19 19],[46.40625 43.59375] ; [19.59375 18.40625],0
s1,1,0.87328,0.025438,[ 8 81] ; [ 3 34],[ 7.76984127 81.23015873] ; [ 3.23015873 33.76984127],0
s8,1,0.879397,0.023023,[16 74] ; [ 7 30],[16.2992126 73.7007874] ; [ 6.7007874 30.2992126],0
p5,1,0.888768,0.019562,[ 2 88] ; [ 1 37],[ 2.109375 87.890625] ; [ 0.890625 37.109375],0
n4,1,0.923521,0.009216,[60 30] ; [25 13],[59.765625 30.234375] ; [25.234375 12.765625],0
v3,1,0.980815,0.000578,[25 62] ; [11 27],[25.056 61.944] ; [10.944 27.056],0
s5,1,0.981075,0.000563,[17 72] ; [ 7 30],[16.95238095 72.04761905] ; [ 7.04761905 29.95238095],0
b2,1,0.985167,0.000346,[21 39] ; [ 8 15],[20.96385542 39.03614458] ; [ 8.03614458 14.96385542],0
b3,1,0.985167,0.000346,[21 39] ; [ 8 15],[20.96385542 39.03614458] ; [ 8.03614458 14.96385542],0
