Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.705915,[20 14] ; [19 91],[ 9.20833333 24.79166667] ; [29.79166667 80.20833333],1
p8,1,4.9e-05,16.504761,[15 21] ; [ 13 101],[ 6.72 29.28] ; [21.28 92.72],1
p11,1,0.020737,5.348782,[25 11] ; [54 60],[18.96 17.04] ; [60.04 53.96],0
b1,1,0.490331,0.475799,[21 15] ; [59 55],[19.2 16.8] ; [60.8 53.2],0
p1,1,0.935011,0.006649,[ 3 33] ; [ 10 104],[ 3.12 32.88] ; [  9.88 104.12],0
