Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,47.290639,[23 39] ; [116  20],[43.52525253 18.47474747] ; [95.47474747 40.52525253],1
n6,1,0.0,27.161815,[38 24] ; [124  11],[50.98477157 11.01522843] ; [111.01522843  23.98477157],1
b2,1,0.005746,7.628138,[ 2 34] ; [21 53],[ 7.52727273 28.47272727] ; [15.47272727 58.52727273],0
b3,1,0.005746,7.628138,[ 2 34] ; [21 53],[ 7.52727273 28.47272727] ; [15.47272727 58.52727273],0
a8,1,0.011621,6.367783,[ 2 54] ; [ 22 106],[ 7.30434783 48.69565217] ; [ 16.69565217 111.30434783],0
s7,1,0.014815,5.938294,[20 40] ; [67 61],[27.76595745 32.23404255] ; [59.23404255 68.76595745],0
a3,1,0.017508,5.644705,[30 32] ; [90 46],[37.57575758 24.42424242] ; [82.42424242 53.57575758],0
p9,1,0.018839,5.516377,[44 18] ; [115  20],[50.04060914 11.95939086] ; [108.95939086  26.04060914],0
p4,1,0.033464,4.521862,[33 29] ; [93 42],[39.65482234 22.34517766] ; [86.34517766 48.65482234],0
p10,1,0.04096,4.17767,[44 17] ; [115  21],[49.23350254 11.76649746] ; [109.76649746  26.23350254],0
p11,1,0.047156,3.939796,[45 17] ; [115  21],[50.1010101 11.8989899] ; [109.8989899  26.1010101],0
a6,1,0.05128,3.79909,[34 28] ; [94 42],[40.08080808 21.91919192] ; [87.91919192 48.08080808],0
a2,1,0.060396,3.526489,[ 5 57] ; [ 25 111],[ 9.39393939 52.60606061] ; [ 20.60606061 115.39393939],0
p2,1,0.072174,3.232862,[49 12] ; [122  14],[52.94923858  8.05076142] ; [118.05076142  17.94923858],0
a5,1,0.082973,3.005693,[36 26] ; [96 40],[41.33333333 20.66666667] ; [90.66666667 45.33333333],0
p3,1,0.103988,2.643291,[30 32] ; [82 53],[35.24873096 26.75126904] ; [76.75126904 58.24873096],0
b1,1,0.108141,2.581187,[19 43] ; [58 78],[24.11111111 37.88888889] ; [52.88888889 83.11111111],0
p6,1,0.111534,2.532344,[20 41] ; [61 75],[25.08121827 35.91878173] ; [55.91878173 80.08121827],0
s6,1,0.119978,2.417613,[35 27] ; [89 42],[39.83419689 22.16580311] ; [84.16580311 46.83419689],0
r1,1,0.122952,2.379313,[43 19] ; [108  28],[47.28282828 14.71717172] ; [103.71717172  32.28282828],0
u1,1,0.125684,2.345024,[ 4 58] ; [ 19 117],[ 7.2020202 54.7979798] ; [ 15.7979798 120.2020202],0
s2,1,0.132592,2.261891,[25 37] ; [70 65],[29.89847716 32.10152284] ; [65.10152284 69.89847716],0
a4,1,0.138527,2.194247,[17 45] ; [52 84],[21.60606061 40.39393939] ; [47.39393939 88.60606061],0
b4,1,0.139606,2.182302,[38 24] ; [68 68],[33.19191919 28.80808081] ; [72.80808081 63.19191919],0
n2,1,0.148439,2.088218,[8 7] ; [21  7],[10.11627907  4.88372093] ; [18.88372093  9.11627907],0
s3,1,0.182626,1.776126,[29 32] ; [78 57],[33.30102041 27.69897959] ; [73.69897959 61.30102041],0
v4,1,0.185651,1.751794,[56  5] ; [130   5],[57.8877551  3.1122449] ; [128.1122449   6.8877551],0
r4,1,0.194639,1.682154,[51 11] ; [121  15],[53.85858586  8.14141414] ; [118.14141414  17.85858586],0
p5,1,0.204445,1.610336,[ 5 56] ; [ 20 116],[ 7.74111675 53.25888325] ; [ 17.25888325 118.74111675],0
n1,1,0.23478,1.411667,[ 2 13] ; [ 8 19],[ 3.57142857 11.42857143] ; [ 6.42857143 20.57142857],0
s4,1,0.240597,1.37709,[ 9 53] ; [ 29 105],[12.02040816 49.97959184] ; [ 25.97959184 108.02040816],0
p1,1,0.256906,1.285354,[ 4 57] ; [ 16 119],[ 6.2244898 54.7755102] ; [ 13.7755102 121.2244898],0
d3,1,0.287942,1.129217,[44 18] ; [86 50],[40.70707071 21.29292929] ; [89.29292929 46.70707071],0
d5,1,0.348761,0.877959,[49 13] ; [99 37],[46.34343434 15.65656566] ; [101.65656566  34.34343434],0
