Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,51.141213,[41 72] ; [161  49],[70.66873065 42.33126935] ; [131.33126935  78.66873065],1
a6,1,0.0,39.409539,[52 61] ; [169  42],[77.07716049 35.92283951] ; [143.92283951  67.07716049],1
r4,1,0.0,28.163814,[74 39] ; [190  22],[91.79076923 21.20923077] ; [172.20923077  39.79076923],1
r3,1,2e-06,23.038094,[87 26] ; [200  11],[100.09567901  12.90432099] ; [186.90432099  24.09567901],1
a2,1,1.6e-05,18.590855,[ 13 100] ; [ 71 141],[29.20615385 83.79384615] ; [ 54.79384615 157.20615385],1
u1,1,4.2e-05,16.784635,[  8 105] ; [ 55 157],[21.90461538 91.09538462] ; [ 41.09538462 170.90461538],1
d1,1,0.000226,13.598757,[44 69] ; [128  84],[59.80307692 53.19692308] ; [112.19692308  99.80307692],1
r1,1,0.000294,13.105908,[68 45] ; [166  44],[81.86377709 31.13622291] ; [152.13622291  57.86377709],1
d4,1,0.000899,11.025446,[72 40] ; [171  40],[84.26006192 27.73993808] ; [158.73993808  52.26006192],1
v2,1,0.001175,10.529934,[39 69] ; [112  90],[52.60645161 55.39354839] ; [ 98.39354839 103.60645161],0
d5,1,0.001237,10.433923,[78 35] ; [178  33],[89.28395062 23.71604938] ; [166.71604938  44.28395062],0
r2,1,0.001418,10.181737,[95 18] ; [198  11],[102.82298137  10.17701863] ; [190.17701863  18.82298137],0
b5,1,0.002271,9.31661,[59 54] ; [147  65],[71.62461538 41.37538462] ; [134.37538462  77.62461538],0
v4,1,0.004302,8.151553,[91 21] ; [195  17],[98.86419753 13.13580247] ; [187.13580247  24.86419753],0
u2,1,0.013726,6.073099,[10 22] ; [36 26],[15.65957447 16.34042553] ; [30.34042553 31.65957447],0
p9,1,0.014027,6.034731,[77 33] ; [173  38],[85.66978193 24.33021807] ; [164.33021807  46.66978193],0
p10,1,0.02613,4.94739,[74 37] ; [164  46],[82.29906542 28.70093458] ; [155.70093458  54.29906542],0
