Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.9e-05,17.457479,[ 37 113] ; [43 40],[51.50214592 98.49785408] ; [28.49785408 54.50214592],1
u2,1,0.418725,0.653892,[27 36] ; [17 16],[28.875 34.125] ; [15.125 17.875],0
s1,1,0.421999,0.644741,[  9 145] ; [ 3 83],[  7.7 146.3] ; [ 4.3 81.7],0
d1,1,0.430844,0.620548,[78 76] ; [39 47],[75.075 78.925] ; [41.925 44.075],0
n3,1,0.436275,0.606061,[38 28] ; [16  8],[39.6 26.4] ; [14.4  9.6],0
d4,1,0.437038,0.604047,[118  36] ; [62 24],[115.5  38.5] ; [64.5 21.5],0
a7,1,0.437779,0.602097,[98 56] ; [59 27],[100.74166667  53.25833333] ; [56.25833333 29.74166667],0
p12,1,0.445187,0.582876,[  3 151] ; [ 3 81],[  3.88235294 150.11764706] ; [ 2.11764706 81.88235294],0
p1,1,0.458703,0.549058,[ 15 138] ; [ 6 80],[ 13.44351464 139.55648536] ; [ 7.55648536 78.44351464],0
n6,1,0.466093,0.531224,[113  41] ; [66 19],[115.33891213  38.66108787] ; [63.66108787 21.33891213],0
s3,1,0.482096,0.494118,[63 90] ; [39 46],[65.57142857 87.42857143] ; [36.42857143 48.57142857],0
s8,1,0.485777,0.485865,[ 35 119] ; [23 63],[ 37.21666667 116.78333333] ; [20.78333333 65.21666667],0
b2,1,0.488781,0.479209,[28 56] ; [20 31],[29.86666667 54.13333333] ; [18.13333333 32.86666667],0
b3,1,0.488781,0.479209,[28 56] ; [20 31],[29.86666667 54.13333333] ; [18.13333333 32.86666667],0
p5,1,0.495704,0.464121,[  6 148] ; [ 5 81],[  7.05833333 146.94166667] ; [ 3.94166667 82.05833333],0
d2,1,0.545724,0.365033,[68 84] ; [35 51],[65.78151261 86.21848739] ; [37.21848739 48.78151261],0
u4,1,0.551264,0.355057,[  2 152] ; [ 2 84],[  2.56666667 151.43333333] ; [ 1.43333333 84.56666667],0
s5,1,0.561765,0.336657,[ 32 116] ; [20 60],[ 33.75438596 114.24561404] ; [18.24561404 61.75438596],0
n1,1,0.659738,0.193842,[29 39] ; [ 9 15],[28.08695652 39.91304348] ; [ 9.91304348 14.08695652],0
a3,1,0.663657,0.189112,[91 62] ; [53 32],[92.57142857 60.42857143] ; [51.42857143 33.57142857],0
a4,1,0.667507,0.184532,[64 89] ; [38 47],[65.57142857 87.42857143] ; [36.42857143 48.57142857],0
s4,1,0.78947,0.071288,[ 31 122] ; [16 69],[ 30.21428571 122.78571429] ; [16.78571429 68.21428571],0
d5,1,0.830102,0.04604,[113  41] ; [62 24],[112.29166667  41.70833333] ; [62.70833333 23.29166667],0
d3,1,0.930408,0.007627,[94 60] ; [52 34],[93.68333333 60.31666667] ; [52.31666667 33.68333333],0
