Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.058762,[24  4] ; [28 58],[12.77192982 15.22807018] ; [39.22807018 46.77192982],1
n1,1,0.307153,1.042879,[1 5] ; [13 21],[2.1 3.9] ; [11.9 22.1],0
v2,1,0.346703,0.885489,[ 9 19] ; [19 63],[ 7.12727273 20.87272727] ; [20.87272727 61.12727273],0
u2,1,0.355467,0.853843,[10  8] ; [21 28],[8.32835821 9.67164179] ; [22.67164179 26.32835821],0
p1,1,0.360273,0.836941,[ 4 25] ; [ 7 80],[ 2.75 26.25] ; [ 8.25 78.75],0
p8,1,0.387802,0.745822,[14 14] ; [35 51],[12.03508772 15.96491228] ; [36.96491228 49.03508772],0
b4,1,0.388513,0.74359,[18 11] ; [46 41],[16. 13.] ; [48. 39.],0
a6,1,0.388513,0.74359,[18 11] ; [46 41],[16. 13.] ; [48. 39.],0
b2,1,0.424916,0.63668,[5 8] ; [13 35],[3.83606557 9.16393443] ; [14.16393443 33.83606557],0
b3,1,0.424916,0.63668,[5 8] ; [13 35],[3.83606557 9.16393443] ; [14.16393443 33.83606557],0
a2,1,0.428448,0.627027,[ 2 27] ; [ 3 84],[ 1.25 27.75] ; [ 3.75 83.25],0
b1,1,0.449646,0.571543,[11 18] ; [40 47],[12.75 16.25] ; [38.25 48.75],0
d3,1,0.503345,0.447876,[ 9 20] ; [33 54],[10.5 18.5] ; [31.5 55.5],0
n2,1,0.593549,0.284836,[4 3] ; [23 11],[4.6097561 2.3902439] ; [22.3902439 11.6097561],0
a1,1,0.628322,0.234343,[ 1 28] ; [ 5 82],[ 1.5 27.5] ; [ 4.5 82.5],0
a3,1,0.630594,0.231256,[11 18] ; [37 49],[12.10434783 16.89565217] ; [35.89565217 50.10434783],0
s1,1,0.638199,0.221106,[ 2 27] ; [ 4 82],[ 1.51304348 27.48695652] ; [ 4.48695652 81.51304348],0
v3,1,0.684623,0.164968,[ 8 21] ; [20 64],[ 7.18584071 21.81415929] ; [20.81415929 63.18584071],0
b5,1,0.829819,0.046197,[15 14] ; [47 40],[15.5 13.5] ; [46.5 40.5],0
s3,1,0.921556,0.009697,[13 16] ; [39 46],[13.22807018 15.77192982] ; [38.77192982 46.22807018],0
d4,1,0.952046,0.003617,[13 16] ; [38 48],[12.86086957 16.13913043] ; [38.13913043 47.86086957],0
a4,1,1.0,0.0,[ 5 24] ; [15 72],[ 5. 24.] ; [15. 72.],0
