Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6e-05,16.110079,[60 30] ; [14 32],[48.97058824 41.02941176] ; [25.02941176 20.97058824],1
a6,1,0.000175,14.081247,[64 27] ; [17 29],[53.80291971 37.19708029] ; [27.19708029 18.80291971],1
d5,1,0.000188,13.943441,[75 16] ; [24 22],[65.75912409 25.24087591] ; [33.24087591 12.75912409],1
r3,1,0.000357,12.745308,[74 17] ; [24 22],[65.09489051 25.90510949] ; [32.90510949 13.09489051],1
r4,1,0.00053,12.007991,[66 26] ; [19 27],[56.66666667 35.33333333] ; [28.33333333 17.66666667],1
s6,1,0.002777,8.94831,[48 44] ; [11 33],[39.91176471 52.08823529] ; [19.08823529 24.91176471],0
r1,1,0.002796,8.935886,[67 24] ; [22 24],[59.11678832 31.88321168] ; [29.88321168 16.11678832],0
v4,1,0.00885,6.85283,[79 13] ; [30 15],[73.19708029 18.80291971] ; [35.80291971  9.19708029],0
d4,1,0.009736,6.682591,[75 16] ; [28 17],[68.91911765 22.08088235] ; [34.08088235 10.91911765],0
r2,1,0.013227,6.138491,[83  8] ; [34 11],[78.28676471 12.71323529] ; [38.71323529  6.28676471],0
p9,1,0.014732,5.948228,[51 36] ; [15 27],[44.51162791 42.48837209] ; [21.48837209 20.51162791],0
a2,1,0.016629,5.735065,[24 68] ; [ 4 42],[18.66666667 73.33333333] ; [ 9.33333333 36.66666667],0
a3,1,0.029046,4.7649,[65 25] ; [24 21],[59.33333333 30.66666667] ; [29.66666667 15.33333333],0
b5,1,0.034716,4.459079,[63 29] ; [23 23],[57.33333333 34.66666667] ; [28.66666667 17.33333333],0
u2,1,0.039403,4.243424,[13 12] ; [ 5 17],[ 9.57446809 15.42553191] ; [ 8.42553191 13.57446809],0
d1,1,0.040364,4.202529,[49 43] ; [16 30],[43.33333333 48.66666667] ; [21.66666667 24.33333333],0
u3,1,0.051188,3.802112,[12 15] ; [ 4 18],[ 8.81632653 18.18367347] ; [ 7.18367347 14.81632653],0
p10,1,0.055367,3.671006,[46 43] ; [15 29],[40.81954887 48.18045113] ; [20.18045113 23.81954887],0
