Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000676,11.554747,[17  8] ; [ 1 11],[12.16216216 12.83783784] ; [5.83783784 6.16216216],1
b4,1,0.003098,8.748818,[ 6 19] ; [9 3],[10.13513514 14.86486486] ; [4.86486486 7.13513514],0
s2,1,0.017983,5.597831,[12 13] ; [ 1 11],[ 8.78378378 16.21621622] ; [4.21621622 7.78378378],0
n6,1,0.026294,4.936579,[16  9] ; [3 9],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
v1,1,0.04044,4.199313,[13 12] ; [ 2 10],[10.13513514 14.86486486] ; [4.86486486 7.13513514],0
v3,1,0.04852,3.8919,[10 15] ; [ 1 11],[ 7.43243243 17.56756757] ; [3.56756757 8.43243243],0
u3,1,0.093533,2.8125,[7 5] ; [1 5],[5.33333333 6.66666667] ; [2.66666667 3.33333333],0
s3,1,0.120693,2.408304,[13 12] ; [3 9],[10.81081081 14.18918919] ; [5.18918919 6.81081081],0
a5,1,0.126699,2.332495,[17  8] ; [5 7],[14.86486486 10.13513514] ; [7.13513514 4.86486486],0
v2,1,0.151494,2.057143,[12 12] ; [3 9],[10. 14.] ; [5. 7.],0
p8,1,0.151494,2.057143,[16  8] ; [5 7],[14. 10.] ; [7. 5.],0
a4,1,0.155808,2.014444,[10 15] ; [ 2 10],[ 8.10810811 16.89189189] ; [3.89189189 8.10810811],0
a8,1,0.190732,1.711957,[ 2 21] ; [3 9],[ 3.28571429 19.71428571] ; [ 1.71428571 10.28571429],0
p5,1,0.233614,1.418719,[ 6 18] ; [ 1 11],[ 4.66666667 19.33333333] ; [2.33333333 9.66666667],0
p9,1,0.271067,1.21134,[19  6] ; [7 5],[17.56756757  7.43243243] ; [8.43243243 3.56756757],0
s7,1,0.284005,1.147826,[ 8 14] ; [2 9],[ 6.66666667 15.33333333] ; [3.33333333 7.66666667],0
n5,1,0.290588,1.116894,[17  8] ; [6 6],[15.54054054  9.45945946] ; [7.45945946 4.54054054],0
a7,1,0.294859,1.097304,[10 15] ; [7 5],[11.48648649 13.51351351] ; [5.51351351 6.48648649],0
p6,1,0.37095,0.800481,[10 15] ; [3 9],[ 8.78378378 16.21621622] ; [4.21621622 7.78378378],0
d2,1,0.405798,0.691078,[ 7 18] ; [5 7],[ 8.10810811 16.89189189] ; [3.89189189 8.10810811],0
p10,1,0.405798,0.691078,[18  7] ; [7 5],[16.89189189  8.10810811] ; [8.10810811 3.89189189],0
a6,1,0.414172,0.666793,[14 11] ; [5 7],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
r4,1,0.416817,0.659273,[ 9 16] ; [6 6],[10.13513514 14.86486486] ; [4.86486486 7.13513514],0
s4,1,0.451946,0.565767,[ 7 18] ; [ 2 10],[ 6.08108108 18.91891892] ; [2.91891892 9.08108108],0
u2,1,0.45675,0.553846,[8 4] ; [5 1],[8.66666667 3.33333333] ; [4.33333333 1.66666667],0
r3,1,0.54955,0.358123,[19  6] ; [8 4],[18.24324324  6.75675676] ; [8.75675676 3.24324324],0
b1,1,0.564222,0.332447,[17  8] ; [7 5],[16.21621622  8.78378378] ; [7.78378378 4.21621622],0
d4,1,0.564222,0.332447,[17  8] ; [7 5],[16.21621622  8.78378378] ; [7.78378378 4.21621622],0
r1,1,0.565449,0.330357,[10 15] ; [6 6],[10.81081081 14.18918919] ; [5.18918919 6.81081081],0
n4,1,0.565449,0.330357,[15 10] ; [6 6],[14.18918919 10.81081081] ; [6.81081081 5.18918919],0
d5,1,0.565449,0.330357,[15 10] ; [6 6],[14.18918919 10.81081081] ; [6.81081081 5.18918919],0
s5,1,0.611982,0.257299,[ 6 19] ; [ 2 10],[ 5.40540541 19.59459459] ; [2.59459459 9.40540541],0
p2,1,0.611982,0.257299,[19  6] ; [10  2],[19.59459459  5.40540541] ; [9.40540541 2.59459459],0
n2,1,0.639994,0.21875,[5 3] ; [3 3],[4.57142857 3.42857143] ; [3.42857143 2.57142857],0
b2,1,0.656005,0.198413,[ 4 14] ; [1 6],[ 3.6 14.4] ; [1.4 5.6],0
b3,1,0.656005,0.198413,[ 4 14] ; [1 6],[ 3.6 14.4] ; [1.4 5.6],0
s8,1,0.662771,0.190175,[ 8 17] ; [3 9],[ 7.43243243 17.56756757] ; [3.56756757 8.43243243],0
b5,1,0.717448,0.130951,[13 12] ; [7 5],[13.51351351 11.48648649] ; [6.48648649 5.51351351],0
s6,1,0.73173,0.117529,[14 11] ; [6 6],[13.51351351 11.48648649] ; [6.48648649 5.51351351],0
d1,1,0.808514,0.05873,[ 5 20] ; [ 2 10],[ 4.72972973 20.27027027] ; [2.27027027 9.72972973],0
d3,1,0.909285,0.012982,[12 13] ; [6 6],[12.16216216 12.83783784] ; [5.83783784 6.16216216],0
a3,1,0.909285,0.012982,[13 12] ; [6 6],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
v4,1,0.93536,0.006578,[17  8] ; [8 4],[16.89189189  8.10810811] ; [8.10810811 3.89189189],0
p11,1,0.947085,0.004405,[19  6] ; [9 3],[18.91891892  6.08108108] ; [9.08108108 2.91891892],0
s1,1,0.972261,0.001209,[ 2 23] ; [ 1 11],[ 2.02702703 22.97297297] ; [ 0.97297297 11.02702703],0
