Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,29.777595,[ 34 204] ; [58 93],[ 56.28791774 181.71208226] ; [ 35.71208226 115.28791774],1
s5,1,0.0,26.15846,[ 25 210] ; [ 47 102],[ 44.0625 190.9375] ; [ 27.9375 121.0625],1
p4,1,0.0,25.755145,[ 95 140] ; [101  50],[119.32642487 115.67357513] ; [76.67357513 74.32642487],1
s2,1,3e-06,21.903712,[ 15 222] ; [ 34 117],[ 29.93041237 207.06958763] ; [ 19.06958763 131.93041237],1
s7,1,4e-06,21.292619,[ 39 184] ; [56 87],[ 57.88251366 165.11748634] ; [ 37.11748634 105.88251366],1
p10,1,0.000116,14.855868,[150  84] ; [122  26],[166.61780105  67.38219895] ; [105.38219895  42.61780105],1
v1,1,0.000141,14.492552,[ 95 140] ; [91 60],[113.23834197 121.76165803] ; [72.76165803 78.23834197],1
r4,1,0.000939,10.9442,[179  59] ; [135  17],[191.62051282  46.37948718] ; [122.37948718  29.62051282],1
p9,1,0.001556,10.010934,[161  70] ; [126  24],[174.00787402  56.99212598] ; [112.99212598  37.00787402],0
p6,1,0.00171,9.837514,[ 52 179] ; [56 94],[ 65.48031496 165.51968504] ; [ 42.51968504 107.48031496],0
p2,1,0.004229,8.182922,[166  69] ; [126  25],[177.77202073  57.22797927] ; [114.22797927  36.77202073],0
p7,1,0.005456,7.721865,[113 121] ; [93 55],[126.18848168 107.81151832] ; [79.81151832 68.18848168],0
p3,1,0.006075,7.527872,[ 87 149] ; [77 74],[100.01033592 135.98966408] ; [63.98966408 87.01033592],0
p1,1,0.012248,6.274599,[ 24 213] ; [  5 147],[ 17.66838046 219.33161954] ; [ 11.33161954 140.66838046],0
p12,1,0.012567,6.22913,[  5 230] ; [ 11 139],[  9.76623377 225.23376623] ; [  6.23376623 143.76623377],0
r3,1,0.016288,5.771505,[203  32] ; [143   9],[210.10335917  24.89664083] ; [135.89664083  16.10335917],0
n6,1,0.018296,5.567565,[174  61] ; [128  24],[183.38501292  51.61498708] ; [118.61498708  33.38501292],0
a5,1,0.019259,5.477833,[155  83] ; [116  36],[165.37948718  72.62051282] ; [105.62051282  46.37948718],0
u2,1,0.024003,5.094451,[37 42] ; [36 18],[43.36090226 35.63909774] ; [29.63909774 24.36090226],0
