Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.1e-05,16.063165,[44 31] ; [18 52],[32.06896552 42.93103448] ; [29.93103448 40.06896552],1
v4,1,7.3e-05,15.731531,[66  7] ; [45 27],[55.88275862 17.11724138] ; [55.11724138 16.88275862],1
r3,1,0.000159,14.262538,[66  8] ; [45 27],[56.26027397 17.73972603] ; [54.73972603 17.26027397],1
r4,1,0.000434,12.37896,[57 18] ; [35 38],[46.62162162 28.37837838] ; [45.37837838 27.62162162],1
s1,1,0.002191,9.382324,[ 1 73] ; [11 61],[ 6.08219178 67.91780822] ; [ 5.91780822 66.08219178],0
p11,1,0.002804,8.930565,[43 32] ; [24 49],[33.9527027 41.0472973] ; [33.0472973 39.9527027],0
p8,1,0.002947,8.840295,[29 46] ; [12 60],[20.91836735 54.08163265] ; [20.08163265 51.91836735],0
p4,1,0.006738,7.341536,[34 41] ; [17 54],[26.19863014 48.80136986] ; [24.80136986 46.19863014],0
n3,1,0.009638,6.700667,[20  7] ; [12 18],[15.15789474 11.84210526] ; [16.84210526 13.15789474],0
p6,1,0.01014,6.610182,[18 56] ; [ 6 65],[12.24827586 61.75172414] ; [11.75172414 59.24827586],0
a1,1,0.014296,6.001247,[ 1 74] ; [ 8 65],[ 4.56081081 70.43918919] ; [ 4.43918919 68.56081081],0
d3,1,0.021513,5.284781,[49 26] ; [34 39],[42.06081081 32.93918919] ; [40.93918919 32.06081081],0
r1,1,0.02241,5.213674,[57 18] ; [42 30],[50.51020408 24.48979592] ; [48.48979592 23.51020408],0
n2,1,0.024902,5.030723,[18  7] ; [14 19],[13.79310345 11.20689655] ; [18.20689655 14.79310345],0
b3,1,0.027033,4.888679,[ 9 35] ; [19 26],[13.84269663 30.15730337] ; [14.15730337 30.84269663],0
b2,1,0.027033,4.888679,[ 9 35] ; [19 26],[13.84269663 30.15730337] ; [14.15730337 30.84269663],0
v1,1,0.067204,3.350033,[29 46] ; [18 55],[23.81756757 51.18243243] ; [23.18243243 49.81756757],0
a7,1,0.067873,3.33373,[50 24] ; [38 34],[44.60273973 29.39726027] ; [43.39726027 28.60273973],0
a6,1,0.071408,3.250352,[48 27] ; [36 37],[42.56756757 32.43243243] ; [41.43243243 31.56756757],0
d5,1,0.093728,2.809144,[54 21] ; [43 30],[49.15540541 25.84459459] ; [47.84459459 25.15540541],0
b5,1,0.101856,2.676244,[46 29] ; [35 38],[41.0472973 33.9527027] ; [39.9527027 33.0472973],0
p10,1,0.10933,2.563883,[18 56] ; [10 62],[14.19178082 59.80821918] ; [13.80821918 58.19178082],0
s7,1,0.156113,2.011477,[17 53] ; [10 58],[13.69565217 56.30434783] ; [13.30434783 54.69565217],0
p3,1,0.17461,1.842912,[25 49] ; [17 55],[21.28767123 52.71232877] ; [20.71232877 51.28767123],0
r2,1,0.205496,1.602876,[64 11] ; [54 16],[61.03448276 13.96551724] ; [56.96551724 13.03448276],0
n4,1,0.224974,1.472356,[50 25] ; [41 31],[46.42857143 28.57142857] ; [44.57142857 27.42857143],0
p5,1,0.2912,1.114065,[ 1 74] ; [ 3 69],[ 2.04081633 72.95918367] ; [ 1.95918367 70.04081633],0
u1,1,0.316475,1.003459,[10 65] ; [ 6 67],[ 8.10810811 66.89189189] ; [ 7.89189189 65.10810811],0
n5,1,0.359456,0.839792,[36 39] ; [40 32],[38.7755102 36.2244898] ; [37.2244898 34.7755102],0
s4,1,0.373343,0.792507,[13 61] ; [ 9 64],[11.07482993 62.92517007] ; [10.92517007 62.07482993],0
s3,1,0.401942,0.702509,[30 45] ; [24 48],[27.55102041 47.44897959] ; [26.44897959 45.55102041],0
n6,1,0.436061,0.606627,[47 28] ; [40 31],[44.69178082 30.30821918] ; [42.30821918 28.69178082],0
a8,1,0.510497,0.433047,[ 7 60] ; [ 5 64],[ 5.91176471 61.08823529] ; [ 6.08823529 62.91176471],0
d2,1,0.513074,0.427793,[33 41] ; [36 36],[34.97260274 39.02739726] ; [34.02739726 37.97260274],0
a2,1,0.541729,0.372345,[13 62] ; [10 63],[11.65540541 63.34459459] ; [11.34459459 61.65540541],0
s5,1,0.541729,0.372345,[13 62] ; [10 63],[11.65540541 63.34459459] ; [11.34459459 61.65540541],0
d4,1,0.590792,0.289109,[49 24] ; [52 21],[50.5 22.5] ; [50.5 22.5],0
n1,1,0.591729,0.287652,[ 8 18] ; [12 20],[ 8.96551724 17.03448276] ; [11.03448276 20.96551724],0
s2,1,0.592752,0.286068,[19 55] ; [16 57],[17.61904762 56.38095238] ; [17.38095238 55.61904762],0
b4,1,0.636328,0.223576,[45 30] ; [41 32],[43.58108108 31.41891892] ; [42.41891892 30.58108108],0
a3,1,0.659916,0.193626,[40 35] ; [41 31],[41.32653061 33.67346939] ; [39.67346939 32.32653061],0
a5,1,0.755693,0.096809,[43 32] ; [40 33],[42.06081081 32.93918919] ; [40.93918919 32.06081081],0
a4,1,0.766399,0.088261,[26 48] ; [27 45],[26.8630137 47.1369863] ; [26.1369863 45.8630137],0
v3,1,0.772771,0.083377,[18 55] ; [19 52],[18.75694444 54.24305556] ; [18.24305556 52.75694444],0
v2,1,0.824541,0.049155,[27 46] ; [25 46],[26.36111111 46.63888889] ; [25.63888889 45.36111111],0
d1,1,0.846459,0.037496,[32 43] ; [30 43],[31.41891892 43.58108108] ; [30.58108108 42.41891892],0
u2,1,0.859152,0.03149,[15 19] ; [13 18],[14.64615385 19.35384615] ; [13.35384615 17.64615385],0
b1,1,0.872858,0.025609,[39 36] ; [37 36],[38.51351351 36.48648649] ; [37.48648649 35.51351351],0
u3,1,0.924173,0.009059,[16 19] ; [15 17],[16.19402985 18.80597015] ; [14.80597015 17.19402985],0
s6,1,0.957123,0.002891,[26 49] ; [25 48],[25.84459459 49.15540541] ; [25.15540541 47.84459459],0
p1,1,0.978651,0.000716,[ 7 67] ; [ 7 66],[ 7.04761905 66.95238095] ; [ 6.95238095 66.04761905],0
p12,1,0.992271,9.4e-05,[ 1 73] ; [ 1 72],[ 1.00680272 72.99319728] ; [ 0.99319728 72.00680272],0
