Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,34.581197,[13 43] ; [62 22],[30. 26.] ; [45. 39.],1
s8,1,0.0,33.939394,[14 42] ; [63 21],[30.8 25.2] ; [46.2 37.8],1
s3,1,0.0,29.672095,[17 38] ; [65 19],[32.44604317 22.55395683] ; [49.55395683 34.44604317],1
s6,1,8e-06,19.833851,[28 26] ; [71 11],[39.30882353 14.69117647] ; [59.69117647 22.30882353],1
a3,1,0.000123,14.744898,[29 27] ; [69 15],[39.2 16.8] ; [58.8 25.2],1
p9,1,0.003096,8.75,[42 14] ; [78  6],[48.  8.] ; [72. 12.],0
v4,1,0.004675,8.00112,[46 10] ; [80  3],[50.76258993  5.23741007] ; [75.23741007  7.76258993],0
p2,1,0.006432,7.425229,[39 16] ; [74  9],[45.03623188  9.96376812] ; [67.96376812 15.03623188],0
d5,1,0.012925,6.179375,[38 18] ; [71 12],[43.91366906 12.08633094] ; [65.08633094 17.91366906],0
n5,1,0.01298,6.17184,[40 16] ; [74 10],[45.6 10.4] ; [68.4 15.6],0
r3,1,0.020989,5.327696,[48  8] ; [81  3],[51.6  4.4] ; [77.4  6.6],0
p6,1,0.029122,4.760405,[19 35] ; [45 38],[25.22627737 28.77372263] ; [38.77372263 44.22627737],0
n4,1,0.038434,4.285714,[40 16] ; [72 12],[44.8 11.2] ; [67.2 16.8],0
n6,1,0.041282,4.164417,[41 15] ; [73 11],[45.6 10.4] ; [68.4 15.6],0
b3,1,0.04177,4.144506,[11 26] ; [30 29],[15.80208333 21.19791667] ; [25.19791667 33.80208333],0
b2,1,0.04177,4.144506,[11 26] ; [30 29],[15.80208333 21.19791667] ; [25.19791667 33.80208333],0
p3,1,0.050803,3.814757,[31 25] ; [60 24],[36.4 19.6] ; [54.6 29.4],0
s4,1,0.050942,3.810166,[ 6 50] ; [20 64],[10.4 45.6] ; [15.6 68.4],0
d4,1,0.055846,3.656658,[38 18] ; [68 15],[42.70503597 13.29496403] ; [63.29496403 19.70503597],0
s1,1,0.056469,3.638167,[ 4 50] ; [ 1 83],[ 1.95652174 52.04347826] ; [ 3.04347826 80.95652174],0
p10,1,0.058418,3.581736,[40 15] ; [72 12],[44.31654676 10.68345324] ; [67.68345324 16.31654676],0
s5,1,0.079848,3.067992,[18 35] ; [39 40],[22.88636364 30.11363636] ; [34.11363636 44.88636364],0
r2,1,0.093231,2.817685,[45 10] ; [75  7],[48.17518248  6.82481752] ; [71.82481752 10.17518248],0
b4,1,0.097382,2.747904,[34 22] ; [39 45],[29.2 26.8] ; [43.8 40.2],0
p12,1,0.098812,2.72461,[ 1 55] ; [ 7 76],[ 3.22302158 52.77697842] ; [ 4.77697842 78.22302158],0
v3,1,0.101743,2.678003,[18 35] ; [40 43],[22.60294118 30.39705882] ; [35.39705882 47.60294118],0
a5,1,0.102024,2.673611,[34 22] ; [62 22],[38.4 17.6] ; [57.6 26.4],0
r1,1,0.113846,2.5,[35 21] ; [63 21],[39.2 16.8] ; [58.8 25.2],0
a2,1,0.123856,2.367865,[ 2 54] ; [ 9 75],[ 4.4 51.6] ; [ 6.6 77.4],0
d3,1,0.128939,2.305232,[24 32] ; [47 37],[28.4 27.6] ; [42.6 41.4],0
u2,1,0.204545,1.609618,[12 14] ; [10  5],[13.95121951 12.04878049] ; [8.04878049 6.95121951],0
u1,1,0.233065,1.422056,[ 1 55] ; [ 5 79],[ 2.4 53.6] ; [ 3.6 80.4],0
a1,1,0.233065,1.422056,[ 1 55] ; [ 5 79],[ 2.4 53.6] ; [ 3.6 80.4],0
