Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.203741,[294  67] ; [26 31],[276.36363636  84.63636364] ; [43.63636364 13.36363636],1
n4,1,1e-06,25.205925,[303  59] ; [32 26],[288.73809524  73.26190476] ; [46.26190476 11.73809524],1
p10,1,1.9e-05,18.265875,[314  44] ; [36 19],[303.38983051  54.61016949] ; [46.61016949  8.38983051],1
p9,1,4.1e-05,16.828499,[318  38] ; [38 17],[308.36009732  47.63990268] ; [47.63990268  7.36009732],1
p11,1,7.6e-05,15.658963,[305  58] ; [36 22],[294.02137767  68.97862233] ; [46.97862233 11.02137767],1
v4,1,0.002813,8.925033,[352   9] ; [52  6],[348.07637232  12.92362768] ; [55.92362768  2.07637232],0
u1,1,0.005565,7.685956,[ 91 272] ; [ 5 53],[ 82.77434679 280.22565321] ; [13.22565321 44.77434679],0
s7,1,0.007565,7.133736,[195 150] ; [20 34],[185.90225564 159.09774436] ; [29.09774436 24.90225564],0
s8,1,0.008431,6.939507,[184 174] ; [19 39],[174.69711538 183.30288462] ; [28.30288462 29.69711538],0
s5,1,0.011869,6.3303,[136 214] ; [12 44],[127.5862069 222.4137931] ; [20.4137931 35.5862069],0
p2,1,0.015802,5.824798,[311  50] ; [42 15],[304.86363636  56.13636364] ; [48.13636364  8.86363636],0
d2,1,0.020838,5.340318,[202 159] ; [23 35],[193.85441527 167.14558473] ; [31.14558473 26.85441527],0
p7,1,0.023531,5.128869,[246 106] ; [30 25],[238.7027027 113.2972973] ; [37.2972973 17.7027027],0
p6,1,0.025012,5.023039,[143 215] ; [13 41],[135.55339806 222.44660194] ; [20.44660194 33.55339806],0
a2,1,0.02714,4.881899,[107 256] ; [ 9 49],[100.01900238 262.98099762] ; [15.98099762 42.01900238],0
r2,1,0.029173,4.757396,[352   7] ; [54  4],[349.52997602   9.47002398] ; [56.47002398  1.52997602],0
u2,1,0.035549,4.418624,[41 40] ; [12  3],[44.71875 36.28125] ; [8.28125 6.71875],0
