Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.005106,7.841605,[19  9] ; [2 9],[15.07692308 12.92307692] ; [5.92307692 5.07692308],0
s3,1,0.006656,7.363464,[22  5] ; [4 7],[18.47368421  8.52631579] ; [7.52631579 3.47368421],0
p7,1,0.04568,3.993341,[17 10] ; [3 8],[14.21052632 12.78947368] ; [5.78947368 5.21052632],0
p8,1,0.069086,3.304595,[14 14] ; [2 9],[11.48717949 16.51282051] ; [4.51282051 6.48717949],0
d3,1,0.07197,3.237498,[19  9] ; [4 7],[16.51282051 11.48717949] ; [6.48717949 4.51282051],0
p6,1,0.08494,2.967747,[10 17] ; [ 1 10],[ 7.81578947 19.18421053] ; [3.18421053 7.81578947],0
s2,1,0.091696,2.844341,[20  7] ; [5 6],[17.76315789  9.23684211] ; [7.23684211 3.76315789],0
p11,1,0.195644,1.674594,[19  9] ; [5 6],[17.23076923 10.76923077] ; [6.76923077 4.23076923],0
a7,1,0.195644,1.674594,[19  9] ; [5 6],[17.23076923 10.76923077] ; [6.76923077 4.23076923],0
v3,1,0.258116,1.278832,[11 17] ; [6 4],[12.52631579 15.47368421] ; [4.47368421 5.52631579],0
b2,1,0.271455,1.20938,[ 6 14] ; [1 8],[ 4.82758621 15.17241379] ; [2.17241379 6.82758621],0
b3,1,0.271455,1.20938,[ 6 14] ; [1 8],[ 4.82758621 15.17241379] ; [2.17241379 6.82758621],0
v1,1,0.368005,0.81039,[12 16] ; [3 8],[10.76923077 17.23076923] ; [4.23076923 6.76923077],0
v2,1,0.437642,0.602458,[16 11] ; [5 6],[14.92105263 12.07894737] ; [6.07894737 4.92105263],0
b4,1,0.477916,0.503616,[21  7] ; [7 4],[20.1025641  7.8974359] ; [7.8974359 3.1025641],0
a4,1,0.477916,0.503616,[ 7 21] ; [4 7],[ 7.8974359 20.1025641] ; [3.1025641 7.8974359],0
n5,1,0.477916,0.503616,[21  7] ; [7 4],[20.1025641  7.8974359] ; [7.8974359 3.1025641],0
p3,1,0.481582,0.495278,[11 17] ; [3 8],[10.05128205 17.94871795] ; [3.94871795 7.05128205],0
a3,1,0.481582,0.495278,[17 11] ; [8 3],[17.94871795 10.05128205] ; [7.05128205 3.94871795],0
r3,1,0.48192,0.494516,[27  1] ; [10  1],[26.56410256  1.43589744] ; [10.43589744  0.56410256],0
b5,1,0.509966,0.434137,[16 12] ; [5 6],[15.07692308 12.92307692] ; [5.92307692 5.07692308],0
d1,1,0.509966,0.434137,[16 12] ; [5 6],[15.07692308 12.92307692] ; [5.92307692 5.07692308],0
s7,1,0.549667,0.357914,[16 11] ; [7 3],[16.78378378 10.21621622] ; [6.21621622 3.78378378],0
a8,1,0.560133,0.339474,[ 1 23] ; [ 1 10],[ 1.37142857 22.62857143] ; [ 0.62857143 10.37142857],0
s5,1,0.565801,0.329759,[ 7 19] ; [4 7],[ 7.72972973 18.27027027] ; [3.27027027 7.72972973],0
p10,1,0.568403,0.325361,[13 15] ; [4 7],[12.20512821 15.79487179] ; [4.79487179 6.20512821],0
a5,1,0.568403,0.325361,[15 13] ; [7 4],[15.79487179 12.20512821] ; [6.20512821 4.79487179],0
a6,1,0.573683,0.316558,[18 10] ; [6 5],[17.23076923 10.76923077] ; [6.76923077 4.23076923],0
s6,1,0.696681,0.151948,[22  6] ; [8 3],[21.53846154  6.46153846] ; [8.46153846 2.53846154],0
n6,1,0.696681,0.151948,[22  6] ; [8 3],[21.53846154  6.46153846] ; [8.46153846 2.53846154],0
a2,1,0.761537,0.09209,[ 4 24] ; [2 9],[ 4.30769231 23.69230769] ; [1.69230769 9.30769231],0
d2,1,0.79829,0.065311,[14 14] ; [6 5],[14.35897436 13.64102564] ; [5.64102564 5.35897436],0
r1,1,0.821233,0.051058,[22  6] ; [9 2],[22.25641026  5.74358974] ; [8.74358974 2.25641026],0
p5,1,0.837224,0.042208,[ 2 26] ; [ 1 10],[ 2.15384615 25.84615385] ; [ 0.84615385 10.15384615],0
a1,1,0.837224,0.042208,[ 2 26] ; [ 1 10],[ 2.15384615 25.84615385] ; [ 0.84615385 10.15384615],0
s1,1,0.861443,0.030463,[ 2 25] ; [ 1 10],[ 2.13157895 24.86842105] ; [ 0.86842105 10.13157895],0
n4,1,0.883708,0.021395,[21  7] ; [8 3],[20.82051282  7.17948718] ; [8.17948718 2.82051282],0
d4,1,0.883708,0.021395,[21  7] ; [8 3],[20.82051282  7.17948718] ; [8.17948718 2.82051282],0
u1,1,0.981032,0.000565,[ 5 23] ; [2 9],[ 5.02564103 22.97435897] ; [1.97435897 9.02564103],0
d5,1,0.981032,0.000565,[23  5] ; [9 2],[22.97435897  5.02564103] ; [9.02564103 1.97435897],0
