Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.42456,[20 56] ; [84 54],[36.93457944 39.06542056] ; [67.06542056 70.93457944],1
d3,1,2e-06,22.869218,[24 52] ; [90 47],[40.67605634 35.32394366] ; [73.32394366 63.67605634],1
r3,1,3e-06,21.570705,[54 22] ; [129   8],[65.29577465 10.70422535] ; [117.70422535  19.29577465],1
d5,1,1.1e-05,19.290382,[30 46] ; [97 41],[45.10280374 30.89719626] ; [81.89719626 56.10280374],1
r4,1,2e-05,18.157302,[43 33] ; [115  23],[56.11214953 19.88785047] ; [101.88785047  36.11214953],1
d4,1,4.5e-05,16.664644,[35 40] ; [103  35],[48.5915493 26.4084507] ; [89.4084507 48.5915493],1
r2,1,0.00038,12.630317,[54 20] ; [126  12],[62.83018868 11.16981132] ; [117.16981132  20.83018868],1
v4,1,0.000464,12.255814,[56 18] ; [128  10],[64.22641509  9.77358491] ; [119.77358491  18.22641509],1
r1,1,0.001828,9.714387,[35 41] ; [93 44],[45.6713615 30.3286385] ; [82.3286385 54.6713615],0
d1,1,0.006752,7.337839,[15 61] ; [52 86],[23.79439252 52.20560748] ; [43.20560748 94.79439252],0
p2,1,0.00686,7.309152,[45 31] ; [106  32],[53.62616822 22.37383178] ; [97.37383178 40.62616822],0
s6,1,0.008284,6.971057,[27 49] ; [74 62],[36.20754717 39.79245283] ; [64.79245283 71.20754717],0
p10,1,0.00889,6.844861,[39 36] ; [94 40],[47.72727273 27.27272727] ; [85.27272727 48.72727273],0
p3,1,0.012412,6.25104,[16 60] ; [52 86],[24.14953271 51.85046729] ; [43.85046729 94.14953271],0
b1,1,0.013773,6.066993,[36 40] ; [42 96],[27.70093458 48.29906542] ; [50.29906542 87.70093458],0
n3,1,0.024662,5.047498,[15 14] ; [26  7],[19.17741935  9.82258065] ; [21.82258065 11.17741935],0
p9,1,0.042264,4.124589,[44 31] ; [97 37],[50.59808612 24.40191388] ; [90.40191388 43.59808612],0
p11,1,0.05191,3.778654,[44 32] ; [98 40],[50.42990654 25.57009346] ; [91.57009346 46.42990654],0
d2,1,0.06701,3.354775,[22 54] ; [ 25 113],[16.69158879 59.30841121] ; [ 30.30841121 107.69158879],0
u3,1,0.085294,2.961018,[17 28] ; [41 35],[21.57024793 23.42975207] ; [36.42975207 39.57024793],0
b4,1,0.144943,2.124684,[39 37] ; [85 53],[44.03738318 31.96261682] ; [79.96261682 58.03738318],0
u2,1,0.147589,2.096993,[20 25] ; [43 31],[23.82352941 21.17647059] ; [39.17647059 34.82352941],0
p8,1,0.162973,1.94642,[25 51] ; [58 78],[29.75471698 46.24528302] ; [53.24528302 82.75471698],0
n6,1,0.166577,1.913482,[51 25] ; [104  33],[55.30516432 20.69483568] ; [99.69483568 37.30516432],0
