Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.42456,[20 56] ; [84 54],[36.93457944 39.06542056] ; [67.06542056 70.93457944],1
v3,1,0.169104,1.890873,[18 57] ; [44 89],[22.35576923 52.64423077] ; [39.64423077 93.35576923],0
b5,1,0.201975,1.628033,[44 32] ; [92 46],[48.29906542 27.70093458] ; [87.70093458 50.29906542],0
a1,1,0.246978,1.340317,[ 3 73] ; [  2 136],[ 1.77570093 74.22429907] ; [  3.22429907 134.77570093],0
p6,1,0.25387,1.301879,[16 58] ; [39 96],[19.47368421 54.52631579] ; [35.52631579 99.47368421],0
v2,1,0.26076,1.26472,[26 44] ; [59 71],[29.75 40.25] ; [55.25 74.75],0
p7,1,0.280626,1.164056,[36 37] ; [76 57],[39.68932039 33.31067961] ; [72.31067961 60.68932039],0
s2,1,0.311842,1.022858,[22 54] ; [49 88],[25.33333333 50.66666667] ; [45.66666667 91.33333333],0
s4,1,0.317945,0.997382,[ 8 68] ; [ 21 115],[10.39622642 65.60377358] ; [ 18.60377358 117.39622642],0
a4,1,0.332313,0.939864,[15 61] ; [ 20 117],[12.48826291 63.51173709] ; [ 22.51173709 114.48826291],0
n5,1,0.338045,0.917832,[52 23] ; [86 51],[48.82075472 26.17924528] ; [89.17924528 47.82075472],0
n4,1,0.496424,0.462573,[48 28] ; [80 57],[45.6713615 30.3286385] ; [82.3286385 54.6713615],0
s7,1,0.562354,0.335644,[18 54] ; [38 94],[19.76470588 52.23529412] ; [36.23529412 95.76470588],0
a3,1,0.567,0.327727,[31 45] ; [61 75],[32.98113208 43.01886792] ; [59.01886792 76.98113208],0
n2,1,0.572958,0.317758,[17 12] ; [21 11],[18.06557377 10.93442623] ; [19.93442623 12.06557377],0
p5,1,0.629831,0.23229,[ 5 70] ; [  7 131],[ 4.22535211 70.77464789] ; [  7.77464789 130.22535211],0
v1,1,0.655494,0.199043,[27 49] ; [51 81],[28.5 47.5] ; [49.5 82.5],0
u1,1,0.657353,0.196755,[ 1 75] ; [  3 135],[ 1.42056075 74.57943925] ; [  2.57943925 135.42056075],0
b2,1,0.66816,0.183762,[12 36] ; [20 50],[13.01694915 34.98305085] ; [18.98305085 51.01694915],0
b3,1,0.66816,0.183762,[12 36] ; [20 50],[13.01694915 34.98305085] ; [18.98305085 51.01694915],0
p12,1,0.689708,0.159401,[ 2 74] ; [  5 132],[ 2.49765258 73.50234742] ; [  4.50234742 132.49765258],0
a8,1,0.70732,0.140969,[ 6 65] ; [ 13 116],[ 6.745 64.255] ; [ 12.255 116.745],0
s3,1,0.76042,0.092982,[34 40] ; [65 70],[35.05263158 38.94736842] ; [63.94736842 71.05263158],0
s8,1,0.772941,0.08325,[19 57] ; [ 37 101],[19.88785047 56.11214953] ; [ 36.11214953 101.88785047],0
p1,1,0.854786,0.033494,[ 5 71] ; [ 10 128],[ 5.3271028 70.6728972] ; [  9.6728972 128.3271028],0
s1,1,0.906244,0.013872,[ 3 72] ; [  5 131],[ 2.8436019 72.1563981] ; [  5.1563981 130.8436019],0
n1,1,0.950297,0.003886,[ 9 20] ; [10 23],[ 8.88709677 20.11290323] ; [10.11290323 22.88709677],0
p4,1,0.955532,0.003109,[30 44] ; [55 82],[29.81042654 44.18957346] ; [55.18957346 81.81042654],0
