Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,33.627848,[20  6] ; [12 64],[ 8.15686275 17.84313725] ; [23.84313725 52.15686275],1
s6,1,2e-06,22.910553,[24  4] ; [25 51],[13.19230769 14.80769231] ; [35.80769231 40.19230769],1
s2,1,2e-05,18.159337,[20  9] ; [19 59],[10.57009346 18.42990654] ; [28.42990654 49.57009346],1
s3,1,0.000414,12.468929,[23  6] ; [31 45],[14.91428571 14.08571429] ; [39.08571429 36.91428571],1
p4,1,0.000432,12.390135,[21  8] ; [26 50],[12.98095238 16.01904762] ; [34.01904762 41.98095238],1
p8,1,0.00129,10.356522,[18 11] ; [22 56],[10.8411215 18.1588785] ; [29.1588785 48.8411215],0
p10,1,0.001799,9.744318,[23  5] ; [37 40],[16. 12.] ; [44. 33.],0
r4,1,0.003438,8.559321,[25  4] ; [44 35],[18.52777778 10.47222222] ; [50.47222222 28.52777778],0
v4,1,0.01588,5.816162,[27  1] ; [59 19],[22.71698113  5.28301887] ; [63.28301887 14.71698113],0
r1,1,0.018145,5.582078,[21  8] ; [37 42],[15.57407407 13.42592593] ; [42.42592593 36.57407407],0
p7,1,0.018182,5.578544,[21  8] ; [35 40],[15.61538462 13.38461538] ; [40.38461538 34.61538462],0
r3,1,0.020281,5.387541,[27  2] ; [57 22],[22.55555556  6.44444444] ; [61.44444444 17.55555556],0
p12,1,0.02131,5.301294,[ 4 24] ; [ 2 76],[ 1.58490566 26.41509434] ; [ 4.41509434 73.58490566],0
d3,1,0.029208,4.755285,[15 14] ; [23 56],[10.2037037 18.7962963] ; [27.7962963 51.2037037],0
v1,1,0.034307,4.479332,[17 12] ; [28 50],[12.19626168 16.80373832] ; [32.80373832 45.19626168],0
u2,1,0.052965,3.745031,[10  4] ; [22 30],[6.78787879 7.21212121] ; [25.21212121 26.78787879],0
b4,1,0.055112,3.678691,[12 17] ; [49 30],[16.37962963 12.62037037] ; [44.62037037 34.37962963],0
p9,1,0.057676,3.602978,[22  6] ; [45 32],[17.86666667 10.13333333] ; [49.13333333 27.86666667],0
d1,1,0.065198,3.399957,[ 9 20] ; [12 67],[ 5.63888889 23.36111111] ; [15.36111111 63.63888889],0
n4,1,0.071805,3.241279,[23  6] ; [48 31],[19.06481481  9.93518519] ; [51.93518519 27.06481481],0
r2,1,0.078749,3.090542,[25  3] ; [57 21],[21.66037736  6.33962264] ; [60.33962264 17.66037736],0
b1,1,0.079389,3.077374,[18 11] ; [34 45],[13.96296296 15.03703704] ; [38.03703704 40.96296296],0
n6,1,0.083741,2.990766,[23  6] ; [48 30],[19.24299065  9.75700935] ; [51.75700935 26.24299065],0
u3,1,0.083974,2.986266,[9 5] ; [20 32],[6.15151515 7.84848485] ; [22.84848485 29.15151515],0
a3,1,0.107196,2.595078,[15 14] ; [27 51],[11.38317757 17.61682243] ; [30.61682243 47.38317757],0
v3,1,0.171807,1.867109,[ 9 19] ; [15 62],[ 6.4 21.6] ; [17.6 59.4],0
d5,1,0.174025,1.847927,[16 13] ; [32 47],[12.88888889 16.11111111] ; [35.11111111 43.88888889],0
s4,1,0.195217,1.677801,[ 8 21] ; [13 66],[ 5.63888889 23.36111111] ; [15.36111111 63.63888889],0
p6,1,0.203504,1.617045,[11 18] ; [19 56],[ 8.36538462 20.63461538] ; [21.63461538 53.36538462],0
a6,1,0.217668,1.519677,[ 6 23] ; [26 53],[ 8.59259259 20.40740741] ; [23.40740741 55.59259259],0
p3,1,0.232835,1.423461,[10 19] ; [18 60],[ 7.58878505 21.41121495] ; [20.41121495 57.58878505],0
p2,1,0.245469,1.34891,[21  8] ; [47 31],[18.42990654 10.57009346] ; [49.57009346 28.42990654],0
n1,1,0.249819,1.324314,[5 4] ; [11 21],[3.51219512 5.48780488] ; [12.48780488 19.51219512],0
a4,1,0.259278,1.272607,[ 8 21] ; [14 65],[ 5.90740741 23.09259259] ; [16.09259259 62.90740741],0
p5,1,0.305887,1.048352,[ 4 24] ; [ 6 72],[ 2.64150943 25.35849057] ; [ 7.35849057 70.64150943],0
p1,1,0.324693,0.96995,[ 4 25] ; [ 6 73],[ 2.68518519 26.31481481] ; [ 7.31481481 71.68518519],0
n5,1,0.339883,0.910872,[22  7] ; [51 26],[19.97169811  9.02830189] ; [53.02830189 23.97169811],0
v2,1,0.419404,0.651983,[12 15] ; [26 47],[10.26 16.74] ; [27.74 45.26],0
u1,1,0.455914,0.555908,[ 1 28] ; [ 1 78],[ 0.53703704 28.46296296] ; [ 1.46296296 77.53703704],0
n2,1,0.460848,0.543835,[5 4] ; [22 10],[5.92682927 3.07317073] ; [21.07317073 10.92682927],0
d2,1,0.503363,0.447839,[10 19] ; [22 57],[ 8.59259259 20.40740741] ; [23.40740741 55.59259259],0
d4,1,0.552807,0.352312,[16 13] ; [38 40],[14.63551402 14.36448598] ; [39.36448598 38.63551402],0
