Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,106.023864,[328 137] ; [ 66 160],[265.13748191 199.86251809] ; [128.86251809  97.13748191],1
p6,1,0.0,78.006395,[232 233] ; [ 34 192],[179.00144718 285.99855282] ; [ 86.99855282 139.00144718],1
p3,1,0.0,51.534295,[294 172] ; [ 77 149],[249.83526012 216.16473988] ; [121.16473988 104.83526012],1
p4,1,0.0,47.16624,[338 128] ; [104 123],[297.21789322 168.78210678] ; [144.78210678  82.21789322],1
p2,1,0.0,37.097775,[428  38] ; [170  57],[402.11832612  63.88167388] ; [195.88167388  31.11832612],1
s7,1,4.8e-05,16.53264,[254 190] ; [ 89 131],[229.35542169 214.64457831] ; [113.64457831 106.35542169],1
a3,1,0.000554,11.922929,[357 108] ; [146  81],[337.99855491 127.00144509] ; [165.00144509  61.99855491],1
s5,1,0.001274,10.379882,[185 271] ; [ 59 154],[166.31390135 289.68609865] ; [ 77.68609865 135.31390135],0
s8,1,0.001747,9.798162,[240 225] ; [ 88 138],[220.723589 244.276411] ; [107.276411 118.723589],0
a8,1,0.004305,8.150422,[ 67 359] ; [ 16 194],[ 55.59433962 370.40566038] ; [ 27.40566038 182.59433962],0
p5,1,0.005725,7.634899,[ 70 395] ; [ 17 207],[ 58.71552975 406.28447025] ; [ 28.28447025 195.71552975],0
p11,1,0.006039,7.538669,[406  61] ; [179  48],[393.65273775  73.34726225] ; [191.34726225  35.65273775],0
b5,1,0.00638,7.439736,[260 207] ; [151  76],[276.56628242 190.43371758] ; [134.43371758  92.56628242],0
r1,1,0.006954,7.284901,[394  72] ; [172  54],[381.15028902  84.84971098] ; [184.84971098  41.15028902],0
v2,1,0.008091,7.013236,[278 172] ; [109 105],[262.27409639 187.72590361] ; [124.72590361  89.27409639],0
v1,1,0.008209,6.987327,[271 185] ; [106 112],[255.06231454 200.93768546] ; [121.93768546  96.06231454],0
v3,1,0.009318,6.760884,[204 249] ; [ 74 141],[188.5239521 264.4760479] ; [ 89.4760479 125.5239521],0
r3,1,0.010027,6.630178,[454  12] ; [212  15],[447.84415584  18.15584416] ; [218.15584416   8.84415584],0
d5,1,0.011325,6.413656,[394  70] ; [175  52],[382.07814761  81.92185239] ; [186.92185239  40.07814761],0
r4,1,0.023718,5.115152,[443  24] ; [205  22],[436.04610951  30.95389049] ; [211.95389049  15.04610951],0
s6,1,0.024697,5.045003,[331 127] ; [143  81],[318.31671554 139.68328446] ; [155.68328446  68.31671554],0
a1,1,0.027605,4.852544,[ 28 439] ; [  5 222],[ 22.20605187 444.79394813] ; [ 10.79394813 216.20605187],0
d3,1,0.029056,4.764316,[338 126] ; [147  80],[325.67293777 138.32706223] ; [159.32706223  67.67293777],0
n4,1,0.036436,4.376602,[378  89] ; [168  59],[367.4092219  99.5907781] ; [178.5907781  48.4092219],0
d1,1,0.040481,4.197621,[295 172] ; [125 102],[282.62247839 184.37752161] ; [137.37752161  89.62247839],0
a2,1,0.050821,3.814176,[122 345] ; [ 44 183],[111.70317003 355.29682997] ; [ 54.29682997 172.70317003],0
n5,1,0.08829,2.90527,[373  93] ; [168  58],[364.3150289 101.6849711] ; [176.6849711  49.3150289],0
b4,1,0.107069,2.596956,[260 207] ; [141  86],[269.83717579 197.16282421] ; [131.16282421  95.83717579],0
s2,1,0.116714,2.460872,[260 205] ; [111 113],[250.38461538 214.61538462] ; [120.61538462 103.38461538],0
b1,1,0.125449,2.347935,[178 289] ; [ 73 154],[168.90057637 298.09942363] ; [ 82.09942363 144.90057637],0
d4,1,0.152707,2.045004,[393  72] ; [182  45],[386.3800578  78.6199422] ; [188.6199422  38.3800578],0
s3,1,0.153289,2.039207,[270 192] ; [118 106],[261.30612245 200.69387755] ; [126.69387755  97.30612245],0
a5,1,0.16415,1.935574,[360 107] ; [164  63],[352.60518732 114.39481268] ; [171.39481268  55.60518732],0
n6,1,0.185753,1.750982,[411  53] ; [193  34],[405.58031838  58.41968162] ; [198.41968162  28.58031838],0
u1,1,0.215221,1.535955,[ 90 377] ; [ 35 192],[ 84.11383285 382.88616715] ; [ 40.88616715 186.11383285],0
n3,1,0.23106,1.434326,[64 19] ; [43 20],[60.82876712 22.17123288] ; [46.17123288 16.82876712],0
a4,1,0.288459,1.1268,[217 249] ; [ 96 131],[210.47330447 255.52669553] ; [102.52669553 124.47330447],0
n1,1,0.318809,0.993825,[26 56] ; [25 38],[28.84137931 53.15862069] ; [22.15862069 40.84137931],0
s4,1,0.400006,0.708309,[ 86 376] ; [ 36 189],[ 82.04366812 379.95633188] ; [ 39.95633188 185.04366812],0
b3,1,0.483641,0.490642,[117 175] ; [41 72],[113.91604938 178.08395062] ; [44.08395062 68.91604938],0
b2,1,0.483641,0.490642,[117 175] ; [41 72],[113.91604938 178.08395062] ; [44.08395062 68.91604938],0
d2,1,0.539189,0.377045,[227 239] ; [104 121],[223.22141823 242.77858177] ; [107.77858177 117.22141823],0
u3,1,0.549644,0.357955,[62 46] ; [50 31],[64. 44.] ; [48. 33.],0
u2,1,0.63186,0.229547,[67 42] ; [47 34],[65.4 43.6] ; [48.6 32.4],0
p1,1,0.639089,0.219935,[ 44 421] ; [ 19 208],[ 42.33381503 422.66618497] ; [ 20.66618497 206.33381503],0
s1,1,0.686125,0.163312,[ 12 452] ; [  7 217],[ 12.81395349 451.18604651] ; [  6.18604651 217.81395349],0
n2,1,0.790728,0.070419,[63 20] ; [49 14],[63.67123288 19.32876712] ; [48.32876712 14.67123288],0
u4,1,0.88038,0.022647,[  9 458] ; [  4 223],[  8.74783862 458.25216138] ; [  4.25216138 222.74783862],0
p12,1,0.895419,0.017279,[ 44 423] ; [ 22 204],[ 44.47619048 422.52380952] ; [ 21.52380952 204.47619048],0
r2,1,0.93076,0.00755,[444  19] ; [218   9],[444.2115942  18.7884058] ; [217.7884058   9.2115942],0
a6,1,0.938046,0.006041,[325 140] ; [158  69],[324.55924855 140.44075145] ; [158.44075145  68.55924855],0
a7,1,0.942383,0.005224,[345 120] ; [169  58],[345.39017341 119.60982659] ; [168.60982659  58.39017341],0
p9,1,0.991266,0.00012,[442  25] ; [213  12],[442.03034682  24.96965318] ; [212.96965318  12.03034682],0
