Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.002314,9.28191,[4 2] ; [ 2 20],[1.28571429 4.71428571] ; [ 4.71428571 17.28571429],0
p12,1,0.020385,5.378656,[3 3] ; [ 2 20],[1.07142857 4.92857143] ; [ 3.92857143 18.07142857],0
d2,1,0.041074,4.172958,[4 2] ; [ 5 17],[1.92857143 4.07142857] ; [ 7.07142857 14.92857143],0
b1,1,0.041074,4.172958,[2 4] ; [17  5],[4.07142857 1.92857143] ; [14.92857143  7.07142857],0
r4,1,0.18367,1.767677,[4 2] ; [ 8 14],[2.57142857 3.42857143] ; [ 9.42857143 12.57142857],0
b4,1,0.18367,1.767677,[4 2] ; [ 8 14],[2.57142857 3.42857143] ; [ 9.42857143 12.57142857],0
d3,1,0.262125,1.257498,[2 4] ; [13  9],[3.21428571 2.78571429] ; [11.78571429 10.21428571],0
a3,1,0.262125,1.257498,[4 2] ; [ 9 13],[2.78571429 3.21428571] ; [10.21428571 11.78571429],0
n2,1,0.283977,1.147959,[1 1] ; [6 1],[1.55555556 0.44444444] ; [5.44444444 1.55555556],0
v3,1,0.290689,1.116427,[3 3] ; [ 6 16],[1.92857143 4.07142857] ; [ 7.07142857 14.92857143],0
a2,1,0.306826,1.044289,[1 5] ; [ 1 21],[0.42857143 5.57142857] ; [ 1.57142857 20.42857143],0
a1,1,0.306826,1.044289,[1 5] ; [ 1 21],[0.42857143 5.57142857] ; [ 1.57142857 20.42857143],0
s3,1,0.326109,0.964286,[1 5] ; [ 8 13],[2. 4.] ; [ 7. 14.],0
p3,1,0.356981,0.848485,[4 2] ; [10 12],[3. 3.] ; [11. 11.],0
d4,1,0.359809,0.838561,[5 1] ; [14  8],[4.07142857 1.92857143] ; [14.92857143  7.07142857],0
s7,1,0.412494,0.671601,[3 3] ; [ 6 13],[2.16 3.84] ; [ 6.84 12.16],0
s6,1,0.468084,0.526496,[4 2] ; [11 11],[3.21428571 2.78571429] ; [11.78571429 10.21428571],0
v1,1,0.544356,0.367526,[3 3] ; [ 8 14],[2.35714286 3.64285714] ; [ 8.64285714 13.35714286],0
p6,1,0.544356,0.367526,[3 3] ; [ 8 14],[2.35714286 3.64285714] ; [ 8.64285714 13.35714286],0
n3,1,0.57075,0.321429,[1 1] ; [5 2],[1.33333333 0.66666667] ; [4.66666667 2.33333333],0
d5,1,0.594853,0.282828,[4 2] ; [12 10],[3.42857143 2.57142857] ; [12.57142857  9.42857143],0
d1,1,0.594853,0.282828,[2 4] ; [ 5 17],[1.5 4.5] ; [ 5.5 16.5],0
p7,1,0.594853,0.282828,[5 1] ; [16  6],[4.5 1.5] ; [16.5  5.5],0
r1,1,0.689995,0.159091,[3 3] ; [ 9 13],[2.57142857 3.42857143] ; [ 9.42857143 12.57142857],0
a6,1,0.689995,0.159091,[3 3] ; [13  9],[3.42857143 2.57142857] ; [12.57142857  9.42857143],0
b5,1,0.689995,0.159091,[3 3] ; [13  9],[3.42857143 2.57142857] ; [12.57142857  9.42857143],0
s8,1,0.736268,0.113434,[2 4] ; [ 9 13],[2.35714286 3.64285714] ; [ 8.64285714 13.35714286],0
u3,1,0.756495,0.096154,[1 1] ; [5 8],[0.8 1.2] ; [5.2 7.8],0
v4,1,0.770831,0.084848,[4 2] ; [16  6],[4.28571429 1.71428571] ; [15.71428571  6.28571429],0
a4,1,0.770831,0.084848,[2 4] ; [ 6 16],[1.71428571 4.28571429] ; [ 6.28571429 15.71428571],0
n4,1,0.84313,0.039161,[3 3] ; [12 10],[3.21428571 2.78571429] ; [11.78571429 10.21428571],0
r3,1,0.850857,0.035354,[5 1] ; [19  3],[5.14285714 0.85714286] ; [18.85714286  3.14285714],0
n5,1,0.890782,0.018855,[4 2] ; [14  8],[3.85714286 2.14285714] ; [14.14285714  7.85714286],0
v2,1,0.918011,0.010597,[3 3] ; [10 11],[2.88888889 3.11111111] ; [10.11111111 10.88888889],0
a8,1,0.920948,0.009848,[1 5] ; [ 3 17],[0.92307692 5.07692308] ; [ 3.07692308 16.92307692],0
p2,1,0.931549,0.007378,[5 1] ; [18  4],[4.92857143 1.07142857] ; [18.07142857  3.92857143],0
p4,1,0.943843,0.004962,[4 2] ; [15  7],[4.07142857 1.92857143] ; [14.92857143  7.07142857],0
s2,1,1.0,0.0,[2 4] ; [ 7 14],[2. 4.] ; [ 7. 14.],0
a7,1,1.0,0.0,[3 3] ; [11 11],[3. 3.] ; [11. 11.],0
