Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,81.737836,[202 149] ; [ 42 178],[149.98949212 201.01050788] ; [ 94.01050788 125.98949212],1
n4,1,0.662757,0.190192,[292  68] ; [180  46],[289.96587031  70.03412969] ; [182.03412969  43.96587031],0
s2,1,0.702114,0.146282,[196 162] ; [119 105],[193.7628866 164.2371134] ; [121.2371134 102.7628866],0
d4,1,0.704557,0.143774,[311  49] ; [191  33],[309.45205479  50.54794521] ; [192.54794521  31.45205479],0
p4,1,0.719106,0.129351,[235 124] ; [144  81],[232.98116438 126.01883562] ; [146.01883562  78.98116438],0
d3,1,0.755742,0.096769,[263  97] ; [167  58],[264.61538462  95.38461538] ; [165.38461538  59.61538462],0
p2,1,0.759696,0.093563,[316  45] ; [195  30],[314.79692833  46.20307167] ; [196.20307167  28.79692833],0
a4,1,0.763607,0.090449,[179 181] ; [109 116],[177.23076923 182.76923077] ; [110.76923077 114.23076923],0
p8,1,0.877176,0.023886,[207 150] ; [129  96],[206.10309278 150.89690722] ; [129.89690722  95.10309278],0
p5,1,0.880414,0.022634,[ 47 314] ; [ 30 193],[ 47.59760274 313.40239726] ; [ 29.40239726 193.59760274],0
s5,1,0.886854,0.020245,[135 215] ; [ 85 132],[135.80246914 214.19753086] ; [ 84.19753086 132.80246914],0
p1,1,0.920603,0.009935,[ 31 329] ; [ 20 206],[ 31.33105802 328.66894198] ; [ 19.66894198 206.33105802],0
