Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000207,13.763444,[95 11] ; [10  8],[89.75806452 16.24193548] ; [15.24193548  2.75806452],1
p4,1,0.001203,10.484976,[85 21] ; [ 8 10],[79.5 26.5] ; [13.5  4.5],0
b4,1,0.004971,7.890032,[72 34] ; [ 6 12],[66.67741935 39.32258065] ; [11.32258065  6.67741935],0
p10,1,0.026326,4.934482,[87 17] ; [11  7],[83.54098361 20.45901639] ; [14.45901639  3.54098361],0
p2,1,0.027339,4.869245,[96 10] ; [13  5],[93.17741935 12.82258065] ; [15.82258065  2.17741935],0
p8,1,0.034031,4.493139,[79 27] ; [9 9],[75.22580645 30.77419355] ; [12.77419355  5.22580645],0
v1,1,0.041484,4.156134,[61 42] ; [ 6 12],[57.03305785 45.96694215] ; [9.96694215 8.03305785],0
v4,1,0.058439,3.581134,[100   5] ; [15  3],[98.17073171  6.82926829] ; [16.82926829  1.17073171],0
b5,1,0.061105,3.507131,[64 42] ; [15  3],[67.53225806 38.46774194] ; [11.46774194  6.53225806],0
a7,1,0.069171,3.302593,[83 22] ; [10  7],[80.04098361 24.95901639] ; [12.95901639  4.04098361],0
d5,1,0.076936,3.128468,[88 18] ; [11  6],[85.31707317 20.68292683] ; [13.68292683  3.31707317],0
a5,1,0.081579,3.033154,[75 31] ; [9 9],[71.80645161 34.19354839] ; [12.19354839  5.80645161],0
s8,1,0.087521,2.919381,[34 72] ; [ 2 15],[31.02439024 74.97560976] ; [ 4.97560976 12.02439024],0
d3,1,0.097045,2.753446,[75 31] ; [8 8],[72.1147541 33.8852459] ; [10.8852459  5.1147541],0
d4,1,0.104468,2.635975,[88 18] ; [12  6],[85.48387097 20.51612903] ; [14.51612903  3.48387097],0
s1,1,0.15926,1.981237,[  1 102] ; [ 1 17],[  1.70247934 101.29752066] ; [ 0.29752066 17.70247934],0
n4,1,0.170082,1.882224,[81 25] ; [11  7],[78.64516129 27.35483871] ; [13.35483871  4.64516129],0
d1,1,0.178517,1.809931,[65 41] ; [ 8 10],[62.40322581 43.59677419] ; [10.59677419  7.40322581],0
d2,1,0.187331,1.738487,[47 59] ; [11  7],[49.58064516 56.41935484] ; [8.41935484 9.58064516],0
n6,1,0.191433,1.706556,[89 16] ; [13  5],[87.07317073 17.92682927] ; [14.92682927  3.07317073],0
v2,1,0.194797,1.68096,[56 45] ; [ 7 11],[53.47058824 47.52941176] ; [9.52941176 8.47058824],0
s2,1,0.210317,1.569244,[39 65] ; [ 4 14],[36.6557377 67.3442623] ; [ 6.3442623 11.6557377],0
s6,1,0.245346,1.349611,[62 38] ; [8 9],[59.82905983 40.17094017] ; [10.17094017  6.82905983],0
s5,1,0.342377,0.90151,[29 72] ; [ 3 14],[27.38983051 73.61016949] ; [ 4.61016949 12.38983051],0
s4,1,0.361737,0.831853,[14 87] ; [ 4 14],[15.27731092 85.72268908] ; [ 2.72268908 15.27731092],0
a6,1,0.390136,0.738517,[70 36] ; [10  8],[68.38709677 37.61290323] ; [11.61290323  6.38709677],0
a3,1,0.408092,0.684354,[64 42] ; [9 9],[62.40322581 43.59677419] ; [10.59677419  7.40322581],0
a8,1,0.430585,0.621244,[12 84] ; [ 1 16],[11.04424779 84.95575221] ; [ 1.95575221 15.04424779],0
a2,1,0.442693,0.589293,[21 85] ; [ 5 13],[22.22580645 83.77419355] ; [ 3.77419355 14.22580645],0
n5,1,0.443768,0.586519,[79 26] ; [12  6],[77.68292683 27.31707317] ; [13.31707317  4.68292683],0
s3,1,0.448583,0.57423,[45 60] ; [ 6 12],[43.53658537 61.46341463] ; [ 7.46341463 10.53658537],0
p7,1,0.457614,0.551725,[85 19] ; [16  2],[86.09836066 17.90163934] ; [14.90163934  3.09836066],0
v3,1,0.467442,0.528016,[31 70] ; [ 4 14],[29.70588235 71.29411765] ; [ 5.29411765 12.70588235],0
r3,1,0.550953,0.355612,[102   3] ; [17  1],[101.58536585   3.41463415] ; [17.41463415  0.58536585],0
u2,1,0.573604,0.316689,[19 23] ; [5 4],[19.76470588 22.23529412] ; [4.23529412 4.76470588],0
b1,1,0.602075,0.271877,[46 60] ; [9 9],[47.01612903 58.98387097] ; [ 7.98387097 10.01612903],0
r4,1,0.607653,0.263607,[98  8] ; [16  2],[97.4516129  8.5483871] ; [16.5483871  1.4516129],0
p3,1,0.613653,0.254889,[58 48] ; [11  7],[58.98387097 47.01612903] ; [10.01612903  7.98387097],0
r1,1,0.649538,0.206483,[81 24] ; [13  5],[80.24390244 24.75609756] ; [13.75609756  4.24390244],0
a4,1,0.793512,0.068515,[49 56] ; [9 9],[49.51219512 55.48780488] ; [8.48780488 9.51219512],0
u3,1,0.813607,0.05559,[20 21] ; [4 5],[19.68 21.32] ; [4.32 4.68],0
u1,1,0.864046,0.029319,[16 90] ; [ 3 15],[16.24193548 89.75806452] ; [ 2.75806452 15.24193548],0
b2,1,0.874905,0.024784,[25 35] ; [4 5],[25.2173913 34.7826087] ; [3.7826087 5.2173913],0
b3,1,0.874905,0.024784,[25 35] ; [4 5],[25.2173913 34.7826087] ; [3.7826087 5.2173913],0
n3,1,0.884077,0.021259,[15  6] ; [3 1],[15.12  5.88] ; [2.88 1.12],0
n1,1,0.884077,0.021259,[ 6 15] ; [1 3],[ 5.88 15.12] ; [1.12 2.88],0
p5,1,0.925145,0.008827,[11 95] ; [ 2 16],[11.11290323 94.88709677] ; [ 1.88709677 16.11290323],0
