Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,22.025045,[ 9 36] ; [34 16],[20.36842105 24.63157895] ; [22.63157895 27.36842105],1
s7,1,0.000119,14.805146,[ 4 35] ; [23 24],[12.24418605 26.75581395] ; [14.75581395 32.24418605],1
s5,1,0.000182,14.009896,[ 4 39] ; [21 26],[11.94444444 31.05555556] ; [13.05555556 33.94444444],1
s8,1,0.000581,11.835264,[ 3 42] ; [18 32],[ 9.94736842 35.05263158] ; [11.05263158 38.94736842],1
s3,1,0.002219,9.359166,[13 30] ; [31 19],[20.34408602 22.65591398] ; [23.65591398 26.34408602],0
r4,1,0.002688,9.007949,[24 21] ; [41  9],[30.78947368 14.21052632] ; [34.21052632 15.78947368],0
r2,1,0.004951,7.897298,[32 12] ; [47  3],[36.9787234  7.0212766] ; [42.0212766  7.9787234],0
v2,1,0.005932,7.570931,[14 31] ; [27 18],[20.5 24.5] ; [20.5 24.5],0
p4,1,0.009453,6.735214,[11 32] ; [26 24],[17.10752688 25.89247312] ; [19.89247312 30.10752688],0
d5,1,0.010295,6.583177,[29 15] ; [44  6],[34.17021277  9.82978723] ; [38.82978723 11.17021277],0
r1,1,0.011514,6.384228,[23 22] ; [38 12],[28.89473684 16.10526316] ; [32.10526316 17.89473684],0
d1,1,0.020082,5.404765,[19 26] ; [33 17],[24.63157895 20.36842105] ; [27.36842105 22.63157895],0
a5,1,0.020979,5.328526,[21 24] ; [35 15],[26.52631579 18.47368421] ; [29.47368421 20.52631579],0
s4,1,0.029113,4.760924,[ 8 37] ; [19 31],[12.78947368 32.21052632] ; [14.21052632 35.78947368],0
n6,1,0.038082,4.301344,[17 28] ; [29 20],[22.0212766 22.9787234] ; [23.9787234 25.0212766],0
p9,1,0.046689,3.956543,[17 26] ; [29 19],[21.73626374 21.26373626] ; [24.26373626 23.73626374],0
d3,1,0.047639,3.922658,[26 18] ; [39 11],[30.42553191 13.57446809] ; [34.57446809 15.42553191],0
r3,1,0.050867,3.812659,[35 10] ; [46  4],[38.36842105  6.63157895] ; [42.63157895  7.36842105],0
p10,1,0.052076,3.773316,[15 28] ; [27 22],[19.63043478 23.36956522] ; [22.36956522 26.63043478],0
v1,1,0.062439,3.471376,[10 34] ; [20 29],[14.19354839 29.80645161] ; [15.80645161 33.19354839],0
n1,1,0.101592,2.680366,[ 1 14] ; [ 6 15],[ 2.91666667 12.08333333] ; [ 4.08333333 16.91666667],0
s1,1,0.101917,2.675287,[ 6 39] ; [ 2 48],[ 3.78947368 41.21052632] ; [ 4.21052632 45.78947368],0
p3,1,0.108122,2.581462,[12 31] ; [22 28],[15.72043011 27.27956989] ; [18.27956989 31.72043011],0
n3,1,0.109781,2.557367,[7 7] ; [16  5],[9.2 4.8] ; [13.8  7.2],0
p8,1,0.110423,2.548161,[ 9 34] ; [18 32],[12.48387097 30.51612903] ; [14.51612903 35.48387097],0
n2,1,0.112411,2.52,[6 9] ; [14  7],[8.33333333 6.66666667] ; [11.66666667  9.33333333],0
d4,1,0.114107,2.496397,[34 11] ; [44  6],[36.94736842  8.05263158] ; [41.05263158  8.94736842],0
u1,1,0.155736,2.015152,[ 3 42] ; [ 8 42],[ 5.21052632 39.78947368] ; [ 5.78947368 44.21052632],0
p2,1,0.17073,1.876519,[22 22] ; [32 18],[25.27659574 18.72340426] ; [28.72340426 21.27659574],0
v4,1,0.183747,1.767053,[35 10] ; [44  6],[37.42105263  7.57894737] ; [41.57894737  8.42105263],0
a2,1,0.185288,1.75469,[ 6 39] ; [12 38],[ 8.52631579 36.47368421] ; [ 9.47368421 40.52631579],0
u3,1,0.187207,1.739459,[ 7 10] ; [12  7],[8.97222222 8.02777778] ; [10.02777778  8.97222222],0
a7,1,0.190911,1.710571,[28 16] ; [38 12],[30.89361702 13.10638298] ; [35.10638298 14.89361702],0
p6,1,0.242026,1.368752,[ 6 36] ; [12 38],[ 8.2173913 33.7826087] ; [ 9.7826087 40.2173913],0
p1,1,0.28798,1.12904,[ 2 43] ; [ 5 44],[ 3.35106383 41.64893617] ; [ 3.64893617 45.35106383],0
p7,1,0.326479,0.962812,[15 29] ; [22 28],[17.31914894 26.68085106] ; [19.68085106 30.31914894],0
d2,1,0.34058,0.908247,[19 26] ; [26 24],[21.31578947 23.68421053] ; [23.68421053 26.31578947],0
a4,1,0.384619,0.755885,[15 30] ; [21 29],[17.05263158 27.94736842] ; [18.94736842 31.05263158],0
a6,1,0.392957,0.729773,[24 21] ; [31 19],[26.05263158 18.94736842] ; [28.94736842 21.05263158],0
b2,1,0.523726,0.40655,[ 6 17] ; [ 4 18],[ 5.11111111 17.88888889] ; [ 4.88888889 17.11111111],0
b3,1,0.523726,0.40655,[ 6 17] ; [ 4 18],[ 5.11111111 17.88888889] ; [ 4.88888889 17.11111111],0
v3,1,0.556636,0.345563,[11 30] ; [15 31],[12.25287356 28.74712644] ; [13.74712644 32.25287356],0
a3,1,0.576755,0.31151,[28 16] ; [29 21],[26.68085106 17.31914894] ; [30.31914894 19.68085106],0
a1,1,0.620784,0.244767,[ 1 44] ; [ 2 48],[ 1.42105263 43.57894737] ; [ 1.57894737 48.42105263],0
n4,1,0.739823,0.110282,[14 31] ; [14 36],[13.26315789 31.73684211] ; [14.73684211 35.26315789],0
b1,1,0.762019,0.091706,[23 22] ; [24 26],[22.26315789 22.73684211] ; [24.73684211 25.26315789],0
u2,1,0.765243,0.089164,[9 8] ; [11  8],[9.44444444 7.55555556] ; [10.55555556  8.44444444],0
b5,1,0.824484,0.049187,[28 17] ; [30 20],[27.47368421 17.52631579] ; [30.52631579 19.47368421],0
b4,1,1.0,0.0,[27 18] ; [30 20],[27. 18.] ; [30. 20.],0
