Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.5e-05,18.683633,[47 77] ; [64 31],[62.84931507 61.15068493] ; [48.15068493 46.84931507],1
p3,1,4.2e-05,16.800466,[40 89] ; [56 40],[55.04 73.96] ; [40.96 55.04],1
v3,1,4.2e-05,16.766988,[30 96] ; [47 46],[44.30136986 81.69863014] ; [32.69863014 60.30136986],1
p4,1,7.7e-05,15.638396,[46 84] ; [60 37],[60.70484581 69.29515419] ; [45.29515419 51.70484581],1
p2,1,0.000428,12.407706,[87 42] ; [85 12],[98.17699115 30.82300885] ; [73.82300885 23.17699115],1
r1,1,0.002614,9.05927,[87 43] ; [82 15],[96.78414097 33.21585903] ; [72.21585903 24.78414097],0
s8,1,0.003614,8.468298,[ 17 113] ; [28 70],[ 25.65789474 104.34210526] ; [19.34210526 78.65789474],0
n4,1,0.004917,7.909587,[81 49] ; [78 20],[90.65789474 39.34210526] ; [68.34210526 29.65789474],0
p11,1,0.005335,7.762195,[86 44] ; [81 17],[95.21929825 34.78070175] ; [71.78070175 26.21929825],0
p8,1,0.007322,7.192165,[50 79] ; [54 41],[59.89285714 69.10714286] ; [44.10714286 50.89285714],0
r4,1,0.007923,7.050818,[99 31] ; [88 10],[106.62280702  23.37719298] ; [80.37719298 17.62280702],0
p6,1,0.008033,7.026161,[ 28 101] ; [36 59],[36.85714286 92.14285714] ; [27.14285714 67.85714286],0
n5,1,0.01399,6.039462,[73 56] ; [71 27],[81.83259912 47.16740088] ; [62.16740088 35.83259912],0
p9,1,0.019023,5.499431,[88 41] ; [78 17],[95.59821429 33.40178571] ; [70.40178571 24.59821429],0
s5,1,0.026159,4.945497,[  9 117] ; [16 80],[ 14.18918919 111.81081081] ; [10.81081081 85.18918919],0
a5,1,0.029873,4.7166,[82 48] ; [75 23],[89.51754386 40.48245614] ; [67.48245614 30.51754386],0
p7,1,0.033688,4.510477,[59 69] ; [58 38],[66.85714286 61.14285714] ; [50.14285714 45.85714286],0
n6,1,0.035933,4.40028,[88 41] ; [79 19],[94.9030837 34.0969163] ; [72.0969163 25.9030837],0
p5,1,0.040079,4.21454,[  3 125] ; [ 8 88],[  6.28571429 121.71428571] ; [ 4.71428571 91.28571429],0
r2,1,0.057638,3.604086,[112  16] ; [93  5],[116.10619469  11.89380531] ; [88.89380531  9.10619469],0
v4,1,0.113126,2.510005,[113  16] ; [92  6],[116.49779736  12.50220264] ; [88.50220264  9.49779736],0
r3,1,0.122987,2.37886,[114  16] ; [91  6],[117.40088106  12.59911894] ; [87.59911894  9.40088106],0
u1,1,0.151418,2.057906,[ 14 116] ; [17 81],[ 17.6754386 112.3245614] ; [13.3245614 84.6754386],0
b2,1,0.153654,2.035595,[23 49] ; [26 33],[26.93129771 45.06870229] ; [22.06870229 36.93129771],0
b3,1,0.153654,2.035595,[23 49] ; [26 33],[26.93129771 45.06870229] ; [22.06870229 36.93129771],0
p10,1,0.167733,1.903093,[88 40] ; [74 22],[92.57142857 35.42857143] ; [69.42857143 26.57142857],0
u3,1,0.16827,1.89829,[19 26] ; [17 12],[21.89189189 23.10810811] ; [14.10810811 14.89189189],0
a4,1,0.199329,1.647281,[50 80] ; [46 52],[54.73684211 75.26315789] ; [41.26315789 56.73684211],0
b1,1,0.251217,1.316523,[46 84] ; [42 56],[50.1754386 79.8245614] ; [37.8245614 60.1754386],0
a6,1,0.285358,1.141395,[97 33] ; [79 19],[100.35087719  29.64912281] ; [75.64912281 22.35087719],0
